kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-488,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-488,kl-3_13-BG,kl-3_13-568,kl-3_13-BG,kl-3_14-488,kl-3_14-BG,kl-3_14-568,kl-3_14-BG,kl-3_15-488,kl-3_15-BG,kl-3_15-568,kl-3_15-BG
12.233,0.333,61.39,0.014,19.181,0.333,77.523,0.014,5.683,0.097,27.466,0.014,4.42,0.097,25.536,0.014,32.007,0.181,69.516,0,22.508,0.083,67.005,0.014,30.516,0.083,78.023,0.014,10.211,0.097,45.229,0,16.091,0.764,58.954,0.028,23.274,0.764,70.263,0.028,14.212,0.514,49.723,0,8.477,0.514,37.456,0,20.538,1.856,64.049,0.011,19.907,1.856,70.258,0.011,20.878,1.856,81.697,0.011
12.362,0.236,61.251,0,19.221,0.236,77.851,0,5.414,0.111,26.789,0,4.343,0.111,25.78,0,32.081,0.125,69.61,0,22.552,0.097,66.938,0.014,30.372,0.097,78.048,0.014,10.277,0.194,44.679,0.028,16.055,0.972,58.367,0.014,23.18,0.972,69.982,0.014,14.377,0.722,49.781,0.014,8.354,0.722,36.915,0.014,20.377,1.756,64.025,0.033,19.816,1.756,69.856,0.033,21.174,1.756,80.847,0.033
12.313,0.347,61.538,0.014,19.39,0.347,77.998,0.014,5.601,0.083,26.894,0,4.426,0.083,25.948,0,31.812,0.181,70.045,0.014,22.47,0.125,67.556,0.014,30.287,0.125,78.291,0.014,10.448,0.111,44.792,0,15.736,0.931,57.217,0.014,23.341,0.931,70.092,0.014,14.29,0.472,49.706,0.028,8.487,0.472,36.942,0.028,20.648,1.911,63.617,0.056,19.872,1.911,71.319,0.056,21.449,1.911,80.75,0.056
12.104,0.194,61.475,0,19.404,0.194,78.057,0,5.52,0.097,26.825,0.028,4.493,0.097,26.725,0.028,31.881,0.139,69.509,0.014,22.366,0.069,66.993,0,30.148,0.069,78.215,0,10.436,0.181,44.921,0,16.092,0.986,58.271,0,23.331,0.986,70.012,0,14.252,0.514,49.421,0.028,8.392,0.514,36.781,0.028,20.71,2.078,63.66,0.056,19.843,2.078,70.67,0.056,21.136,2.078,79.921,0.056
12.046,0.278,61.638,0,19.457,0.278,78.48,0,5.59,0.069,27.101,0.014,4.209,0.069,25.574,0.014,31.889,0.125,69.689,0.014,22.396,0.139,66.878,0.028,30.126,0.139,78.151,0.028,10.443,0.125,44.976,0,16.265,1.25,58.404,0.014,23.221,1.25,70.082,0.014,14.354,0.514,50.16,0.014,8.271,0.514,36.781,0.014,20.423,2.133,63.387,0.011,19.907,2.133,69.846,0.011,21.37,2.133,80.02,0.011
12.363,0.264,61.259,0,19.458,0.264,77.92,0,5.486,0.111,27.383,0,4.253,0.111,25.883,0,31.633,0.111,69.975,0.014,22.288,0.083,66.974,0.014,30.019,0.083,78.108,0.014,10.616,0.097,45.096,0,15.889,1.056,58.203,0,23.428,1.056,69.82,0,14.192,0.486,49.916,0.014,8.472,0.486,36.639,0.014,20.097,2.033,63.576,0.022,20.205,2.033,69.684,0.022,21.583,2.033,79.82,0.022
12.16,0.278,60.816,0.028,19.607,0.278,77.925,0.028,5.45,0.083,26.66,0.014,4.524,0.083,27.137,0.014,31.512,0.194,69.366,0.028,22.497,0.111,66.855,0,29.651,0.111,77.985,0,10.421,0.111,44.916,0.028,16.095,1.167,58.639,0.014,23.454,1.167,70.625,0.014,14.161,0.403,49.774,0.042,8.46,0.403,36.517,0.042,20.535,1.844,63.959,0.033,20.072,1.844,70.234,0.033,21.722,1.844,81.355,0.033
12.234,0.347,61.36,0.014,19.241,0.347,78.279,0.014,5.699,0.056,27.513,0.014,4.322,0.056,26.197,0.014,31.228,0.236,69.489,0.014,22.199,0.125,66.828,0.014,29.449,0.125,77.89,0.014,10.595,0.083,45.053,0,16.18,1.153,58.231,0,23.176,1.153,70.101,0,14.305,0.625,49.408,0.014,8.503,0.625,36.786,0.014,20.279,1.844,63.496,0.022,19.851,1.844,70.633,0.022,20.982,1.844,79.892,0.022
12.315,0.181,61.194,0,19.696,0.181,78.298,0,5.586,0.097,27.487,0.014,4.212,0.097,25.548,0.014,31.826,0.153,69.712,0,22.422,0.056,66.999,0,29.603,0.056,78.103,0,10.776,0.139,45.008,0,16.027,0.875,58.225,0,23.546,0.875,70.163,0,14.388,0.528,50.032,0.042,8.49,0.528,36.195,0.042,19.984,1.778,62.977,0.022,20.016,1.778,70.529,0.022,20.463,1.778,78.424,0.022
12.173,0.306,60.607,0,19.692,0.306,77.875,0,5.435,0.167,26.549,0.014,4.476,0.167,26.968,0.014,31.587,0.139,70.004,0,22.293,0.056,66.816,0,29.232,0.056,77.979,0,10.691,0.125,44.505,0,16.086,1.083,58.514,0,23.58,1.083,70.225,0,14.195,0.403,49.695,0.014,8.583,0.403,36.524,0.014,19.279,2.344,59.759,0.011,19.883,2.344,69.473,0.011,21.42,2.344,78.917,0.011
12.298,0.319,60.718,0.028,19.448,0.319,77.828,0.028,5.686,0.153,27.099,0.014,4.524,0.153,26.785,0.014,31.385,0.125,69.686,0,22.073,0.097,67.038,0.014,29.181,0.097,77.664,0.014,10.331,0.125,43.215,0,16.195,1.056,58.196,0,23.569,1.056,70.179,0,14.213,0.417,49.584,0.014,8.418,0.417,36.522,0.014,20.175,1.822,62.892,0.033,19.936,1.822,69.816,0.033,20.77,1.822,78.454,0.033
12.221,0.278,61.029,0.014,19.635,0.278,78.251,0.014,5.466,0.139,26.506,0,4.363,0.139,26.467,0,31.299,0.153,69.873,0.014,22.147,0.125,66.933,0,29.215,0.125,77.987,0,10.483,0.097,44.341,0,16.158,1.056,58.689,0.028,23.414,1.056,70.064,0.028,14.14,0.458,49.917,0.014,8.519,0.458,35.901,0.014,20.106,1.889,62.396,0.022,19.673,1.889,69.41,0.022,21.285,1.889,78.758,0.022
12.15,0.319,60.621,0,19.723,0.319,78.345,0,5.462,0.056,26.132,0.028,4.331,0.056,26.316,0.028,31.65,0.111,69.647,0.028,22.224,0.083,66.951,0,29.312,0.083,77.459,0,10.545,0.042,44.572,0,16.121,1,58.539,0,23.501,1,70.654,0,14.444,0.514,50.209,0.069,8.476,0.514,35.601,0.069,19.834,1.722,62.069,0,19.697,1.722,69.782,0,20.966,1.722,78.745,0
12.264,0.292,60.376,0,19.253,0.292,76.979,0,5.735,0.139,27.57,0,4.281,0.139,26.029,0,31.505,0.083,70.037,0.014,22.145,0.069,67.234,0.014,29.156,0.069,77.795,0.014,10.501,0.139,44.309,0,16.159,1.069,58.395,0.014,23.409,1.069,69.529,0.014,14.357,0.431,50.283,0.014,8.318,0.431,35.506,0.014,20.121,1.8,63.1,0.033,19.726,1.8,69.109,0.033,20.871,1.8,77.034,0.033
12.446,0.333,60.748,0,19.52,0.333,78.247,0,5.645,0.125,27.626,0.014,4.293,0.125,26.61,0.014,31.591,0.181,69.847,0.014,22.247,0.056,67.242,0,29.069,0.056,77.974,0,10.655,0.069,44.328,0,16.114,1.139,58.19,0,23.628,1.139,70.082,0,14.312,0.5,50.117,0.056,8.57,0.5,36.106,0.056,20.31,1.767,62.477,0.033,18.955,1.767,68.332,0.033,21.063,1.767,77.366,0.033
12.468,0.306,61.023,0,19.696,0.306,78.141,0,5.508,0.083,27.171,0,4.334,0.083,26.744,0,31.512,0.167,69.921,0.014,22.114,0.056,67.355,0.014,28.612,0.056,77.073,0.014,10.607,0.125,44.423,0.014,15.982,1.167,58.346,0,23.582,1.167,69.881,0,14.156,0.639,49.942,0,8.595,0.639,36.211,0,19.659,1.811,60.26,0,19.811,1.811,69.327,0,21.625,1.811,78.741,0
12.449,0.264,60.906,0,19.725,0.264,78.843,0,5.536,0.153,26.46,0.028,4.358,0.153,27,0.028,31.634,0.181,69.938,0,22.103,0.069,66.797,0.014,28.543,0.069,77.316,0.014,10.603,0.125,44.331,0,16.102,0.944,58.165,0.028,23.403,0.944,70.179,0.028,14.218,0.431,50.09,0.014,8.565,0.431,35.481,0.014,20.394,1.967,62.634,0.022,19.785,1.967,68.795,0.022,21.296,1.967,77.643,0.022
12.429,0.347,60.142,0,19.881,0.347,78.325,0,5.487,0.111,26.474,0,4.246,0.111,27.501,0,31.198,0.111,69.179,0.014,21.984,0.069,67.05,0,28.532,0.069,77.029,0,10.652,0.056,44.807,0.014,16.193,1.236,58.475,0,23.38,1.236,70.151,0,14.186,0.514,49.711,0,8.331,0.514,36.002,0,20.487,1.833,61.879,0.011,19.657,1.833,68.604,0.011,21.232,1.833,77.37,0.011
12.545,0.319,60.59,0.014,19.985,0.319,78.462,0.014,5.442,0.125,26.14,0,4.405,0.125,26.983,0,31.101,0.208,69.31,0.028,22.159,0.111,66.536,0,28.22,0.111,76.481,0,10.612,0.125,44.684,0.014,16.295,1.236,58.505,0.014,23.685,1.236,70.031,0.014,14.428,0.458,50.06,0.014,8.617,0.458,35.582,0.014,20.41,1.811,62.315,0.011,19.832,1.811,68.136,0.011,21.49,1.811,77.334,0.011
12.464,0.278,60.832,0,19.548,0.278,76.733,0,5.341,0.111,25.876,0,4.434,0.111,27.143,0,31.297,0.181,69.614,0,22.015,0.111,66.615,0,28.229,0.111,77.216,0,10.617,0.097,44.736,0,16.261,0.861,58.165,0,23.728,0.861,70.521,0,14.525,0.417,50.25,0,8.514,0.417,35.614,0,20.014,1.622,62.698,0,19.785,1.622,69.162,0,20.452,1.622,73.662,0
12.593,0.333,61.018,0.014,19.993,0.333,78.436,0.014,5.423,0.111,25.745,0,4.475,0.111,27.234,0,30.933,0.097,68.343,0.014,21.968,0.083,67.104,0.014,28.042,0.083,77.093,0.014,10.609,0.042,44.172,0.014,15.98,0.986,58.117,0,23.582,0.986,70.402,0,14.321,0.528,50.065,0.014,8.573,0.528,35.516,0.014,20.086,1.778,61.635,0.011,19.043,1.778,68.21,0.011,21.585,1.778,77.264,0.011
12.541,0.278,61.225,0.014,19.618,0.278,78.207,0.014,5.568,0.097,26.754,0,4.341,0.097,27.499,0,31.581,0.194,69.688,0.014,22.243,0.083,66.681,0,28.05,0.083,77.43,0,10.912,0.083,44.156,0,16.039,1.222,57.996,0.014,23.63,1.222,70.13,0.014,14.261,0.486,50.632,0.042,8.361,0.486,34.993,0.042,19.848,1.733,62.502,0.011,18.745,1.733,69.059,0.011,20.941,1.733,77.447,0.011
12.653,0.264,60.714,0.014,19.661,0.264,77.712,0.014,4.933,0.125,23.013,0,4.613,0.125,28.203,0,31.477,0.194,69.749,0.028,22.23,0.083,66.905,0,28.272,0.083,77.884,0,10.56,0.139,44.349,0,16.037,0.889,58,0,23.597,0.889,70.705,0,13.579,0.514,50.582,0.014,7.577,0.514,35.131,0.014,18.055,2.056,61.872,0.011,16.867,2.056,68.34,0.011,19.741,2.056,77.973,0.011
12.66,0.306,60.804,0,18.868,0.306,76.846,0,5.434,0.069,25.857,0.014,4.3,0.069,28.39,0.014,31.674,0.208,69.888,0.014,21.98,0.083,67.354,0,28.056,0.083,77.995,0,10.491,0.056,44.507,0.014,15.168,1.306,58.224,0,23.72,1.306,70.44,0,12.944,0.486,50.606,0,7.114,0.486,35.015,0,15.939,1.656,61.978,0.011,15.904,1.656,67.87,0.011,19.176,1.656,78.864,0.011
11.559,0.347,61.44,0.014,12.909,0.347,77.354,0.014,5.237,0.111,27.637,0,3.772,0.111,27.991,0,30.54,0.125,69.804,0.028,21.642,0.097,67.389,0.014,27.316,0.097,77.534,0.014,10.191,0.042,44.085,0,13.754,1.042,58.617,0,23.19,1.042,71.031,0,12.955,0.569,51.571,0,6.8,0.569,34.859,0,15.066,1.622,61.856,0.044,14.934,1.622,69.229,0.044,19.02,1.622,77.6,0.044
9.053,0.292,60.635,0,11.617,0.292,78.317,0,4.5,0.181,26.65,0.014,3.789,0.181,27.795,0.014,28.807,0.125,69.788,0,19.453,0.097,67.13,0.042,24.51,0.097,77.382,0.042,9.415,0.125,42.523,0,12.349,0.75,58.438,0.014,22.432,0.75,71.202,0.014,12.72,0.486,51.293,0,6.727,0.486,34.901,0,14.473,1.944,62.432,0.022,14.434,1.944,68.941,0.022,19.126,1.944,78.862,0.022
8.169,0.375,60.996,0.028,11.296,0.375,79.257,0.028,4.253,0.125,26.595,0,3.651,0.125,27.901,0,27.541,0.153,70.191,0.014,18.373,0.069,67.285,0.014,20.772,0.069,77.513,0.014,8.951,0.083,44.493,0.028,11.91,0.889,58.504,0,21.884,0.889,70.977,0,12.488,0.417,51.694,0.028,6.731,0.417,34.805,0.028,14.588,1.456,62.302,0,14.122,1.456,67.745,0,19.443,1.456,77.779,0
7.901,0.319,60.868,0.014,10.86,0.319,78.827,0.014,4.178,0.125,26.69,0,3.654,0.125,28.138,0,26.772,0.194,70.32,0.014,17.72,0.069,67.276,0.014,18.897,0.069,77.217,0.014,8.768,0.042,44.428,0.014,11.791,0.931,58.577,0.014,20.938,0.931,71.391,0.014,12.363,0.597,52.082,0.014,6.847,0.597,34.811,0.014,14.426,1.744,62.803,0.033,13.886,1.744,69.715,0.033,19.257,1.744,77.964,0.033
7.762,0.389,61.635,0.014,10.671,0.389,79.653,0.014,4.119,0.097,26.637,0.014,3.531,0.097,28.361,0.014,26.792,0.181,70.454,0,17.635,0.042,67.279,0.014,18.007,0.042,78.215,0.014,8.136,0.153,44.46,0,11.647,0.667,58.871,0.014,20.261,0.667,71.776,0.014,12.325,0.472,52.746,0.028,7.013,0.472,34.701,0.028,14.233,1.867,61.277,0.044,13.878,1.867,70.551,0.044,19.691,1.867,77.887,0.044
7.632,0.347,61.381,0.042,10.766,0.347,79.977,0.042,4.079,0.125,26.808,0,3.534,0.125,28.575,0,26.665,0.181,70.257,0.014,17.462,0.111,67.418,0.014,17.448,0.111,77.391,0.014,7.659,0.069,44.352,0.014,11.564,0.972,58.788,0.042,19.261,0.972,71.933,0.042,12.182,0.514,52.425,0.028,6.781,0.514,34.577,0.028,14.106,1.978,60.678,0.056,13.274,1.978,70.944,0.056,19.4,1.978,77.801,0.056
7.756,0.264,61.71,0.014,10.542,0.264,79.463,0.014,4.001,0.125,26.723,0.028,3.698,0.125,28.061,0.028,26.896,0.292,70.321,0,17.421,0.028,67.387,0.014,17.082,0.028,77.768,0.014,7.353,0.111,44.44,0,11.379,1.194,59.314,0.028,16.487,1.194,65.025,0.028,12.388,0.306,52.81,0,6.86,0.306,34.909,0,13.717,1.611,61.488,0.056,12.832,1.611,70,0.056,19.154,1.611,78.11,0.056
7.805,0.236,62.105,0,10.909,0.236,79.859,0,4.08,0.111,27.384,0,3.602,0.111,28.196,0,27.162,0.194,70.392,0.042,17.338,0.097,67.798,0,16.976,0.097,77.637,0,7.213,0.069,45.212,0.014,11.321,1.292,59.756,0,16.291,1.292,69.565,0,12.28,0.444,52.774,0.042,6.916,0.444,34.546,0.042,14.293,1.978,62.332,0.033,12.668,1.978,70.543,0.033,19.183,1.978,76.908,0.033
7.965,0.264,62.275,0.014,10.84,0.264,79.73,0.014,3.998,0.097,26.209,0,3.437,0.097,27.785,0,27.215,0.208,70.608,0.028,17.387,0.056,67.445,0.028,16.434,0.056,77.016,0.028,6.817,0.069,45.915,0,10.903,1.236,60.275,0.014,16.138,1.236,72.713,0.014,12.322,0.569,53.365,0,6.872,0.569,34.324,0,14.113,1.689,61.662,0.033,12.731,1.689,70.176,0.033,18.77,1.689,76.734,0.033
7.874,0.333,62.563,0,10.73,0.333,80.453,0,4.09,0.139,27.24,0.014,3.454,0.139,27.781,0.014,27.407,0.194,70.613,0,17.329,0.153,67.643,0.014,16.26,0.153,77.621,0.014,6.368,0.111,45.325,0,10.934,1.264,60.595,0.014,15.407,1.264,73.063,0.014,12.42,0.625,52.999,0.014,6.944,0.625,34.75,0.014,14.232,1.667,61.872,0.056,12.082,1.667,70.731,0.056,18.612,1.667,76.89,0.056
7.836,0.444,62.815,0.028,10.979,0.444,80.588,0.028,3.999,0.125,27.184,0.014,3.473,0.125,28.047,0.014,27.588,0.236,70.586,0,17.193,0.097,67.538,0.028,16.197,0.097,77.918,0.028,6.367,0.153,46.984,0,10.8,1,60.553,0.014,15.433,1,72.702,0.014,12.522,0.458,52.303,0.028,6.809,0.458,34.301,0.028,14.222,1.889,61.878,0.056,11.91,1.889,69.428,0.056,19.242,1.889,76.987,0.056
8.128,0.319,62.718,0.014,11.001,0.319,80.51,0.014,4.074,0.153,27.696,0.014,3.379,0.153,27.408,0.014,27.432,0.167,70.688,0.014,17.162,0.111,67.609,0,16.072,0.111,77.557,0,6.156,0.194,46.615,0,10.724,1.25,60.95,0.014,15.074,1.25,73.46,0.014,12.555,0.542,52.913,0.014,6.78,0.542,33.785,0.014,14.258,1.878,61.914,0.089,11.707,1.878,68.941,0.089,18.794,1.878,75.036,0.089
8.122,0.486,62.376,0,10.824,0.486,79.822,0,4.081,0.139,27.814,0.014,3.31,0.139,27.924,0.014,27.383,0.264,69.961,0.028,17.392,0.111,67.442,0,16.013,0.111,77.788,0,6.317,0.139,46.436,0,10.764,1.306,60.204,0.042,15.02,1.306,73.608,0.042,12.633,0.694,52.679,0.028,6.796,0.694,34.477,0.028,13.948,1.689,62.025,0.033,11.755,1.689,67.609,0.033,18.794,1.689,74.768,0.033
7.992,0.431,62.465,0.014,11.022,0.431,80.284,0.014,4.054,0.153,27.889,0,3.413,0.153,27.994,0,27.145,0.278,69.202,0,17.147,0.167,67.409,0.028,15.882,0.167,77.802,0.028,6.46,0.167,46.781,0.028,10.64,1.306,60.581,0,15.293,1.306,73.499,0,12.982,0.736,52.6,0.014,6.728,0.736,34.284,0.014,14.169,2,61.679,0.056,11.795,2,66.689,0.056,18.384,2,73.131,0.056
8.183,0.556,62.934,0,10.924,0.556,81.112,0,4.101,0.139,28.637,0,3.413,0.139,27.114,0,27.038,0.25,68.973,0,17.089,0.125,66.718,0,15.679,0.125,76.699,0,6.187,0.139,46.571,0,10.55,1.278,59.977,0.014,14.795,1.278,72.709,0.014,12.89,0.458,52.645,0,6.809,0.458,34.658,0,14.291,2.289,61.119,0.011,11.739,2.289,64.742,0.011,18.386,2.289,72.858,0.011
8.387,0.639,63.354,0.014,11.307,0.639,81.145,0.014,4.128,0.194,27.654,0,3.414,0.194,27.17,0,26.971,0.236,68.281,0.014,16.853,0.153,66.25,0.014,15.628,0.153,76.467,0.014,6.065,0.222,46.519,0,10.638,1.625,60.103,0,15.399,1.625,73.188,0,12.911,0.681,52.709,0.014,6.698,0.681,34.4,0.014,14.027,1.7,61.548,0.056,11.293,1.7,64.902,0.056,17.932,1.7,72.673,0.056
8.349,0.444,62.96,0.042,11.179,0.444,80.862,0.042,4.044,0.278,28.74,0.014,3.351,0.278,25.369,0.014,27,0.264,67.925,0.014,16.829,0.236,66.076,0.014,15.465,0.236,76.829,0.014,6.077,0.181,47.335,0.042,10.574,1.847,59.703,0.014,15.396,1.847,72.742,0.014,13.026,0.597,52.822,0,6.559,0.597,34.03,0,13.876,1.611,60.598,0.044,11.335,1.611,63.721,0.044,17.883,1.611,70.483,0.044
8.551,0.389,63.236,0,11.308,0.389,80.804,0,4.137,0.236,30.229,0.014,3.325,0.236,24.932,0.014,26.922,0.375,67.497,0,16.733,0.167,65.362,0,15.418,0.167,75.819,0,5.845,0.194,47.16,0,10.503,1.972,59.277,0,15.662,1.972,72.866,0,12.923,0.722,52.594,0.028,6.434,0.722,34.175,0.028,13.657,1.611,61.366,0.056,11.306,1.611,62.168,0.056,17.282,1.611,71.366,0.056
8.668,0.389,63.169,0,11.324,0.389,81.202,0,4.102,0.181,29.285,0.014,3.419,0.181,25.36,0.014,26.356,0.319,67.023,0,16.473,0.222,64.908,0.014,15.387,0.222,75.451,0.014,5.936,0.264,46.128,0,10.427,1.806,59.242,0.014,15.888,1.806,72.449,0.014,13.035,0.625,52.312,0.014,6.46,0.625,34.172,0.014,13.901,1.833,61.07,0.011,10.811,1.833,61.348,0.011,17.783,1.833,70.908,0.011
8.773,0.569,63.187,0.028,10.969,0.569,75.467,0.028,4.158,0.264,29.625,0.028,3.384,0.264,24.722,0.028,26.176,0.333,67.271,0.014,16.156,0.167,63.469,0,15.177,0.167,75.068,0,5.931,0.222,47.088,0.014,10.46,2.292,59.186,0,15.962,2.292,72.431,0,13.046,0.444,52.39,0.028,6.326,0.444,33.667,0.028,13.554,1.767,60.998,0.056,11.029,1.767,59.128,0.056,16.664,1.767,70.068,0.056
8.546,0.556,62.822,0.028,11.256,0.556,80.629,0.028,4.028,0.236,29.202,0.014,3.24,0.236,25.208,0.014,26.007,0.389,66.574,0.014,16.273,0.222,64.226,0.042,15.096,0.222,74.66,0.042,5.964,0.194,46.76,0,10.62,2.208,59.158,0,16.141,2.208,72.74,0,12.974,0.625,52.88,0.042,6.164,0.625,33.123,0.042,13.534,1.967,60.116,0.067,10.713,1.967,58.979,0.067,16.37,1.967,68.318,0.067
8.846,0.625,62.888,0,11.42,0.625,80.425,0,4.06,0.194,29.255,0.014,3.402,0.194,25.003,0.014,26.106,0.347,66.467,0,16.037,0.194,64.195,0,15.279,0.194,74.356,0,5.851,0.264,46.355,0.014,10.413,2.153,58.903,0.028,16.197,2.153,72.28,0.028,12.88,0.597,52.549,0.028,5.954,0.597,33.216,0.028,13.233,2.022,60.737,0.056,10.215,2.022,57.782,0.056,16.409,2.022,68.734,0.056
8.833,0.681,63.797,0,11.597,0.681,80.856,0,4.095,0.361,29.619,0.014,3.329,0.361,23.325,0.014,25.48,0.333,66.757,0.014,15.863,0.194,64.124,0,15.25,0.194,74.093,0,5.725,0.125,46.587,0.014,10.371,2.194,58.664,0,16.517,2.194,72.357,0,13.026,0.569,52.422,0.028,5.883,0.569,32.981,0.028,13.224,1.567,60.875,0.044,9.816,1.567,56.309,0.044,16.086,1.567,67.144,0.044
8.849,0.556,63.193,0,11.526,0.556,79.888,0,4.073,0.125,29.355,0,3.288,0.125,24.149,0,25.435,0.333,66.43,0.028,15.938,0.139,64.12,0.014,15.203,0.139,74.131,0.014,5.925,0.25,46.123,0.014,10.451,2.014,58.455,0,17.122,2.014,72.633,0,12.979,0.639,52.28,0,5.668,0.639,32.961,0,13.346,2.044,59.959,0.033,9.859,2.044,55.636,0.033,15.806,2.044,67.264,0.033
8.795,0.569,63.143,0,11.222,0.569,79.277,0,4.05,0.236,28.925,0,3.199,0.236,24.035,0,25.655,0.236,66.574,0.014,15.759,0.181,64.07,0.042,15.186,0.181,73.887,0.042,5.963,0.278,46.387,0,10.427,2.042,58.068,0.028,17.85,2.042,72.476,0.028,12.686,0.597,52.21,0.028,5.708,0.597,33.06,0.028,13.078,1.622,60.801,0.056,9.819,1.622,55.149,0.056,15.239,1.622,66.352,0.056
9.148,0.569,63.03,0,11.448,0.569,79.968,0,4.018,0.222,29.267,0,3.096,0.222,23.103,0,24.927,0.403,66.142,0,15.533,0.167,63.315,0.014,15.174,0.167,73.836,0.014,5.725,0.278,45.429,0,10.324,2.014,58.128,0.028,18.724,2.014,71.864,0.028,12.723,0.708,51.779,0.028,5.766,0.708,32.874,0.028,13.167,1.744,60.313,0.067,9.285,1.744,53.771,0.067,14.51,1.744,65.785,0.067
9.054,0.639,62.853,0.014,11.512,0.639,79.735,0.014,4.019,0.278,29.042,0.014,3.329,0.278,23.006,0.014,24.899,0.278,66.148,0.014,15.439,0.153,63.993,0.028,15.204,0.153,74.072,0.028,5.739,0.25,45.461,0,10.403,2.181,58.045,0,19.283,2.181,72.309,0,12.713,0.597,51.823,0.028,5.554,0.597,32.92,0.028,13.03,1.533,60.122,0.1,9.633,1.533,52.606,0.1,14.361,1.533,64.819,0.1
9.058,0.528,62.677,0.028,11.469,0.528,78.327,0.028,3.989,0.264,29.042,0.014,2.992,0.264,22.825,0.014,24.945,0.375,65.909,0.028,15.431,0.181,63.583,0,15.651,0.181,74.083,0,5.767,0.333,46.36,0.014,10.271,2.125,57.657,0.014,20.008,2.125,71.599,0.014,12.71,0.514,51.788,0.014,5.551,0.514,32.886,0.014,13.208,1.689,59.941,0.089,9.035,1.689,51.753,0.089,14.302,1.689,64.472,0.089
9.02,0.667,62.882,0,11.372,0.667,77.508,0,3.938,0.292,29.385,0.014,3.093,0.292,23.109,0.014,24.511,0.278,65.416,0.028,15.113,0.181,62.662,0.028,16.451,0.181,74.026,0.028,5.631,0.222,45.892,0.028,10.264,2.042,57.395,0.042,20.698,2.042,71.947,0.042,12.755,0.514,51.667,0,5.507,0.514,32.766,0,13.006,1.922,59.638,0.078,8.548,1.922,51.519,0.078,13.885,1.922,64.165,0.078
9.643,0.556,63.094,0.014,11.378,0.556,77.414,0.014,4.012,0.278,29.078,0.014,3.071,0.278,22.352,0.014,24.342,0.444,66.151,0,14.773,0.139,62.729,0.028,17.018,0.139,73.586,0.028,5.677,0.236,45.692,0.014,10.104,2.278,56.991,0,21.109,2.278,71.863,0,12.536,0.819,51.066,0.028,5.467,0.819,32.436,0.028,12.87,1.878,59.789,0.022,8.622,1.878,50.38,0.022,13.431,1.878,63.176,0.022
9.786,0.472,62.572,0.028,11.432,0.472,77.889,0.028,3.98,0.25,28.769,0.028,3.071,0.25,22.624,0.028,24.167,0.389,65.929,0.014,14.961,0.236,62.845,0,18.036,0.236,74.296,0,5.657,0.306,45.097,0,10.246,1.75,56.88,0.028,21.274,1.75,71.925,0.028,12.457,0.667,51.194,0,5.36,0.667,32.452,0,12.842,1.989,59.433,0.133,8.513,1.989,49.891,0.133,13.506,1.989,63.101,0.133
10.267,0.556,63.297,0,11.559,0.556,77.91,0,3.894,0.333,28.922,0,3.14,0.333,21.476,0,23.776,0.264,65.589,0,14.727,0.181,63.217,0.014,18.67,0.181,74.268,0.014,5.752,0.236,44.996,0,10.166,1.514,56.347,0.014,21.893,1.514,71.526,0.014,12.511,0.611,50.82,0.028,5.222,0.611,31.81,0.028,12.869,1.867,59.008,0.1,8.511,1.867,49.386,0.1,12.959,1.867,62.093,0.1
10.701,0.653,63.752,0,11.477,0.653,77.558,0,3.856,0.347,28.488,0,3.049,0.347,21.484,0,23.695,0.5,65.305,0.028,14.79,0.208,63.151,0.028,19.688,0.208,74.039,0.028,5.676,0.181,45.032,0,9.963,2.014,56.418,0,21.749,2.014,71.124,0,12.386,0.653,51.018,0.042,5.215,0.653,31.776,0.042,12.662,1.8,58.551,0.067,8.104,1.8,48.742,0.067,12.664,1.8,61.413,0.067
11.13,0.5,63.262,0.014,11.773,0.5,77.306,0.014,3.887,0.361,28.282,0,2.977,0.361,21.754,0,23.71,0.417,65.518,0.014,14.748,0.153,63.685,0,20.4,0.153,74.41,0,5.837,0.264,44.709,0,10.076,2.222,56.545,0,22.46,2.222,71.417,0,12.237,0.556,50.64,0,5.123,0.556,32.244,0,12.662,1.556,59.127,0.056,8.261,1.556,48.359,0.056,12.266,1.556,60.196,0.056
