kl-3_1-405,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-405,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-405,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-405,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-405,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-405,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-405,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-405,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-405,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-405,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-405,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-405,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-405,kl-3_13-BG,kl-3_13-568,kl-3_13-BG
13.19,0.143,24.619,0,21.346,0.143,45.732,0,8.077,0.1,79.293,0,6.961,0.1,72.542,0,20.636,0.1,81.955,0,33.683,0.457,134.39,0.129,20.914,0.457,73.251,0.129,21.051,0.449,71.117,0.061,32.939,0.449,123.831,0.061,22.116,0.236,62.317,0,30.999,0.111,89.493,0,27.344,0.068,91.319,0.423,29.159,0.068,89.854,0.423
13.379,0.071,24.648,0,21.054,0.157,44.724,0.031,7.884,0.114,79.084,0,7.121,0.114,71.635,0,20.576,0.114,81.394,0.014,32.651,0.329,131.863,0.114,20.994,0.329,73.199,0.114,21.12,0.388,73.502,0.082,32.205,0.388,123.235,0.082,21.98,0.153,62.491,0,31.313,0.111,90.444,0,27.468,0.068,90.885,0.474,28.923,0.068,88.045,0.474
12.995,0.186,24.365,0,20.914,0.1,44.605,0,7.864,0.1,78.677,0,7.205,0.1,71.371,0,20.37,0.171,81.287,0,33.482,0.357,133.367,0.086,21.064,0.357,72.765,0.086,18.081,0.633,60.694,0,32.273,0.633,123.639,0,21.96,0.097,61.926,0.014,31.315,0.167,91.143,0,27.588,0.057,91.232,0.59,28.469,0.057,87.879,0.59
12.92,0.129,24.187,0,20.297,0.1,43.51,0.031,8.2,0.057,78.584,0.014,7.269,0.057,71.218,0.014,20.915,0.143,81.333,0,33.2,0.386,132.153,0.086,21.376,0.386,71.939,0.086,22.694,0.388,80.616,0.02,31.767,0.388,122.121,0.02,21.385,0.278,61.045,0,31.334,0.208,90.588,0,27.39,0.023,90.927,0.449,28.642,0.023,87.653,0.449
13.006,0.071,24.597,0.014,21.246,0.057,44.594,0,8.195,0.086,79.175,0,7.137,0.086,70.352,0,20.331,0.171,81.659,0.014,32.958,0.371,133.413,0.129,22.052,0.371,74.163,0.129,20.426,0.429,71.096,0.061,31.768,0.429,122.782,0.061,21.264,0.125,60.441,0,31.086,0.181,90.353,0.014,27.47,0.057,91.602,0.526,28.047,0.057,87.139,0.526
12.886,0.071,24.259,0,21.107,0.071,45.313,0,8.305,0.114,78.832,0.029,7.007,0.114,70.725,0.029,20.283,0.186,81.022,0,33.35,0.314,134.849,0.043,21.331,0.314,71.887,0.043,22.069,0.204,78.144,0.061,31.231,0.204,121.632,0.061,21.674,0.167,61.275,0,31.23,0.181,89.771,0.028,27.622,0.011,90.434,0.449,28.388,0.011,87.108,0.449
23.474,0.1,45.259,0.029,14.093,0.143,26.702,0,8.032,0.114,78.12,0,6.997,0.114,70.484,0,20.074,0.157,80.012,0.014,33.246,0.443,133.225,0.1,22.47,0.443,75.691,0.1,20.177,0.347,73.423,0,32.039,0.347,124.254,0,21.657,0.139,61.436,0,31.21,0.139,90.226,0,27.222,0.034,90.399,0.397,28.155,0.034,86.483,0.397
24.44,0.186,46.731,0.014,11.789,0.129,18.404,0,7.966,0.057,78.67,0,7.016,0.057,70.524,0,20.036,0.129,79.885,0,33.216,0.5,134.496,0.086,21.033,0.5,72.24,0.086,21.931,0.347,77.898,0.082,32.46,0.347,124.986,0.082,21.504,0.125,61.371,0,31.508,0.181,90.176,0,27.405,0.023,90.772,0.423,27.719,0.023,85.68,0.423
24.971,0.214,48.176,0,11.11,0.114,15.838,0,8.177,0.171,79.093,0,7.093,0.171,70.695,0,20.459,0.129,81.209,0,33.294,0.657,133.761,0.143,22.204,0.657,74.876,0.143,21.069,0.408,76.396,0.02,31.911,0.408,123.191,0.02,21.547,0.056,61.074,0,31.072,0.181,89.777,0,27.193,0.08,90.773,0.41,27.513,0.08,85.799,0.41
25.226,0.214,48.631,0.014,10.558,0.171,14.594,0,8.227,0.086,79.559,0.014,7.067,0.086,70.529,0.014,20.732,0.129,81.604,0.014,33.361,0.514,134.186,0.157,22.514,0.514,75.481,0.157,22.141,0.367,78.309,0.061,31.967,0.367,124.145,0.061,21.413,0.083,61.107,0,31.25,0.167,90.735,0,27.46,0.091,90.979,0.577,27.023,0.091,84.426,0.577
26.096,0.3,49.541,0.029,10.121,0.071,14.147,0,8.368,0.086,80.009,0.014,7.111,0.086,71.202,0.014,20.541,0.086,81.562,0.014,32.487,0.286,131.9,0.086,21.564,0.286,73.873,0.086,19.324,0.51,64.769,0.061,32.289,0.51,123.6,0.061,21.073,0.153,60.078,0.014,31.913,0.167,90.791,0,27.558,0.068,91.044,0.5,27.104,0.068,84.286,0.5
10.139,0.114,16.457,0,10.121,0.157,14.147,0,8.066,0.143,79.5,0,7.039,0.143,70.56,0,20.487,0.129,81.455,0.029,32.659,0.343,130.674,0.214,22.033,0.343,74.671,0.214,19.369,0.286,65.778,0.02,31.61,0.286,121.88,0.02,21.023,0.111,60.116,0.014,31.594,0.111,90.994,0,27.54,0.045,90.942,0.449,26.951,0.045,83.871,0.449
16.403,0.114,27.681,0,10.121,0.1,14.147,0,8.407,0.086,79.584,0,7.16,0.086,70.782,0,20.903,0.171,82.455,0,33.488,0.5,133.812,0.157,23.191,0.5,77.771,0.157,18.363,0.286,61.652,0.061,32.516,0.286,125.101,0.061,20.991,0.097,60.104,0.014,31.275,0.097,90.113,0.014,27.338,0.034,90.835,0.487,26.833,0.034,83.08,0.487
16.586,0.186,28.497,0,9.946,0.086,16.881,0,8.552,0.186,78.868,0,6.94,0.186,70.893,0,20.644,0.143,82.211,0,33.519,0.443,134.667,0.143,23.177,0.443,76.243,0.143,21.559,0.571,77.126,0.041,32.393,0.571,126.564,0.041,20.944,0.069,60.167,0,30.484,0.111,88.827,0.014,27.409,0.068,90.153,0.423,26.765,0.068,84.188,0.423
16.796,0.2,28.965,0,19.434,0.071,32.987,0,8.186,0.1,80.055,0,7.09,0.1,70.958,0,20.643,0.186,81.736,0.014,33.868,0.471,134.622,0.143,22.939,0.471,77.279,0.143,20.796,0.469,75.123,0,33.102,0.469,127.041,0,20.683,0.153,59.983,0,31.397,0.111,89.589,0.014,27.737,0.057,90.77,0.462,27.032,0.057,83.46,0.462
16.415,0.186,28.389,0,24.309,0.157,40.834,0.031,8.045,0.114,80.211,0,7.005,0.114,70.993,0,20.614,0.271,81.513,0.014,30.445,0.443,134.485,0.129,19.251,0.443,80.238,0.129,21.631,0.429,78.438,0.061,31.408,0.429,129.083,0.061,20.886,0.125,59.893,0,31.46,0.097,89.394,0,27.57,0.023,91.626,0.513,27.535,0.023,84.703,0.513
16.158,0.171,28.187,0.014,25.294,0.1,42.273,0,6.727,0.086,80.32,0,6.016,0.086,71.642,0,16.605,0.186,82.68,0,21.958,0.471,133.321,0.129,18.699,0.471,83.616,0.129,16.054,0.469,63.15,0.02,21.309,0.469,125.859,0.02,17.279,0.028,60.074,0.028,28.519,0.097,91.255,0.028,23.535,0.068,91.379,0.449,25.614,0.068,84.332,0.449
15.743,0.214,28.344,0.029,25.748,0.086,45.893,0,5.793,0.114,81.536,0,4.958,0.114,72.327,0,13.318,0.271,82.344,0,20.248,0.586,132.286,0.129,18.243,0.586,87.47,0.129,16.108,0.286,79.246,0.02,20.266,0.286,130.041,0.02,14.553,0.097,59.561,0,21.468,0.111,93.242,0,18.729,0.045,92.267,0.564,21.372,0.045,84.097,0.564
12.616,0.271,28.437,0,19.963,0.1,46.626,0,5.375,0.129,79.855,0,4.836,0.129,74.772,0,12.52,0.229,84.236,0,19.927,0.414,132.16,0.129,18.356,0.414,87.254,0.129,14.399,0.469,70.471,0.02,19.192,0.469,124.796,0.02,13.753,0.097,58.504,0,19.396,0.069,93.676,0,17.319,0.045,92.138,0.513,17.856,0.045,84.294,0.513
10.222,0.143,28.722,0,16.564,0.1,45.892,0,5.455,0.157,81.134,0,4.458,0.157,74.202,0,11.886,0.157,82.891,0,20.209,0.471,130.977,0.157,19.227,0.471,90.948,0.157,13.721,0.714,66.673,0.122,19.579,0.714,127.123,0.122,13.491,0.028,58.583,0,17.946,0.069,91.715,0,16.452,0.023,91.399,0.526,16.698,0.023,84.712,0.526
9.673,0.171,28.816,0.014,15.782,0.057,45.428,0,5.573,0.086,80.786,0.029,4.678,0.086,75.379,0.029,11.421,0.271,84.324,0.014,20.48,0.571,131.078,0.086,18.738,0.571,91.409,0.086,14.76,0.531,75.553,0.061,19.671,0.531,127.504,0.061,13.272,0.139,58.349,0,17.936,0.111,92.998,0,15.944,0.045,91.118,0.577,15.638,0.045,83.183,0.577
9.8,0.143,29.111,0.014,15.623,0.129,45.37,0,5.493,0.129,82.602,0,4.664,0.129,77.153,0,11.166,0.1,84.206,0.029,20.614,0.486,130.133,0.1,18.257,0.486,91.116,0.1,15.64,0.429,77.955,0.02,19.489,0.429,125.707,0.02,13.274,0.056,58.813,0,17.598,0.111,92.693,0,15.843,0.057,91.094,0.462,15.127,0.057,82.567,0.462
9.506,0.2,28.87,0.014,15.035,0.1,44.101,0.031,5.502,0.057,83.173,0,4.498,0.057,75.759,0,11.203,0.171,82.745,0,21.246,0.414,131.678,0.071,19,0.414,92.439,0.071,14.58,0.469,73.384,0.082,20.263,0.469,126.954,0.082,13.163,0.056,58.808,0,17.573,0.139,93.364,0,15.711,0.034,91.713,0.41,14.679,0.034,82.324,0.41
9.306,0.243,28.957,0.014,15.058,0.129,44.38,0,5.457,0.143,81.732,0,4.384,0.143,76.505,0,10.628,0.186,82.126,0,21.494,0.471,130.679,0.114,19.017,0.471,94.047,0.114,15.976,0.306,77.94,0.061,21.046,0.306,131.022,0.061,13.114,0.056,58.173,0,17.585,0.042,92.482,0,15.345,0.023,90.682,0.5,14.731,0.023,82.677,0.5
9.452,0.043,28.733,0,14.909,0.086,44.665,0,5.668,0.2,82.789,0.014,4.741,0.2,77.184,0.014,10.859,0.243,83.264,0,21.528,0.457,130.197,0.1,19.619,0.457,97.823,0.1,15.826,0.367,77.099,0.041,21.337,0.367,130.614,0.041,13.115,0.028,58.339,0,17.629,0.125,94.141,0.014,15.683,0.023,90.937,0.372,14.281,0.023,81.182,0.372
9.457,0.186,28.898,0.014,14.638,0.2,44.111,0,5.573,0.157,83.911,0,4.749,0.157,77.831,0,10.783,0.214,84.404,0.014,21.833,0.329,129.255,0.086,19.831,0.329,98.63,0.086,14.616,0.306,68.114,0.02,20.992,0.306,128.391,0.02,12.936,0.042,57.792,0.014,17.847,0.125,95.843,0,15.545,0.08,91.652,0.564,13.949,0.08,78.989,0.564
9.591,0.214,29.025,0,14.561,0.143,43.694,0,5.736,0.143,83.891,0.043,4.837,0.143,78.723,0.043,10.347,0.143,84.242,0,22.011,0.514,127.693,0.086,19.779,0.514,99.605,0.086,14.264,0.551,68.691,0.02,21.194,0.551,125.913,0.02,12.803,0.069,57.596,0,17.494,0.069,94.683,0.014,15.375,0.045,90.527,0.5,13.814,0.045,79.608,0.5
9.468,0.3,28.519,0,14.578,0.157,43.95,0,5.602,0.229,84.375,0,4.84,0.229,78.555,0,10.556,0.243,83.805,0,21.918,0.471,128.111,0.1,19.384,0.471,97.243,0.1,15.276,0.755,73.745,0.041,21.777,0.755,129.171,0.041,12.776,0.069,56.918,0,17.506,0.139,94.11,0,15.549,0.034,90.958,0.474,13.847,0.034,80.334,0.474
9.549,0.143,29.052,0,14.614,0.229,44.682,0,5.673,0.229,82.889,0.014,4.79,0.229,77.622,0.014,10.276,0.186,83.183,0.014,22.351,0.414,129.692,0.1,18.878,0.414,92.843,0.1,13.958,0.633,63.916,0.02,21.636,0.633,127.798,0.02,12.68,0.069,56.375,0,17.492,0.111,94.411,0,15.34,0.057,90.659,0.641,13.773,0.057,81.602,0.641
9.451,0.143,29.048,0.029,14.512,0.214,45.485,0,5.691,0.243,83.039,0,4.728,0.243,77.847,0,10.379,0.243,83.411,0,22.311,0.6,129.954,0.071,18.39,0.6,96.014,0.071,13.444,0.612,65.387,0,21.547,0.612,125.525,0,12.744,0.097,56.579,0,17.741,0.264,93.912,0,15.344,0.011,91.163,0.397,14.009,0.011,80.732,0.397
9.652,0.143,29.105,0,14.505,0.257,45.632,0.031,5.516,0.257,81.861,0.014,4.72,0.257,76.845,0.014,10.224,0.157,82.865,0.014,22.137,0.614,126.929,0.029,17.934,0.614,96.71,0.029,13.973,0.367,67.97,0.041,21.146,0.367,122.118,0.041,12.951,0.097,57.119,0,17.703,0.25,94.778,0,15.421,0.023,90.156,0.397,14.206,0.023,81.523,0.397
9.732,0.271,29.335,0.014,14.679,0.2,46.455,0,5.523,0.357,81.398,0,4.821,0.357,75.66,0,10.2,0.157,82.667,0,22.102,0.5,127.087,0.1,17.798,0.5,92.539,0.1,16.27,0.469,82.072,0.082,22.315,0.469,127.734,0.082,13.001,0.042,57.184,0,17.506,0.306,94.181,0.028,15.54,0.034,90.512,0.449,14.51,0.034,81.853,0.449
9.692,0.286,29.878,0,14.485,0.171,46.385,0,5.611,0.214,82.107,0,4.635,0.214,75.246,0,10.243,0.4,82.579,0,22.898,0.7,130.851,0.1,16.215,0.7,83.887,0.1,17.249,0.51,82.234,0.041,22.687,0.51,130.444,0.041,12.928,0.056,56.52,0,17.417,0.306,93.365,0.014,15.492,0.091,90.419,0.628,14.553,0.091,81.279,0.628
9.97,0.2,30.074,0,14.572,0.3,46.741,0,5.407,0.3,80.907,0,4.899,0.3,75.039,0,10.244,0.357,82.046,0,22.877,0.5,131.306,0.1,18.403,0.5,95.975,0.1,15.673,0.776,73.673,0.041,22.625,0.776,122.045,0.041,12.862,0.028,55.826,0,17.383,0.194,93.472,0,15.802,0.023,89.71,0.564,15.036,0.023,81.731,0.564
9.931,0.229,30.461,0.014,14.594,0.2,46.185,0,5.707,0.214,82.577,0,5.195,0.214,73.915,0,10.245,0.229,81.1,0,24.144,0.643,131.181,0.1,17.45,0.643,91.671,0.1,18.069,0.347,80.141,0,26.348,0.347,128.229,0,12.606,0.083,55.487,0,17.322,0.278,92.833,0.014,16.026,0.034,89.955,0.513,16.303,0.034,82.044,0.513
10.04,0.229,30.572,0.014,14.336,0.343,45.827,0.031,5.852,0.314,80.755,0.014,5.469,0.314,73.248,0.014,9.882,0.371,81.669,0.014,25.283,0.586,131.205,0.1,17.627,0.586,96.909,0.1,18.706,0.51,75.297,0,28.855,0.51,128.286,0,12.554,0,54.761,0,17.523,0.264,93.309,0,16.099,0.034,89.84,0.449,17.183,0.034,81.348,0.449
10.175,0.343,30.203,0,14.541,0.329,45.776,0,5.495,0.229,80.711,0,5.577,0.229,72.678,0,9.983,0.271,80.921,0.029,25.921,0.671,130.325,0.129,18.702,0.671,102.967,0.129,19.76,0.531,74.73,0.02,30.347,0.531,129.488,0.02,12.777,0.083,55.943,0,17.437,0.306,92.653,0,16.326,0.023,89.824,0.603,18.624,0.023,82.484,0.603
10.238,0.286,30.414,0,14.509,0.329,46.251,0,5.591,0.3,81.02,0,5.989,0.3,73.598,0,9.91,0.271,81.121,0.057,26.588,0.543,131.55,0.2,20.285,0.543,110.467,0.2,19.372,0.612,71.228,0,30.927,0.612,128.513,0,13,0.042,56.538,0,17.381,0.222,92.234,0,16.388,0.057,89.523,0.474,19.744,0.057,83.265,0.474
10.286,0.2,30.031,0.014,14.648,0.243,46.066,0,5.857,0.3,79.952,0.014,6.106,0.3,73.217,0.014,9.929,0.2,80.773,0,26.937,0.786,128.347,0.214,20.486,0.786,113.613,0.214,20.081,0.571,66.925,0.082,31.727,0.571,125.655,0.082,12.898,0.014,56.592,0,17.18,0.278,90.465,0,16.996,0.045,88.652,0.41,20.744,0.045,83.765,0.41
10.363,0.286,30.256,0.014,14.765,0.3,46.493,0.031,5.655,0.214,80.132,0.014,6.067,0.214,72.998,0.014,10.164,0.271,80.944,0,27.836,0.657,129.28,0.143,18.782,0.657,101.715,0.143,23.054,0.327,79.82,0.061,32.406,0.327,124.349,0.061,12.862,0.014,55.937,0,17.452,0.292,89.629,0,17.461,0.011,88.871,0.372,21.396,0.011,84.125,0.372
10.321,0.329,30.486,0,14.748,0.3,46.922,0,5.686,0.343,80.364,0.014,6.265,0.343,73.718,0.014,11.031,0.157,80.773,0,28.652,0.671,131.144,0.129,19.854,0.671,110.539,0.129,19.988,0.388,66.39,0.02,33.757,0.388,125.178,0.02,12.701,0,55.166,0,17.599,0.319,89.932,0.014,18.042,0.023,89.129,0.423,22.657,0.023,83.84,0.423
10.335,0.371,30.263,0,14.804,0.243,47.101,0.062,5.691,0.343,79.584,0,6.607,0.343,73.588,0,10.982,0.286,81.017,0,29.347,0.686,131.372,0.129,18.732,0.686,101.13,0.129,22.486,0.51,76.886,0.061,33.72,0.51,125.147,0.061,12.559,0,54.82,0,18.332,0.306,90.599,0.028,19.171,0.023,87.988,0.397,23.117,0.023,83.322,0.397
10.211,0.243,29.887,0,15.068,0.286,47.313,0.031,5.548,0.286,79.939,0.014,6.515,0.286,73.544,0.014,11.639,0.357,80.884,0,30.22,0.514,130.305,0.229,24.414,0.514,124.74,0.229,20.922,0.49,66.601,0.082,34.935,0.49,125.477,0.082,12.641,0,54.263,0,18.746,0.264,90.586,0.014,19.787,0.023,88.199,0.526,23.362,0.023,83.481,0.526
10.509,0.171,29.796,0,15.821,0.257,47.14,0,5.968,0.3,79.63,0.014,6.689,0.3,72.805,0.014,12.425,0.3,80.935,0.014,30.295,0.657,131.073,0.143,21.975,0.657,117.914,0.143,21.294,0.51,70.195,0.082,35.228,0.51,126.616,0.082,12.617,0,53.607,0,19.398,0.292,91.485,0.014,20.376,0.011,88.055,0.295,23.917,0.011,83.686,0.295
10.781,0.386,29.621,0,16.854,0.3,47.127,0.031,5.743,0.1,79.077,0,6.866,0.1,72.318,0,12.637,0.414,80.409,0.014,30.799,0.686,130.518,0.2,25.519,0.686,128.307,0.2,22.141,0.49,72.366,0.082,35.03,0.49,124.762,0.082,12.943,0,55.186,0,19.812,0.347,89.781,0,20.846,0.023,87.584,0.397,24.341,0.023,83.555,0.397
11.34,0.257,29.21,0.014,16.915,0.343,45.288,0,5.77,0.3,79.264,0,6.779,0.3,72.821,0,13.554,0.343,80.34,0.014,31.251,0.471,129.186,0.2,19.221,0.471,97.724,0.2,23.571,0.714,76.309,0.102,34.611,0.714,122.651,0.102,13.211,0,55.182,0,20.611,0.403,90.607,0,20.975,0.045,87.876,0.397,24.546,0.045,83.444,0.397
12.196,0.286,29.412,0,19.118,0.286,47.68,0,6.15,0.357,78.557,0,6.866,0.357,71.909,0,14.569,0.243,80.485,0.014,31.47,0.629,129.754,0.129,24.45,0.629,113.552,0.129,23.057,0.612,73.715,0.082,36.178,0.612,126.461,0.082,13.339,0,55.508,0,21.038,0.278,89.903,0.014,21.247,0.045,86.939,0.462,24.576,0.045,83.48,0.462
13.069,0.329,30.013,0,19.715,0.271,47.305,0,6.041,0.271,78.691,0,6.951,0.271,72.971,0,15.18,0.243,80.755,0.014,31.881,0.543,129.652,0.257,25.373,0.543,122.133,0.257,21.03,0.694,69.33,0.041,35.257,0.694,122.242,0.041,13.398,0,54.865,0,21.952,0.208,90.627,0.014,21.319,0.023,86.824,0.397,24.705,0.023,82.398,0.397
13.82,0.257,29.781,0,20.649,0.343,47.184,0,6.195,0.243,79.132,0.014,7.244,0.243,73.461,0.014,15.878,0.257,80.976,0.014,32.136,0.771,129.555,0.129,27.989,0.771,124.359,0.129,23.357,0.571,74.015,0.061,35.995,0.571,125.76,0.061,13.415,0,54.168,0,22.339,0.292,89.75,0.028,21.658,0.011,86.395,0.359,24.858,0.011,83.658,0.359
14.5,0.386,29.827,0,21.499,0.286,47.61,0,6.184,0.243,77.998,0,7.399,0.243,73.516,0,16.048,0.286,80.183,0,32.154,0.7,127.784,0.171,27.671,0.7,126.177,0.171,21.916,0.776,70.099,0.082,36.508,0.776,126.561,0.082,13.412,0,53.95,0,23.527,0.333,90.27,0.014,21.719,0.034,86.329,0.679,25.029,0.034,83.255,0.679
15.173,0.229,29.738,0,22.478,0.243,47.68,0,6.339,0.3,78.018,0,7.254,0.3,73.161,0,16.288,0.457,80.138,0,32.512,0.671,129.067,0.286,26.331,0.671,118.616,0.286,24.538,0.571,79.306,0,35.008,0.571,121.212,0,13.347,0,53.26,0,24.122,0.236,90.259,0.014,21.834,0.091,85.473,0.462,25.155,0.091,83.173,0.462
15.638,0.3,29.676,0.014,23.064,0.457,47.462,0,6.4,0.3,77.97,0,7.42,0.3,74.707,0,16.828,0.329,80.101,0.014,32.891,0.686,128.982,0.186,29.436,0.686,123.787,0.186,23.61,0.633,76.529,0,34.928,0.633,120.444,0,13.545,0,53.182,0,25.112,0.347,90.245,0,21.486,0.102,85.329,0.603,25.229,0.102,82.938,0.603
16.18,0.186,29.779,0,24.105,0.357,47.135,0,6.714,0.143,78.157,0.014,7.485,0.143,74.373,0.014,17.096,0.2,80.351,0.014,33.216,0.614,128.697,0.157,28.083,0.614,118.967,0.157,21.904,0.612,72.931,0.02,35.523,0.612,122.108,0.02,13.575,0,52.758,0,25.326,0.375,90.592,0,21.689,0.057,85.182,0.513,25.162,0.057,82.241,0.513
16.382,0.257,29.267,0.014,24.344,0.257,47.304,0,6.67,0.229,78.193,0,7.575,0.229,73.997,0,17.57,0.2,80.768,0,33.012,0.6,128.398,0.229,30.74,0.6,125.771,0.229,20.529,0.653,65.288,0.041,34.848,0.653,119.088,0.041,13.721,0,52.725,0,25.876,0.333,89.794,0.069,21.728,0.045,84.308,0.551,24.841,0.045,82.148,0.551
16.438,0.3,29.381,0.014,24.887,0.314,47.721,0,6.83,0.214,77.873,0,7.663,0.214,74.555,0,17.558,0.257,79.741,0,33.395,0.629,127.209,0.086,27.199,0.629,113.334,0.086,24.195,0.49,79.381,0,36.475,0.49,124.21,0,13.692,0,52.246,0,25.75,0.375,89.106,0,21.291,0.045,83.241,0.487,25.432,0.045,83.146,0.487
16.986,0.329,29.49,0,25.269,0.271,47.501,0.031,6.759,0.3,77.73,0,7.606,0.3,73.484,0,17.146,0.257,79.651,0,33.11,0.657,126.887,0.171,26.782,0.657,114.152,0.171,24.658,0.551,81.607,0.02,34.697,0.551,119.576,0.02,13.671,0,52.329,0,26.9,0.194,91.389,0,21.611,0.057,83.943,0.615,24.679,0.057,81.703,0.615
16.796,0.371,29.461,0.029,25.218,0.243,47.283,0,6.705,0.229,77.207,0,7.549,0.229,73.078,0,17.184,0.429,79.253,0.043,32.454,0.657,125.747,0.143,34.707,0.657,135.815,0.143,23.748,0.286,75.616,0.041,36.778,0.286,124.908,0.041,13.71,0,52.189,0,27.18,0.25,91.507,0.014,21.65,0.091,83.275,0.5,24.298,0.091,81.172,0.5
17.351,0.329,29.529,0,25.679,0.2,47.179,0,6.855,0.243,76.289,0,7.37,0.243,73.231,0,17.22,0.343,79.236,0.014,32.679,0.671,125.118,0.086,34.18,0.671,133.276,0.086,24.709,0.735,80.799,0.041,36.988,0.735,125.572,0.041,13.851,0,51.077,0,27.407,0.431,91.271,0,21.012,0.057,83.185,0.705,24.768,0.057,81.929,0.705
17.516,0.229,30.058,0,25.915,0.2,46.91,0.031,6.702,0.2,76.048,0.014,7.365,0.2,73.046,0.014,17.369,0.257,78.776,0,32.978,0.671,125.667,0.143,36.627,0.671,144.296,0.143,22.063,0.551,67.799,0.041,36.326,0.551,123.361,0.041,13.859,0,51.481,0,27.636,0.25,90.025,0,20.888,0.023,82.3,0.577,24.98,0.023,82.29,0.577
17.576,0.257,29.943,0.014,25.851,0.157,46.916,0,6.809,0.171,75.945,0.014,7.697,0.171,73.039,0.014,17.107,0.4,78.508,0.029,32.764,0.786,125.161,0.129,31.461,0.786,122.058,0.129,24.661,0.449,79.874,0.122,36.35,0.449,122.511,0.122,13.839,0,50.965,0,27.383,0.389,88.244,0.014,20.651,0.045,81.777,0.513,24.98,0.045,82.807,0.513
17.737,0.243,30.02,0.014,25.909,0.229,46.737,0.031,6.764,0.229,74.577,0,7.537,0.229,73.381,0,17.054,0.3,78.768,0.014,32.375,0.586,124.034,0.171,34.232,0.586,128.365,0.171,21.613,0.673,70.994,0.061,33.829,0.673,115.296,0.061,14.12,0,51.399,0,27.934,0.333,90.429,0.028,20.857,0.057,81.874,0.513,24.658,0.057,81.799,0.513
17.905,0.2,30.261,0,25.951,0.171,46.668,0,6.716,0.271,74.48,0,7.313,0.271,72.785,0,17.068,0.257,77.23,0,32.599,0.771,124.479,0.157,27.84,0.771,107.116,0.157,22.637,0.612,73.465,0.041,33.803,0.612,115.638,0.041,14.323,0,51.776,0,27.978,0.236,89.737,0.014,20.354,0.057,80.955,0.551,24.743,0.057,81.621,0.551
17.747,0.286,29.706,0.014,26.213,0.343,46.693,0.031,6.602,0.243,73.407,0.014,7.492,0.243,73.59,0.014,16.881,0.157,77.18,0,32.586,0.629,124.057,0.157,36.616,0.629,137.928,0.157,20.97,0.551,65.261,0.041,33.543,0.551,114.623,0.041,14.389,0,51.692,0,28.391,0.264,90.021,0.014,20.522,0.011,80.325,0.513,24.764,0.011,81.761,0.513
18.048,0.286,30.002,0,26.583,0.3,46.456,0,6.793,0.271,73.673,0,7.257,0.271,72.938,0,16.629,0.329,76.533,0,32.162,0.843,123.39,0.157,35.834,0.843,132.066,0.157,22.7,0.551,73.625,0.061,31.846,0.551,109.232,0.061,14.263,0,51.056,0,28.196,0.222,88.812,0,20.219,0.08,79.919,0.654,24.84,0.08,81.446,0.654
17.937,0.257,30.036,0,26.33,0.343,46.748,0,6.648,0.314,73.286,0,7.505,0.314,72.2,0,16.206,0.3,75.53,0.029,32.088,0.729,122.366,0.186,37.202,0.729,140.37,0.186,20.859,0.653,67.096,0.143,34.155,0.653,115.865,0.143,14.164,0,50.622,0,28.27,0.278,88.948,0.014,19.84,0.034,79.211,0.641,24.825,0.034,81.019,0.641
17.627,0.229,29.797,0,26.604,0.271,46.683,0.031,6.545,0.157,73.166,0,7.588,0.157,71.842,0,16.032,0.357,74.445,0.043,32.183,0.857,122.056,0.243,39.025,0.857,141.928,0.243,21.913,0.551,69.73,0.02,35.276,0.551,119.23,0.02,14.315,0,50.978,0,27.822,0.347,87.179,0.014,19.767,0.034,78.428,0.538,24.48,0.034,81.342,0.538
17.649,0.171,29.411,0.014,26.183,0.243,46.341,0.031,6.518,0.157,73.091,0.014,7.406,0.157,72.112,0.014,15.956,0.386,75.24,0,32.091,0.743,121.803,0.114,39.594,0.743,145.003,0.114,21.018,0.551,67.387,0.041,34.796,0.551,118.241,0.041,14.118,0,50.149,0,28.196,0.278,87.616,0,19.64,0.023,78.003,0.603,24.554,0.023,79.696,0.603
17.77,0.371,29.653,0.014,26.247,0.429,46.229,0.031,6.623,0.286,72.336,0,7.409,0.286,72.425,0,16.047,0.314,74.616,0.014,31.201,0.643,118.71,0.071,34.199,0.643,123.185,0.071,23.42,0.571,78.387,0.02,34.914,0.571,118.103,0.02,14.022,0,49.527,0,27.463,0.264,86.664,0.028,18.909,0.034,77.317,0.487,24.557,0.034,81.566,0.487
