Pgd_1-488,Pgd_1-BG,Pgd_1-568,Pgd_1-BG,Pgd_2-488,Pgd_2-BG,Pgd_2-568,Pgd_2-BG,Pgd_3-488,Pgd_3-BG,Pgd_3-568,Pgd_3-BG,Pgd_4-488,Pgd_4-BG,Pgd_4-568,Pgd_4-BG,Pgd_5-488,Pgd_5-BG,Pgd_5-568,Pgd_5-BG,Pgd_6-488,Pgd_6-BG,Pgd_6-568,Pgd_6-BG,Pgd_7-488,Pgd_7-BG,Pgd_7-568,Pgd_7-BG,Pgd_8-488,Pgd_8-BG,Pgd_8-568,Pgd_8-BG,Pgd_9-488,Pgd_9-BG,Pgd_9-568,Pgd_9-BG,Pgd_10-488,Pgd_10-BG,Pgd_10-568,Pgd_10-BG,Pgd_11-488,Pgd_11-BG,Pgd_11-568,Pgd_11-BG,Pgd_12-488,Pgd_12-BG,Pgd_12-568,Pgd_12-BG,Pgd_13-488,Pgd_13-BG,Pgd_13-568,Pgd_13-BG,Pgd_14-488,Pgd_14-BG,Pgd_14-568,Pgd_14-BG
5.079,0.7,27.408,0,7.836,0.7,29.805,0,17.498,0.167,85.789,0.033,16.642,0.167,77.467,0.033,44.863,0.033,180.01,0,44.479,0.033,163.042,0,18.286,0,84.479,0,18.616,0,89.889,0,13.182,1.067,43.753,0.1,34.027,0.133,106.425,0.033,30.461,0.133,91.669,0.033,11.183,0.1,41.826,0,17.99,0.1,68.087,0,18.194,0.018,97.489,0
5.058,0.4,27.003,0,7.819,0.4,29.806,0,17.178,0.367,84.372,0,16.679,0.367,77.207,0,44.764,0.1,179.677,0,43.945,0.1,163.126,0,17.843,0.033,82.654,0,18.616,0.033,89.186,0,13.352,0.867,43.717,0.033,34.546,0,106.911,0,30.546,0,92.134,0,10.887,0.133,41.392,0.033,18.055,0.133,69.385,0.033,18.146,0.036,97.469,0
5.14,0.7,27.066,0.033,7.828,0.7,29.792,0.033,16.659,0.1,83.448,0.033,16.56,0.1,76.412,0.033,44.683,0.033,179.903,0,44.039,0.033,163.025,0,17.9,0.1,83.14,0.033,18.522,0.1,89.214,0.033,13.196,1.167,43.608,0.033,34.824,0.1,108.648,0,30.956,0.1,93.07,0,10.661,0.1,41.759,0.033,17.418,0.1,67.626,0.033,18.172,0.107,97.681,0.018
5.084,0.6,27.23,0,7.906,0.6,29.942,0,17.152,0.267,86.485,0,16.542,0.267,76.603,0,44.326,0.1,179.608,0,43.812,0.1,162.626,0,17.787,0.033,83.374,0.033,18.603,0.033,88.966,0.033,13.452,0.867,43.748,0,34.39,0.1,107.712,0.033,30.902,0.1,93.055,0.033,7.944,0.033,42.055,0,13.528,0.033,68.904,0,18.078,0.107,97.993,0
5.211,0.233,27.117,0,7.786,0.233,29.987,0,17.414,0.167,88.191,0,16.785,0.167,76.288,0,33.949,0.067,180.055,0.033,35.913,0.067,161.852,0.033,15.34,0.1,84.201,0.033,16.276,0.1,88.728,0.033,13.289,1.167,44.037,0,29.578,0.067,106.868,0,26.94,0.067,91.487,0,6.967,0.167,41.585,0,12.78,0.167,67.39,0,17.639,0.143,97.909,0
4.888,0.467,27.179,0.067,7.864,0.467,30.093,0.067,17.499,0.233,88.107,0,16.582,0.233,77.102,0,32.682,0,179.302,0.033,34.824,0,161.585,0.033,12.523,0,83.899,0,13.78,0,88.73,0,10.711,1.2,43.326,0.033,22.614,0.067,108.578,0,22.474,0.067,92.274,0,6.805,0.067,42.252,0,12.576,0.067,67.989,0,15.664,0.071,98.05,0
4.289,0.267,26.906,0.067,7.391,0.267,30.056,0.067,17.292,0.267,87.999,0,15.953,0.267,76.649,0,32.627,0.1,179.146,0.033,35.008,0.1,161.429,0.033,11.771,0.033,83.039,0,13.429,0.033,88.934,0,8.27,0.7,43.36,0.033,21.852,0.033,109.377,0.033,20.308,0.033,92.168,0.033,6.787,0.067,41.836,0,12.484,0.067,67.837,0,15.374,0.054,98.031,0.018
4.25,0.267,27.375,0,7.013,0.267,30.439,0,16.997,0.233,87.7,0,15.351,0.233,76.899,0,31.73,0.1,179.653,0,34.453,0.1,161.301,0,11.485,0.133,83.132,0.033,13.478,0.133,90.262,0.033,7.932,0.633,43.635,0,22.176,0.033,109.374,0,19.519,0.033,92.97,0,6.758,0.033,42.253,0,12.622,0.033,68.573,0,15.113,0.143,97.651,0
4.037,0.433,27.014,0,6.48,0.433,29.734,0,16.626,0.267,85.701,0,14.856,0.267,75.609,0,31.564,0.033,179.532,0.033,34.11,0.033,160.383,0.033,11.382,0.033,84.288,0.033,13.44,0.033,90.231,0.033,7.752,1.467,44.3,0.033,22.023,0.1,109.363,0,19.097,0.1,91.846,0,6.835,0.2,42.885,0,13.018,0.2,71.067,0,15.081,0.071,96.873,0.018
3.941,0.433,27.158,0,6.19,0.433,29.873,0,16.649,0.133,86.742,0.033,14.821,0.133,76.036,0.033,30.846,0.1,178.598,0,33.902,0.1,160.642,0,11.516,0.033,85.08,0,13.588,0.033,91.44,0,7.655,1.167,44.003,0.033,22.285,0.033,110.041,0,19.291,0.033,92.694,0,7.04,0.1,43.156,0,12.081,0.1,66.123,0,15.067,0.179,97.045,0.018
3.947,0.667,26.852,0,6.155,0.667,30.007,0,16.495,0.067,86.682,0,14.802,0.067,75.888,0,30.742,0.033,180.087,0,33.575,0.033,159.395,0,11.245,0.133,83.73,0,13.604,0.133,91.252,0,7.515,1.267,43.851,0,22.37,0.033,110.509,0.033,18.934,0.033,93.067,0.033,6.638,0.133,42.587,0.033,12.065,0.133,67.188,0.033,14.967,0.071,97.328,0
4.122,0.633,26.889,0,6.27,0.633,30.234,0,16.654,0.167,87.803,0,15.066,0.167,76.445,0,30.565,0.033,180.243,0,33.833,0.033,160.988,0,11.087,0.133,83.253,0,13.53,0.133,90.95,0,7.448,1.1,44.247,0,22.459,0.067,111.194,0,19.336,0.067,93.703,0,6.666,0.067,43.138,0.033,12.31,0.067,69.149,0.033,14.722,0.125,97.07,0
4.076,0.367,27.536,0,6.333,0.367,30.288,0,16.619,0.133,88.151,0,15.032,0.133,76.917,0,30.4,0.033,180.13,0,33.205,0.033,160.34,0,11.111,0.2,83.642,0,13.392,0.2,93.872,0,7.521,1.3,44.146,0.067,22.525,0.133,111.242,0,19.595,0.133,93.863,0,6.82,0.1,43.468,0,11.935,0.1,66.893,0,14.717,0.107,96.861,0.036
4.167,0.333,27.58,0,6.508,0.333,30.378,0,16.897,0.1,89.14,0,15.418,0.1,77.883,0,30.183,0.1,179.768,0,33.152,0.1,160.801,0,10.886,0.033,84.071,0.067,13.419,0.033,93.807,0.067,7.492,0.9,43.925,0.067,22.313,0.067,110.991,0,19.32,0.067,92.853,0,6.503,0.1,43.003,0,12.002,0.1,67.326,0,14.519,0.286,97.078,0
3.591,0.333,27.503,0.033,5.501,0.333,31.06,0.033,16.521,0.233,90.919,0,14.791,0.233,78.921,0,30.001,0,180.566,0,33.062,0,160.169,0,10.959,0.167,83.756,0,13.538,0.167,92.985,0,7.405,1,43.681,0,22.731,0.067,111.989,0,19.67,0.067,94.329,0,6.554,0.067,42.844,0,12.277,0.067,68.031,0,14.696,0.107,96.88,0
3.272,0.333,27.542,0,5.381,0.333,31.351,0,15.356,0.167,90.706,0,12.952,0.167,79.486,0,29.673,0.167,180.669,0.033,32.482,0.167,160.131,0.033,10.942,0.033,83.484,0.033,13.64,0.033,92.137,0.033,7.485,0.833,44.136,0.033,22.916,0.1,113.196,0,20.012,0.1,95.297,0,6.411,0.1,41.269,0,11.979,0.1,67.593,0,14.581,0.107,96.392,0.018
3.139,0.467,27.524,0,5.325,0.467,31.215,0,11.917,0.233,91.428,0,12.026,0.233,79.806,0,29.398,0,180.781,0.033,32.843,0,160.224,0.033,10.922,0.1,82.336,0,13.426,0.1,91.343,0,7.524,0.767,43.995,0,22.854,0.067,112.434,0,20.399,0.067,95.294,0,6.611,0.167,42.276,0,11.797,0.167,65.867,0,14.568,0.107,97.101,0
3.217,0.433,27.5,0,5.412,0.433,31.611,0,10.476,0.133,91.584,0.033,11.809,0.133,79.634,0.033,29.255,0.067,181,0,32.692,0.067,159.738,0,11.001,0.267,83.851,0,13.562,0.267,91.924,0,7.392,1.433,43.921,0,22.562,0.1,112.941,0,20.58,0.1,95.091,0,6.545,0.1,42.286,0,11.936,0.1,66.348,0,14.65,0.196,97.042,0
3.161,0.267,27.409,0.033,5.304,0.267,31.834,0.033,10.482,0.233,92.461,0,11.681,0.233,80.515,0,29.32,0.067,181.224,0,32.419,0.067,160.327,0,10.966,0.3,83.891,0,13.761,0.3,91.252,0,7.562,1.167,43.545,0.067,22.541,0.167,111.699,0,20.542,0.167,93.348,0,6.796,0.2,42.299,0.033,11.667,0.2,64.241,0.033,14.685,0.161,96.374,0
3.17,0.433,27.519,0,5.451,0.433,31.985,0,10.33,0.233,92.264,0,11.531,0.233,80.366,0,29.197,0.167,181.19,0,32.584,0.167,160.677,0,11.089,0.133,83.629,0.033,13.578,0.133,91.605,0.033,7.338,1.367,43.691,0,22.669,0.233,111.76,0.033,20.802,0.233,93.846,0.033,6.759,0.2,42.119,0.033,11.962,0.2,66.21,0.033,14.612,0.339,96.942,0
3.192,0.267,27.66,0.033,5.41,0.267,31.631,0.033,10.214,0.133,92.383,0,11.572,0.133,80.268,0,29.329,0.167,180.957,0,32.164,0.167,159.908,0,10.864,0.067,83.168,0,13.609,0.067,91.507,0,7.531,1.367,43.424,0.033,22.34,0.2,111.699,0,20.198,0.2,91.474,0,6.88,0.167,42.211,0,12.108,0.167,66.53,0,14.63,0.446,96.428,0
3.2,0.467,27.324,0,5.649,0.467,31.76,0,10.231,0.4,92.113,0.033,11.691,0.4,80.26,0.033,28.847,0.233,181.382,0,31.688,0.233,160.66,0,11.058,0.2,83.176,0.033,13.723,0.2,92.429,0.033,7.558,0.867,43.668,0.033,22.596,0.233,112.183,0.033,21.231,0.233,93.736,0.033,7.083,0.267,41.866,0.033,12.143,0.267,65.266,0.033,14.518,0.268,94.739,0.018
3.262,0.367,27.587,0.033,5.692,0.367,31.457,0.033,10.174,0.367,93.499,0,11.743,0.367,80.637,0,28.938,0.133,181.192,0,31.849,0.133,158.757,0,11.014,0.1,82.763,0,13.637,0.1,92.248,0,7.505,0.7,43.866,0.067,22.523,0.133,112.402,0.067,21.767,0.133,92.959,0.067,7.115,0.267,41.559,0.033,12.042,0.267,63.072,0.033,14.305,0.357,93.36,0
3.137,0.267,27.459,0.033,5.866,0.267,31.69,0.033,10.284,0.2,92.762,0,11.829,0.2,80.04,0,28.667,0.1,179.396,0,31.693,0.1,159.346,0,11.03,0.067,82.898,0,13.434,0.067,92.092,0,7.516,0.933,43.983,0,22.47,0.2,112.34,0,23.147,0.2,93.042,0,7.251,0.033,41.159,0,12.217,0.033,64.704,0,14.191,0.196,92.667,0
3.139,0.2,27.572,0,5.907,0.2,31.59,0,10.37,0.333,92.698,0,11.826,0.333,80.426,0,24.483,0.133,167.159,0,31.773,0.133,159.622,0,10.918,0.133,81.923,0,13.558,0.133,91.54,0,7.489,1.133,44.332,0,22.521,0.333,112.952,0,24.246,0.333,94.675,0,7.439,0.167,40.702,0,12.225,0.167,64.258,0,14.02,0.196,91.674,0
3.203,0.633,27.709,0,6.033,0.633,31.613,0,10.456,0.333,93.363,0.033,12.103,0.333,80.299,0.033,28.629,0.3,181.302,0,31.425,0.3,159.291,0,10.893,0.133,82.54,0,13.734,0.133,91.55,0,7.77,1.267,44.514,0.067,22.747,0.233,113.265,0.067,25.034,0.233,94.054,0.067,7.25,0.167,40.264,0.033,12.322,0.167,64.296,0.033,13.952,0.196,90.524,0
3.194,0.567,27.26,0,6.21,0.567,31.478,0,10.533,0.4,92.329,0,12.09,0.4,80.048,0,28.731,0.167,181.28,0,31.654,0.167,158.487,0,11.002,0.1,82.911,0.067,13.889,0.1,92.676,0.067,7.72,1.2,44.4,0.033,23.016,0.233,113.24,0.033,25.95,0.233,94.918,0.033,7.395,0.267,40.104,0,12.029,0.267,63.054,0,13.889,0.357,90.07,0.018
3.245,0.4,27.297,0,6.287,0.4,31.121,0,10.604,0.5,91.978,0.033,12.17,0.5,80.403,0.033,28.263,0.2,179.958,0,31.087,0.2,158.459,0,10.815,0.2,82.438,0,13.803,0.2,91.605,0,7.778,0.867,44.579,0.033,22.742,0.233,113.244,0,26.046,0.233,93.79,0,7.59,0.033,39.773,0.067,12.165,0.033,62.682,0.067,13.957,0.25,89.486,0
3.443,0.267,27.212,0.033,6.446,0.267,31.134,0.033,10.573,0.3,92,0,12.262,0.3,79.901,0,28.423,0.1,181.098,0,31.365,0.1,158.081,0,11.034,0.1,82.637,0,13.954,0.1,91.454,0,7.909,0.9,44.445,0,23.094,0.233,112.201,0,27.433,0.233,94.776,0,7.522,0.267,38.856,0.033,12.217,0.267,61.937,0.033,13.567,0.268,88.404,0.018
3.348,0.433,27.15,0,6.906,0.433,30.791,0,10.957,0.367,92.055,0,12.405,0.367,80.013,0,28.119,0.233,180.467,0.033,30.732,0.233,156.21,0.033,10.957,0.133,82.29,0,13.831,0.133,91.33,0,7.912,1,44.419,0,24.596,0.2,113.24,0,28.349,0.2,95.139,0,7.41,0.167,38.136,0,12.477,0.167,62.508,0,13.427,0.214,87.808,0.018
3.438,0.367,27.276,0,7.059,0.367,30.631,0,11.849,0.4,91.68,0,12.815,0.4,79.799,0,28.289,0.033,180.503,0,30.024,0.033,155.495,0,11.057,0.233,80.719,0,13.902,0.233,91.068,0,8.156,0.767,44.409,0,25.555,0.233,112.811,0,29.252,0.233,96.254,0,7.553,0.133,38.135,0.033,12.61,0.133,62.978,0.033,13.316,0.321,87.098,0
3.438,0.533,26.883,0,7.528,0.533,30.899,0,12.954,0.267,91.558,0,13.169,0.267,79.994,0,28.071,0.233,179.79,0,29.74,0.233,153.974,0,10.853,0.133,80.166,0,13.787,0.133,90.527,0,8.269,0.367,44.022,0.033,25.913,0.367,111.484,0,29.504,0.367,96.02,0,7.619,0.133,37.835,0,12.505,0.133,62.05,0,13.033,0.268,86.308,0
3.567,0.4,27.084,0,7.617,0.4,30.374,0,13.914,0.5,91.18,0,13.418,0.5,79.21,0,27.455,0.133,178.374,0,28.618,0.133,151.791,0,10.817,0.1,80.348,0,13.807,0.1,90.256,0,8.407,0.7,44.054,0,27.176,0.1,112.817,0,30.062,0.1,96.833,0,7.24,0.333,36.721,0.033,12.246,0.333,60.069,0.033,12.958,0.357,85.498,0
3.581,0.267,26.622,0,7.797,0.267,29.751,0,14.966,0.3,90.841,0,13.875,0.3,79.397,0,27.137,0.133,177.022,0,28.189,0.133,151.201,0,10.672,0.167,79.534,0,13.657,0.167,89.173,0,8.435,0.7,43.764,0.033,27.379,0.267,112.568,0,30.256,0.267,96.536,0,7.461,0.1,36.679,0.033,12.623,0.1,61.167,0.033,12.673,0.232,84.465,0
3.566,0.4,26.883,0,7.95,0.4,29.75,0,15.89,0.633,90.05,0,14.104,0.633,79.32,0,27.152,0.1,176.544,0.033,28.333,0.1,151.797,0.033,10.712,0.067,79.525,0,13.752,0.067,90.399,0,8.567,0.667,44.126,0,28.176,0.2,111.628,0,30.66,0.2,96.496,0,7.521,0.167,36.498,0,12.393,0.167,60.022,0,12.449,0.214,83.7,0
3.636,0.5,27.006,0,8.002,0.5,29.978,0,16.808,0.3,89.788,0,14.251,0.3,78.849,0,26.521,0.067,175.511,0,27.766,0.067,151.564,0,10.663,0.167,79.776,0,13.707,0.167,90.199,0,8.924,0.733,43.621,0.033,28.82,0.333,111.454,0,30.841,0.333,97.654,0,7.546,0.133,35.95,0.067,11.951,0.133,57.964,0.067,12.063,0.179,82.717,0
3.651,0.533,26.648,0,8.156,0.533,29.598,0,17.395,0.4,89.979,0,14.403,0.4,78.978,0,25.825,0.2,173.794,0,27.109,0.2,149.967,0,10.57,0.2,79.353,0,13.637,0.2,89.303,0,8.873,0.767,43.796,0.067,29.169,0.133,110.384,0.033,30.28,0.133,96.533,0.033,7.306,0.2,35.299,0,12.307,0.2,59.701,0,12.141,0.268,82.197,0
3.691,0.233,26.597,0,8.26,0.233,29.19,0,17.996,0.267,89.761,0.033,14.767,0.267,79.115,0.033,25.201,0.2,172.224,0,26.387,0.2,148.621,0,10.523,0.2,78.969,0,13.841,0.2,88.464,0,8.96,0.667,43.684,0.033,28.858,0.1,108.799,0,29.981,0.1,93.819,0,7.288,0.133,35.029,0,12.534,0.133,60.482,0,11.786,0.232,81.088,0.018
3.676,0.333,26.684,0.033,8.337,0.333,29.307,0.033,18.422,0.267,89.426,0,14.734,0.267,78.816,0,24.346,0.2,170.061,0,26.302,0.2,147.465,0,10.529,0.033,79,0,13.676,0.033,88.393,0,9.206,0.667,43.44,0.033,29.342,0.233,110.372,0.033,31.28,0.233,96.868,0.033,7.299,0.2,35.175,0,12.571,0.2,59.002,0,11.536,0.304,80.292,0
3.809,0.467,26.217,0.033,8.173,0.467,28.984,0.033,18.439,0.567,87.992,0,14.748,0.567,78.315,0,23.887,0.167,168.555,0,26.165,0.167,146.747,0,10.672,0.167,79.084,0.033,13.799,0.167,89.236,0.033,9.379,0.8,43.811,0,29.708,0.033,106.228,0,30.559,0.033,94.646,0,7.235,0.333,34.558,0,12.5,0.333,57.629,0,11.262,0.375,79.159,0
3.811,0.7,26.502,0,8.198,0.7,29.163,0,19.276,0.333,89.864,0.033,14.944,0.333,78.322,0.033,23.194,0.233,166.376,0,25.621,0.233,146.47,0,10.415,0.133,78.36,0,13.751,0.133,88.511,0,9.506,0.5,43.533,0,29.877,0.1,106.587,0,30.996,0.1,94.506,0,7.205,0.133,33.948,0,12.292,0.133,57.298,0,11.053,0.5,77.538,0
3.855,0.367,26.384,0,8.142,0.367,28.99,0,19.254,0.333,88.686,0,15.15,0.333,78.741,0,22.61,0.067,164.498,0,24.849,0.067,144.564,0,10.508,0.267,78.307,0.067,13.753,0.267,86.821,0.067,9.67,0.467,43.414,0.033,30.153,0.3,108.08,0,30.981,0.3,95.072,0,7.188,0.133,33.572,0,12.994,0.133,59.18,0,10.829,0.232,76.731,0.018
3.88,0.3,26.078,0.033,8.275,0.3,28.662,0.033,19.395,0.533,88.286,0,15.247,0.533,78.107,0,21.985,0.133,162.98,0,24.028,0.133,143.175,0,10.492,0.1,77.435,0,13.553,0.1,86.801,0,9.799,0.767,42.807,0.033,30.537,0.133,107.801,0.033,30.633,0.133,95.423,0.033,7.021,0.333,33.195,0.067,12.363,0.333,56.408,0.067,10.712,0.304,76.512,0.036
3.944,0.333,26.295,0.033,8.175,0.333,28.226,0.033,19.406,0.133,87.741,0,15.297,0.133,78.107,0,21.48,0.3,160.816,0.033,23.692,0.3,141.379,0.033,10.237,0.2,77.33,0,13.49,0.2,87.484,0,9.921,0.533,43.076,0,30.388,0.067,107.032,0,30.478,0.067,95.289,0,7.045,0.2,33.087,0,12.615,0.2,56.857,0,10.603,0.5,76.069,0
3.882,0.333,25.943,0.033,8.076,0.333,28.309,0.033,19.392,0.433,87.488,0,15.353,0.433,77.533,0,20.864,0.267,158.901,0,23.192,0.267,139.957,0,10.29,0.2,77.966,0,13.799,0.2,86.299,0,10.032,0.933,43.154,0,31.306,0.2,105.852,0,30.305,0.2,93.964,0,6.882,0.067,32.333,0.033,12.356,0.067,56.244,0.033,10.426,0.286,75.87,0.054
3.822,0.367,26.14,0.033,8.014,0.367,28.101,0.033,19.645,0.233,87.232,0,15.483,0.233,77.509,0,20.368,0.133,156.243,0,22.554,0.133,138.69,0,10.249,0.2,76.793,0,13.513,0.2,85.389,0,10.176,0.633,43.003,0,31.025,0.2,106.119,0,30.251,0.2,94.923,0,6.911,0.233,31.964,0,12.595,0.233,56.64,0,10.225,0.268,75.102,0
3.985,0.3,26.058,0.033,8.064,0.3,28.074,0.033,19.208,0.4,85.684,0,15.483,0.4,77.385,0,20.067,0.2,155.743,0,22.396,0.2,137.535,0,10.313,0.267,77.265,0,13.551,0.267,84.938,0,10.161,0.6,43.063,0,30.765,0.333,104.553,0,30.488,0.333,94.756,0,6.918,0.133,31.975,0,12.532,0.133,55.515,0,10.127,0.268,74.179,0
4.04,0.2,26.034,0,8.034,0.2,27.799,0,17.803,0.467,77.21,0,15.268,0.467,77.244,0,19.187,0.2,153.305,0.033,21.73,0.2,136.495,0.033,10.05,0.2,76.472,0,13.565,0.2,84.668,0,10.331,0.4,42.871,0,31.016,0.267,105.374,0,30.238,0.267,94.125,0,6.835,0.233,31.352,0,12.611,0.233,55.889,0,9.973,0.357,73.806,0.018
3.899,0.267,25.928,0.033,7.977,0.267,27.777,0.033,19.931,0.633,86.736,0,15.405,0.633,77.432,0,18.838,0.133,152.311,0,21.364,0.133,135.151,0,10.201,0.2,76.843,0.067,13.45,0.2,84.738,0.067,10.493,0.6,43.251,0,30.386,0.133,104.671,0,29.963,0.133,93.359,0,6.778,0.1,31.544,0,12.766,0.1,56.258,0,9.836,0.214,73.382,0
3.955,0.467,26.05,0,8.089,0.467,27.705,0,19.833,0.367,86.34,0.033,15.353,0.367,76.807,0.033,18.527,0.233,149.563,0,20.853,0.233,133.408,0,10.054,0.167,75.997,0,13.365,0.167,83.811,0,10.509,0.8,43.134,0.067,30.247,0.2,103.505,0,29.807,0.2,92.211,0,6.716,0.167,31.185,0,12.257,0.167,54.758,0,9.782,0.179,72.6,0
4.024,0.2,26.014,0,7.972,0.2,27.625,0,19.828,0.333,86.587,0,15.514,0.333,77.301,0,18.411,0.2,147.632,0.033,20.388,0.2,132.526,0.033,10.06,0.1,76.09,0,13.522,0.1,83.1,0,10.628,0.7,42.386,0,30.263,0.233,103.087,0,29.65,0.233,92.043,0,6.799,0.233,30.923,0,12.918,0.233,56.417,0,9.695,0.304,71.946,0.018
3.975,0.433,25.798,0,7.91,0.433,27.39,0,19.925,0.467,86.35,0,15.484,0.467,76.845,0,17.598,0.267,146.536,0,19.97,0.267,131.559,0,9.953,0.1,75.956,0,13.48,0.1,82.886,0,10.587,0.567,42.406,0.033,30.244,0.2,102.311,0,29.679,0.2,91.209,0,6.547,0.067,30.312,0,12.165,0.067,54.809,0,9.422,0.321,71.639,0
4.031,0.633,25.912,0,7.95,0.633,27.123,0,20.038,0.267,86.312,0,15.404,0.267,77.083,0,17.408,0.3,145.335,0,19.724,0.3,130.722,0,9.926,0.133,75.455,0,13.318,0.133,83.026,0,10.67,0.533,42.185,0,30.064,0.133,100.272,0,29.01,0.133,90.05,0,6.694,0.267,31.008,0,12.435,0.267,54.652,0,9.421,0.268,70.977,0.036
4.003,0.367,25.5,0,7.848,0.367,26.904,0,19.832,0.4,86.119,0,15.463,0.4,76.323,0,17.193,0.3,143.291,0,19.403,0.3,128.987,0,9.795,0.233,74.83,0,13.62,0.233,81.552,0,10.822,0.633,42.124,0,29.651,0.167,100.836,0,29.285,0.167,90.7,0,6.772,0.133,30.845,0,12.66,0.133,55.131,0,9.216,0.268,70.016,0
3.912,0.333,25.494,0,7.814,0.333,26.772,0,20.022,0.433,86.035,0.033,15.275,0.433,76.328,0.033,17.025,0.333,142.599,0.033,19.001,0.333,128.375,0.033,9.802,0.133,75.027,0,13.621,0.133,82.027,0,10.985,0.333,42.203,0,29.372,0.367,100.354,0,28.839,0.367,90.251,0,6.455,0.133,30.093,0,12.645,0.133,54.484,0,9.172,0.286,69.502,0
4.109,0.267,25.107,0,7.773,0.267,26.625,0,19.751,0.367,85.132,0,15.227,0.367,75.839,0,16.978,0.133,140.844,0.033,18.938,0.133,127.385,0.033,9.552,0.133,74.804,0,13.43,0.133,81.923,0,10.853,0.633,42.24,0.033,29.733,0.2,100.546,0,28.578,0.2,89.763,0,6.59,0.233,30.146,0.033,12.254,0.233,53.49,0.033,8.995,0.304,68.69,0
3.912,0.267,25.435,0.033,7.617,0.267,26.293,0.033,19.903,0.3,85.011,0,15.209,0.3,76.017,0,16.528,0.3,140.022,0.067,18.656,0.3,126.386,0.067,9.603,0.2,74.643,0,13.307,0.2,82.112,0,11.081,0.733,42.219,0.033,29.311,0.233,99.927,0,28.781,0.233,90.086,0,6.582,0.167,29.966,0,12.147,0.167,53.397,0,8.908,0.268,67.98,0
3.987,0.133,25.029,0.033,7.623,0.133,26.239,0.033,19.831,0.233,84.973,0,15.197,0.233,75.646,0,16.372,0.033,137.883,0,18.255,0.033,124.993,0,9.581,0.2,74.966,0.033,13.312,0.2,81.896,0.033,10.978,0.5,41.631,0.033,28.785,0.267,98.788,0,28.54,0.267,89.092,0,6.38,0.1,29.55,0,11.849,0.1,52.142,0,8.786,0.268,67.813,0
3.909,0.267,25.257,0,7.743,0.267,26.296,0,19.67,0.533,84.52,0,15.156,0.533,75.369,0,15.893,0.3,137.004,0,17.65,0.3,124.806,0,9.478,0.167,74.044,0,13.453,0.167,81.182,0,10.913,0.367,41.506,0.033,28.929,0.3,98.683,0,28.534,0.3,89.166,0,6.341,0.133,29.334,0,12.19,0.133,52.622,0,8.772,0.286,67.458,0
3.987,0.533,25.265,0,7.689,0.533,26.299,0,19.597,0.433,84.535,0,15.213,0.433,74.863,0,15.721,0.067,135.214,0,17.756,0.067,124.159,0,9.454,0.1,73.634,0,13.204,0.1,81.539,0,10.827,0.567,41.3,0,28.509,0.267,97.977,0,28.176,0.267,87.931,0,6.487,0.1,29.464,0,12.052,0.1,53.084,0,8.58,0.321,66.522,0.018
3.955,0.4,25.125,0,7.323,0.4,26.349,0,19.809,0.267,84.493,0,15.036,0.267,74.479,0,15.52,0.267,134.875,0,17.554,0.267,123.152,0,9.436,0.2,73.557,0,13.404,0.2,80.788,0,10.911,0.333,41.151,0,27.886,0.267,95.377,0,27.259,0.267,85.085,0,6.379,0.133,29.527,0.033,11.714,0.133,51.545,0.033,8.499,0.232,66.507,0
3.921,0.433,25.094,0.033,7.513,0.433,26.08,0.033,19.747,0.3,84.711,0,14.77,0.3,73.947,0,15.477,0.233,133.84,0,17.371,0.233,122.539,0,9.318,0.2,73.235,0,13.14,0.2,80.332,0,11.11,0.567,41.479,0,27.635,0.3,95.372,0.033,27.106,0.3,84.335,0.033,6.24,0.2,29.588,0,12.23,0.2,52.403,0,8.52,0.339,65.843,0
3.894,0.267,25.042,0,7.388,0.267,25.781,0,19.746,0.467,83.962,0,14.314,0.467,72.152,0,15.014,0.233,130.543,0,15.657,0.233,109.898,0,9.313,0.033,74.012,0,13.344,0.033,80.582,0,10.976,0.433,40.924,0,27.322,0.333,93.751,0,26.669,0.333,82.764,0,6.366,0.2,28.737,0,11.988,0.2,51.26,0,8.372,0.357,65.408,0
3.938,0.3,24.893,0,7.546,0.3,25.574,0,19.771,0.533,84.27,0,14.145,0.533,70.468,0,14.882,0.2,131.202,0.033,17.045,0.2,122.504,0.033,9.304,0.167,73.965,0,13.312,0.167,80.666,0,11.163,0.833,41.145,0,27.363,0.267,92.975,0,26.629,0.267,83.632,0,6.227,0.2,28.807,0,12.215,0.2,52.201,0,8.355,0.357,64.971,0.018
3.863,0.4,24.871,0.033,7.243,0.4,25.184,0.033,19.625,0.567,83.462,0,14.134,0.567,70.371,0,14.984,0.267,130.907,0,16.676,0.267,121.03,0,9.247,0.1,73.413,0.067,13.13,0.1,79.662,0.067,10.919,0.633,41.209,0,27.032,0.233,93.009,0.033,26.637,0.233,83.746,0.033,6.372,0.3,28.287,0.033,12.188,0.3,51.543,0.033,8.288,0.375,64.373,0
3.948,0.367,24.454,0.033,7.095,0.367,25.349,0.033,19.435,0.633,83.991,0,14.046,0.633,70.284,0,14.669,0.233,130.116,0,16.647,0.233,120.15,0,9.304,0.1,73.614,0,13.183,0.1,79.438,0,11.097,0.233,40.766,0,26.564,0.367,92.874,0,26.725,0.367,83.406,0,6.197,0.1,28.519,0,11.983,0.1,50.995,0,8.248,0.304,63.139,0
