kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-488,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-488,kl-3_13-BG,kl-3_13-568,kl-3_13-BG,kl-3_14-488,kl-3_14-BG,kl-3_14-568,kl-3_14-BG,kl-3_15-488,kl-3_15-BG,kl-3_15-568,kl-3_15-BG,kl-3_16-488,kl-3_16-BG,kl-3_16-568,kl-3_16-BG,kl-3_17-488,kl-3_17-BG,kl-3_17-568,kl-3_17-BG
44.92,0.472,29.411,0.084,38.79,0.061,38.213,0.017,26.838,0.482,20.891,0.032,48.866,0.059,24.242,0.01,68.005,0.059,34.143,0.01,22.743,0.125,64.164,0.014,7.094,0.125,42.855,0.014,18.47,0.216,28.08,0.082,23.897,0.216,34.076,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.369,0.55,29.464,0.095,42.796,0.07,38.475,0.013,26.999,0.558,20.867,0.044,49.479,0.072,24.21,0.011,68.358,0.072,34.159,0.011,22.381,0.12,61.876,0.034,8.157,0.12,48.156,0.034,18.524,0.337,28.018,0.077,24.277,0.337,33.443,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.163,0.484,29.273,0.072,47.524,0.072,38.52,0.025,26.922,0.516,20.479,0.036,49.034,0.072,23.731,0.006,67.575,0.072,33.833,0.006,22.51,0.135,60.369,0.024,9.387,0.135,53.296,0.024,18.298,0.212,26.758,0.091,24.409,0.212,33.049,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.883,0.59,29.5,0.076,52.39,0.061,38.391,0.019,29.144,0.467,20.627,0.042,49.539,0.07,23.86,0.01,67.608,0.07,33.639,0.01,25.038,0.154,60.504,0.038,8.524,0.154,49.699,0.038,18.786,0.255,26.407,0.082,25.12,0.255,32.37,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.397,0.596,29.422,0.059,56.922,0.069,38.445,0.019,32.022,0.448,20.294,0.025,50.311,0.082,23.797,0.011,68.956,0.082,33.58,0.011,28.915,0.135,61.013,0.01,10.226,0.135,53.705,0.01,19.433,0.264,26.397,0.053,26.113,0.264,32.641,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.687,0.486,29.182,0.09,61.148,0.053,38.425,0.023,35.266,0.491,20.334,0.053,54.653,0.061,23.459,0.008,74.644,0.061,33.49,0.008,32.883,0.062,60.767,0.014,9.721,0.062,51.901,0.014,20.691,0.24,27.286,0.082,27.54,0.24,33.382,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.704,0.522,28.996,0.101,64.283,0.067,37.749,0.032,38.503,0.47,20.326,0.046,59.297,0.055,23.434,0.004,80.401,0.055,33.553,0.004,36.887,0.115,60.941,0.019,9.646,0.115,49.701,0.019,21.887,0.269,27.162,0.115,28.93,0.269,33.391,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.432,0.575,28.894,0.099,68.039,0.074,38.036,0.01,40.88,0.558,20.112,0.044,63.877,0.061,23.259,0.01,87.49,0.061,33.077,0.01,41.435,0.173,61.76,0.048,10.872,0.173,51.013,0.048,22.712,0.317,26.783,0.101,30.322,0.317,33.424,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.282,0.524,28.644,0.08,71.177,0.067,38.225,0.017,42.843,0.486,20.062,0.048,68.638,0.07,23.294,0.011,93.344,0.07,32.902,0.011,45.889,0.178,62.485,0.034,11.413,0.178,50.341,0.034,24.186,0.375,27.274,0.135,31.877,0.375,34.145,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.649,0.571,28.643,0.099,73.83,0.061,38.228,0.015,44.856,0.497,20.003,0.038,72.433,0.057,23.187,0.015,95.221,0.057,32.973,0.015,49.562,0.154,62.058,0.034,11.477,0.154,47.776,0.034,24.853,0.26,27.331,0.125,32.622,0.26,34.011,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.971,0.497,28.527,0.084,75.876,0.051,38.066,0.015,46.3,0.514,19.95,0.029,74.653,0.065,23.002,0.023,96.778,0.065,32.816,0.023,53.107,0.125,62.098,0.029,12.93,0.125,50.06,0.029,24.638,0.346,26.519,0.106,32.316,0.346,33.213,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.581,0.514,28.493,0.082,77.476,0.046,37.619,0.011,47.713,0.512,20.013,0.025,76.167,0.078,23.176,0.015,98.01,0.078,32.704,0.015,56.794,0.163,62.846,0.019,13.671,0.163,48.549,0.019,24.414,0.337,25.826,0.12,32.494,0.337,32.728,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.289,0.543,28.311,0.082,79.688,0.067,38.033,0.027,48.495,0.514,19.929,0.036,76.962,0.091,23.186,0.017,97.725,0.091,32.736,0.017,59.494,0.159,62.783,0.038,14.523,0.159,48.135,0.038,24.721,0.264,25.753,0.111,32.28,0.264,32.646,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.265,0.53,28.318,0.076,81.303,0.046,38.165,0.023,49.321,0.516,20.012,0.042,76.906,0.086,23.156,0.008,97.343,0.086,32.711,0.008,62.21,0.154,62.776,0.058,16.003,0.154,48.999,0.058,24.432,0.298,25.322,0.115,31.806,0.298,32.259,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.655,0.465,28.173,0.09,82.208,0.065,38.121,0.013,50.315,0.56,20.268,0.038,77.784,0.069,23.346,0.013,98.116,0.069,33.017,0.013,64.297,0.087,62.803,0.019,17.876,0.087,50.067,0.019,24.368,0.236,24.909,0.087,31.848,0.236,31.891,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.517,0.524,28.329,0.091,83.325,0.042,38.135,0.015,50.737,0.509,20.213,0.053,77.479,0.072,23.415,0.002,97.431,0.072,32.827,0.002,66.621,0.135,62.772,0.024,19.27,0.135,50.726,0.024,24.787,0.341,25.312,0.087,32.253,0.341,31.928,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.76,0.484,28.226,0.09,83.836,0.059,38.171,0.011,51.079,0.505,20.073,0.023,76.68,0.076,23.325,0.015,97.182,0.076,32.913,0.015,68.363,0.106,62.69,0.034,19.284,0.106,48.044,0.034,24.739,0.274,25.274,0.135,32.2,0.274,32.005,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.822,0.488,28.274,0.07,84.274,0.04,38.014,0.013,50.868,0.55,19.853,0.038,75.464,0.072,22.902,0.01,95.712,0.072,32.434,0.01,70.068,0.115,62.417,0.034,22.657,0.115,51.216,0.034,24.395,0.216,24.766,0.115,31.824,0.216,31.611,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.297,0.478,28.21,0.088,85.158,0.05,38.355,0.023,50.484,0.524,19.577,0.034,74.201,0.065,22.613,0.011,94.36,0.065,32.01,0.011,71.81,0.159,62.286,0.019,23.336,0.159,50.437,0.019,24.738,0.317,24.929,0.101,32.206,0.317,31.771,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.318,0.545,28.327,0.063,85.299,0.053,38.293,0.013,50.912,0.493,19.805,0.04,74.587,0.08,22.892,0.01,95.121,0.08,32.299,0.01,73.808,0.144,62.985,0.019,24.567,0.144,49.985,0.019,24.693,0.322,24.881,0.115,32.296,0.322,31.568,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.424,0.531,28.33,0.099,85.01,0.069,38.005,0.013,51.014,0.528,19.788,0.025,73.872,0.078,22.708,0.011,94.834,0.078,32.157,0.011,75.314,0.082,62.864,0.019,24.938,0.082,48.62,0.019,24.602,0.25,24.811,0.13,32.094,0.25,31.572,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.301,0.522,28.262,0.078,84.889,0.061,38.018,0.017,50.79,0.533,19.551,0.036,73.121,0.057,22.485,0.011,93.908,0.057,31.893,0.011,76.253,0.144,62.341,0.01,30.262,0.144,53.208,0.01,24.327,0.284,24.494,0.091,31.963,0.284,31.248,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.336,0.512,28.236,0.09,84.076,0.078,37.572,0.023,51.169,0.512,19.773,0.034,73.847,0.055,22.819,0.013,95.4,0.055,32.36,0.013,77.153,0.13,62.369,0.038,30.99,0.13,52.394,0.038,24.337,0.322,24.516,0.111,31.823,0.322,31.361,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.144,0.535,28.127,0.069,84.172,0.048,37.627,0.019,50.858,0.556,19.647,0.04,72.615,0.059,22.521,0.015,93.653,0.059,31.956,0.015,79.712,0.13,63.352,0.024,32.164,0.13,51.897,0.024,24.38,0.245,24.5,0.125,31.707,0.245,31.123,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.187,0.455,28.042,0.082,83.869,0.059,37.536,0.019,51.058,0.516,19.649,0.044,72.577,0.07,22.588,0.011,93.705,0.07,31.983,0.011,80.29,0.111,62.969,0.005,33.305,0.111,51.421,0.005,23.899,0.327,24.105,0.159,31.533,0.327,30.645,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.532,0.419,28.189,0.084,84.047,0.05,37.5,0.021,50.422,0.518,19.423,0.05,71.72,0.067,22.382,0.015,92.931,0.067,31.722,0.015,81.085,0.139,63.268,0.034,36.221,0.139,53.201,0.034,24.076,0.284,24.192,0.13,31.749,0.284,30.878,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.521,0.488,28.078,0.069,84.403,0.036,37.623,0.013,50.125,0.604,19.274,0.032,70.81,0.065,22.274,0.013,91.964,0.065,31.425,0.013,81.838,0.091,63.282,0.034,38.482,0.091,54.351,0.034,23.821,0.274,23.936,0.135,31.611,0.274,30.81,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.076,0.419,28.17,0.107,84.714,0.063,37.966,0.015,49.953,0.52,19.244,0.036,70.248,0.095,22.011,0.011,91.656,0.095,31.186,0.011,82.857,0.125,63.383,0.043,37.798,0.125,52.182,0.043,23.506,0.279,23.596,0.111,31.279,0.279,30.422,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.133,0.415,28.137,0.08,84.533,0.044,37.832,0.025,49.468,0.537,19.078,0.029,69.581,0.099,22.018,0.011,91.434,0.099,31.309,0.011,83.751,0.139,63.615,0.043,36.265,0.139,48.883,0.043,24.169,0.298,24.243,0.091,32.185,0.298,31.118,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.172,0.406,28.093,0.05,83.162,0.055,37.838,0.013,50.219,0.503,19.382,0.025,70.29,0.055,22.24,0.013,93.026,0.055,31.682,0.013,83.499,0.115,62.916,0.024,38.445,0.115,49.852,0.024,23.779,0.356,23.874,0.125,31.73,0.356,30.696,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.826,0.505,27.988,0.084,77.619,0.05,37.552,0.021,49.904,0.528,19.286,0.03,69.476,0.076,22.075,0.011,91.717,0.076,31.381,0.011,83.643,0.106,62.671,0.058,39.647,0.106,49.996,0.058,23.875,0.332,23.905,0.135,31.867,0.332,30.533,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.224,0.406,28.051,0.105,69.899,0.061,37.441,0.017,49.717,0.501,19.232,0.044,68.956,0.086,21.964,0.01,91.426,0.086,31.186,0.01,83.3,0.144,61.557,0.01,53.313,0.144,59.965,0.01,23.808,0.327,23.741,0.067,31.876,0.327,30.627,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.461,0.404,28.017,0.076,62.778,0.046,37.904,0.017,48.965,0.57,18.943,0.04,68.137,0.082,21.75,0.015,88.692,0.082,31.056,0.015,79.31,0.13,60.013,0.038,55.45,0.13,50.923,0.038,23.455,0.312,23.551,0.115,31.525,0.312,30.246,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.386,0.444,28.113,0.09,55.724,0.053,38.041,0.023,46.309,0.512,18.749,0.036,63.717,0.082,21.549,0.013,74.65,0.082,30.5,0.013,73.794,0.139,60.935,0.024,53.295,0.139,47.515,0.024,22.187,0.303,23.129,0.125,29.56,0.303,30.204,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.358,0.446,28.001,0.088,49.27,0.051,37.874,0.025,40.134,0.566,18.528,0.032,54.386,0.061,21.458,0.013,57.006,0.061,30.025,0.013,64.196,0.12,61.126,0.019,52.434,0.12,46.821,0.019,20.324,0.312,23.11,0.13,26.414,0.312,29.818,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.178,0.423,28.178,0.07,43.777,0.065,37.527,0.011,32.758,0.56,18.39,0.034,43.725,0.055,21.162,0.01,42.137,0.055,29.618,0.01,53.978,0.101,61.581,0.024,52.523,0.101,50.655,0.024,17.859,0.221,22.846,0.159,23.334,0.221,29.307,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.372,0.385,28.195,0.084,39.645,0.046,37.829,0.017,26.22,0.528,18.123,0.019,34.706,0.057,20.86,0.008,32.275,0.057,29.226,0.008,44.87,0.12,61.386,0.024,47.703,0.12,49.443,0.024,15.429,0.279,22.511,0.091,19.996,0.279,29.018,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.557,0.368,28.31,0.065,36.213,0.034,37.728,0.03,21.433,0.528,17.974,0.055,27.768,0.074,20.652,0.011,26.983,0.074,28.92,0.011,37.709,0.101,61.484,0.043,44.026,0.101,50.313,0.043,13.376,0.284,22.368,0.111,17.297,0.284,28.813,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.368,0.419,28.36,0.088,33.644,0.07,37.721,0.013,17.801,0.507,17.616,0.029,23.255,0.061,20.193,0.021,23.384,0.061,28.522,0.021,32.587,0.115,61.921,0.019,40.264,0.115,52.544,0.019,11.389,0.274,21.64,0.144,14.988,0.274,27.789,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.116,0.411,28.445,0.061,31.159,0.05,37.486,0.021,15.554,0.549,17.573,0.038,20.599,0.07,20.297,0.013,21.243,0.07,28.511,0.013,28.736,0.106,62.203,0.029,36.334,0.106,52.859,0.029,10.024,0.197,21.42,0.125,13.844,0.197,27.722,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.945,0.423,28.627,0.074,29.298,0.057,37.305,0.023,13.671,0.575,17.341,0.048,18.647,0.059,20.273,0.017,20.079,0.059,28.417,0.017,25.736,0.115,62.071,0.034,33.49,0.115,56.172,0.034,9.232,0.25,21.473,0.111,12.957,0.25,27.97,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.815,0.455,28.541,0.095,28.613,0.065,38.328,0.015,12.44,0.524,17.302,0.05,17.16,0.061,19.946,0.008,18.992,0.061,28.139,0.008,23.308,0.139,61.468,0.029,30.176,0.139,52.434,0.029,8.613,0.231,21.908,0.077,12.304,0.231,28.177,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.102,0.385,28.318,0.057,27.184,0.051,37.849,0.023,11.454,0.575,17.117,0.044,16.115,0.07,19.881,0.01,18.186,0.07,27.987,0.01,21.516,0.135,61.472,0.024,26.724,0.135,51.567,0.024,8.012,0.255,21.769,0.111,11.911,0.255,28.448,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.656,0.385,28.092,0.069,26.227,0.046,37.517,0.017,10.705,0.467,16.898,0.036,15.205,0.055,19.6,0.004,17.65,0.055,27.666,0.004,20.175,0.12,61.507,0.038,25.525,0.12,54.612,0.038,7.582,0.236,22.087,0.087,11.275,0.236,28.408,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.183,0.377,28.313,0.078,25.129,0.053,37.174,0.013,10.203,0.488,16.976,0.05,14.866,0.05,19.593,0.006,17.392,0.05,27.703,0.006,18.961,0.13,61.037,0.058,23.802,0.13,52.679,0.058,7.09,0.226,21.842,0.091,10.862,0.226,28.296,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.547,0.457,28.231,0.061,24.456,0.072,36.928,0.01,9.687,0.541,16.636,0.04,14.311,0.057,19.339,0.008,16.902,0.057,27.527,0.008,17.994,0.144,60.555,0.058,22.419,0.144,53.466,0.058,6.651,0.231,21.377,0.125,10.422,0.231,27.971,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.877,0.368,28.131,0.065,24.284,0.057,37.591,0.013,9.278,0.503,16.508,0.044,13.76,0.07,19.119,0.015,16.604,0.07,27.137,0.015,17.324,0.111,60.333,0.043,19.31,0.111,47.258,0.043,6.388,0.231,21.097,0.13,10.039,0.231,27.893,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.503,0.341,28.119,0.078,23.975,0.051,37.481,0.021,8.914,0.509,16.309,0.059,13.653,0.072,19.11,0.006,16.364,0.072,27.104,0.006,16.864,0.077,60.66,0.038,19.137,0.077,50.951,0.038,6.097,0.192,20.908,0.111,9.623,0.192,27.564,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.208,0.379,28.165,0.048,23.606,0.053,37.498,0.023,8.709,0.531,16.084,0.04,13.177,0.065,18.947,0.011,16.027,0.065,26.785,0.011,16.564,0.106,60.249,0.043,18.514,0.106,51.074,0.043,5.942,0.216,20.96,0.12,9.411,0.216,27.909,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.099,0.328,28.2,0.063,23.413,0.076,37.405,0.023,8.452,0.554,16.021,0.057,13.115,0.055,18.821,0.013,15.913,0.055,26.608,0.013,16.228,0.144,60.422,0.019,18.139,0.144,50.966,0.019,5.767,0.279,20.622,0.101,9.365,0.279,27.412,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.691,0.366,27.956,0.076,23.305,0.069,37.255,0.017,8.322,0.491,16.001,0.063,12.936,0.07,18.75,0.004,15.807,0.07,26.695,0.004,15.962,0.163,60.619,0.038,17.522,0.163,51.221,0.038,5.579,0.221,20.537,0.091,9.082,0.221,27.254,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.79,0.379,28.055,0.065,23.437,0.065,37.435,0.013,8.216,0.524,16.004,0.036,12.986,0.061,18.685,0.017,15.655,0.061,26.579,0.017,15.68,0.13,60.451,0.029,16.911,0.13,50.883,0.029,5.503,0.212,20.399,0.101,8.965,0.212,27.317,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.694,0.381,28.178,0.048,23.237,0.061,37.33,0.017,8.112,0.57,15.916,0.059,12.723,0.046,18.707,0.011,15.612,0.046,26.47,0.011,15.579,0.13,60.438,0.067,16.617,0.13,51.316,0.067,5.447,0.188,20.504,0.087,9.039,0.188,27.601,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.831,0.347,28.168,0.076,23.396,0.053,37.534,0.015,8.01,0.552,15.904,0.055,12.607,0.051,18.798,0.011,15.424,0.051,26.547,0.011,15.508,0.106,60.375,0.024,16.545,0.106,54.193,0.024,5.364,0.163,20.36,0.139,8.916,0.163,27.284,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.647,0.316,28.052,0.053,23.409,0.063,37.449,0.023,7.942,0.53,15.812,0.032,12.458,0.059,18.542,0.01,15.384,0.059,26.395,0.01,15.402,0.125,60.225,0.019,16.26,0.125,52.85,0.019,5.292,0.24,20.338,0.077,8.87,0.24,27.279,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.676,0.41,27.983,0.065,23.535,0.053,37.606,0.019,7.802,0.533,15.705,0.053,12.379,0.061,18.327,0.008,15.198,0.061,26.387,0.008,15.348,0.135,60.611,0.053,15.821,0.135,51.804,0.053,5.289,0.188,20.309,0.106,8.718,0.188,27.416,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
