Pgd_1-488,Pgd_1-BG,Pgd_1-568,Pgd_1-BG,Pgd_2-488,Pgd_2-BG,Pgd_2-568,Pgd_2-BG,Pgd_3-488,Pgd_3-BG,Pgd_3-568,Pgd_3-BG,Pgd_4-488,Pgd_4-BG,Pgd_4-568,Pgd_4-BG,Pgd_5-488,Pgd_5-BG,Pgd_5-568,Pgd_5-BG,Pgd_6-488,Pgd_6-BG,Pgd_6-568,Pgd_6-BG,Pgd_7-488,Pgd_7-BG,Pgd_7-568,Pgd_7-BG,Pgd_8-488,Pgd_8-BG,Pgd_8-568,Pgd_8-BG,Pgd_9-488,Pgd_9-BG,Pgd_9-568,Pgd_9-BG,Pgd_10-488,Pgd_10-BG,Pgd_10-568,Pgd_10-BG,Pgd_11-488,Pgd_11-BG,Pgd_11-568,Pgd_11-BG,Pgd_12-488,Pgd_12-BG,Pgd_12-568,Pgd_12-BG,Pgd_13-488,Pgd_13-BG,Pgd_13-568,Pgd_13-BG,Pgd_14-488,Pgd_14-BG,Pgd_14-568,Pgd_14-BG,Pgd_15-488,Pgd_15-BG,Pgd_15-568,Pgd_15-BG,Pgd_16-488,Pgd_16-BG,Pgd_16-568,Pgd_16-BG,Pgd_17-488,Pgd_17-BG,Pgd_17-568,Pgd_17-BG,Pgd_18-488,Pgd_18-BG,Pgd_18-568,Pgd_18-BG,Pgd_19-488,Pgd_19-BG,Pgd_19-568,Pgd_19-BG,Pgd_20-488,Pgd_20-BG,Pgd_20-568,Pgd_20-BG,Pgd_21-488,Pgd_21-BG,Pgd_21-568,Pgd_21-BG,Pgd_22-488,Pgd_22-BG,Pgd_22-568,Pgd_22-BG,Pgd_23-488,Pgd_23-BG,Pgd_23-568,Pgd_23-BG,Pgd_24-488,Pgd_24-BG,Pgd_24-568,Pgd_24-BG
20.542,2.07,40.819,0.704,18.798,2.07,49.493,0.704,21.065,0.333,61.647,0.151,60.074,0.333,68.813,0.151,17.313,0.499,20.232,0.086,25.226,0.499,22.307,0.086,28.269,0.43,26.347,0.074,29.456,0.43,26.941,0.074,18.527,0.012,29.768,0.007,13.991,0.013,54.397,0.008,20.552,0.013,60.736,0.008,15.731,0.013,51.349,0.008,18.813,0.222,44.591,0.052,27.775,0.222,61.74,0.052,24.41,0.222,60.213,0.052,54.259,0.028,59.456,0.01,46.657,0.028,48.333,0.01,40.292,0.27,50.031,0.271,15.281,0.028,56.63,0.008,11.108,0.089,20.288,0.031,14.566,0.017,47.172,0.01,29.72,0.143,65.299,0.094,63.099,0.021,71.832,0.016,42.418,0.021,86.627,0.016
20.848,2.139,41.297,0.71,19.375,2.139,50.492,0.71,21.288,0.376,62.296,0.15,58.251,0.376,68.554,0.15,18.161,0.469,20.979,0.112,25.206,0.469,22.463,0.112,28.543,0.46,26.491,0.087,30.189,0.46,27.369,0.087,18.585,0.015,29.86,0.016,13.943,0.034,53.922,0.015,20.441,0.034,60.692,0.015,15.754,0.034,51.212,0.015,18.765,0.259,43.712,0.063,28.431,0.259,62.4,0.063,24.877,0.259,60.031,0.063,54.655,0.021,59.553,0.012,46.726,0.021,48.185,0.012,40.537,0.23,50.126,0.215,14.634,0.026,56.393,0.008,11.08,0.051,20.049,0.037,14.373,0.026,46.879,0.024,29.726,0.137,64.899,0.122,65.54,0.021,73.99,0.014,43.981,0.021,87.961,0.014
20.611,2.073,40.96,0.673,18.964,2.073,49.552,0.673,21.061,0.371,61.957,0.146,56.853,0.371,68.268,0.146,17.378,0.501,19.882,0.096,28.111,0.501,25.004,0.096,28.033,0.408,26.093,0.073,29.274,0.408,26.374,0.073,18.804,0.014,30.248,0.018,14.01,0.013,53.481,0.015,20.528,0.013,60.026,0.015,15.68,0.013,50.553,0.015,18.928,0.227,43.569,0.035,29.164,0.227,63.038,0.035,25.388,0.227,60.158,0.035,54.814,0.02,59.638,0.012,46.925,0.02,48.215,0.012,40.868,0.274,49.847,0.232,13.778,0.028,55.889,0.007,11.143,0.073,20.154,0.026,14.348,0.023,46.644,0.01,29.636,0.109,64.366,0.086,64.953,0.014,73.305,0.018,44.627,0.014,87.296,0.018
20.432,2.078,40.873,0.722,18.961,2.078,49.345,0.722,21.146,0.344,62.096,0.148,55.34,0.344,68.255,0.148,17.312,0.491,19.366,0.095,27.113,0.491,24.163,0.095,28.102,0.406,26.334,0.081,29.364,0.406,26.383,0.081,18.637,0.018,29.92,0.011,14.068,0.017,53.117,0.008,20.734,0.017,59.825,0.008,16.14,0.017,50.468,0.008,18.864,0.221,43.206,0.058,29.753,0.221,63.856,0.058,25.999,0.221,60.223,0.058,54.92,0.017,59.446,0.015,46.745,0.017,48.12,0.015,40.565,0.303,49.45,0.215,13.613,0.033,55.848,0.007,11.169,0.067,20.037,0.02,14.222,0.021,46.267,0.014,29.589,0.115,63.506,0.092,61.21,0.005,68.062,0.006,44.179,0.005,84.992,0.006
20.512,2.11,40.868,0.689,18.99,2.11,49.352,0.689,21.166,0.34,61.975,0.133,54.316,0.34,68.528,0.133,18.068,0.504,20.029,0.09,28.165,0.504,24.807,0.09,28.21,0.39,26.247,0.083,29.721,0.39,26.474,0.083,18.645,0.011,30.071,0.015,14.104,0.011,52.645,0.021,20.915,0.011,59.336,0.021,16.242,0.011,50.128,0.021,18.925,0.229,42.663,0.05,30.571,0.229,64.605,0.05,26.622,0.229,60.048,0.05,54.775,0.029,59.22,0.014,46.658,0.029,47.924,0.014,40.041,0.22,48.406,0.214,13.387,0.023,55.835,0.007,11.147,0.069,20.146,0.025,14.138,0.04,46.021,0.02,29.604,0.142,63.432,0.089,61.349,0.013,67.673,0.008,45.095,0.013,84.334,0.008
20.429,2.095,40.584,0.644,18.892,2.095,48.878,0.644,21.235,0.352,61.77,0.14,52.498,0.352,68.376,0.14,18.293,0.497,19.809,0.11,28.022,0.497,24.785,0.11,28.437,0.369,26.204,0.085,29.748,0.369,26.393,0.085,18.488,0.018,29.996,0.014,14.286,0.015,52.565,0.006,20.967,0.015,59.201,0.006,16.636,0.015,49.642,0.006,19.052,0.229,42.471,0.059,31.288,0.229,64.986,0.059,27.207,0.229,59.978,0.059,54.319,0.021,58.866,0.012,46.34,0.021,47.676,0.012,39.367,0.237,47.368,0.233,12.848,0.013,55.682,0.013,11.112,0.074,20.05,0.02,14.038,0.024,45.593,0.021,29.605,0.111,62.96,0.093,62.025,0.017,68.046,0.008,46.06,0.017,84.869,0.008
20.337,2.149,40.435,0.67,18.662,2.149,47.903,0.67,20.986,0.322,61.597,0.124,51.136,0.322,68.447,0.124,18.229,0.47,19.594,0.107,27.759,0.47,24.452,0.107,28.374,0.409,26.044,0.085,29.512,0.409,26.187,0.085,18.495,0.018,29.803,0.012,14.594,0.019,52.441,0.021,21.621,0.019,59.187,0.021,17.057,0.019,50.001,0.021,18.883,0.24,41.716,0.039,32.277,0.24,66.388,0.039,27.405,0.24,59.722,0.039,54.177,0.015,58.694,0.016,46.164,0.015,47.522,0.016,39.166,0.27,47.081,0.237,12.449,0.017,55.02,0.013,11.194,0.068,20.108,0.03,13.906,0.033,45.326,0.013,29.862,0.111,62.845,0.09,58.638,0.022,64.041,0.007,45.781,0.022,82.144,0.007
20.1,2.035,39.86,0.659,18.282,2.035,47.055,0.659,20.945,0.275,61.196,0.104,50.111,0.275,68.576,0.104,17.958,0.468,19.343,0.107,28.175,0.468,24.68,0.107,28.395,0.408,25.959,0.085,29.456,0.408,26.018,0.085,18.549,0.014,29.743,0.011,14.705,0.023,52.569,0.013,21.775,0.023,59.062,0.013,17.307,0.023,49.791,0.013,19.062,0.23,41.784,0.055,32.855,0.23,65.822,0.055,28.033,0.23,60.113,0.055,54.086,0.022,58.159,0.012,46.027,0.022,47.354,0.012,38.915,0.259,46.306,0.225,12.174,0.028,55.059,0.01,11.09,0.06,20.194,0.03,13.831,0.026,45.024,0.014,29.763,0.113,62.169,0.09,60.211,0.015,65.454,0.018,47.128,0.015,83.145,0.018
20.205,2.05,39.868,0.665,18.221,2.05,46.398,0.665,20.771,0.28,60.884,0.107,48.963,0.28,68.641,0.107,17.923,0.478,18.879,0.098,28.231,0.478,24.816,0.098,28.234,0.392,25.761,0.083,29.621,0.392,26.047,0.083,18.459,0.019,29.733,0.008,14.898,0.008,52.183,0.021,21.944,0.008,58.975,0.021,17.506,0.008,49.365,0.021,19.064,0.21,41.505,0.063,33.683,0.21,66.705,0.063,28.451,0.21,59.877,0.063,53.917,0.018,58.109,0.014,46.013,0.018,47.294,0.014,38.598,0.258,45.746,0.2,11.958,0.022,54.98,0.014,11.17,0.053,20.202,0.022,13.749,0.024,44.567,0.016,29.914,0.086,61.664,0.081,61.309,0.013,65.789,0.006,48.049,0.013,83.589,0.006
20.242,2.06,39.675,0.672,18.411,2.06,46.427,0.672,20.807,0.293,61.003,0.124,47.902,0.293,68.427,0.124,18.358,0.46,19.212,0.09,28.534,0.46,24.914,0.09,28.52,0.441,26.137,0.089,29.618,0.441,25.889,0.089,18.138,0.02,29.213,0.016,15.019,0.023,52.124,0.021,22.381,0.023,58.711,0.021,17.836,0.023,49.286,0.021,18.948,0.222,40.663,0.062,34.428,0.222,67.814,0.062,28.761,0.222,59.443,0.062,53.729,0.02,57.991,0.016,45.814,0.02,47.031,0.016,38.515,0.289,45.558,0.222,11.694,0.022,54.805,0.008,11.198,0.061,20.162,0.038,13.677,0.037,44.489,0.008,29.951,0.131,61.672,0.07,59.913,0.02,64.053,0.006,48.29,0.02,82.502,0.006
20.472,2.056,39.618,0.716,18.685,2.056,46.78,0.716,21.376,0.284,61.354,0.132,47.154,0.284,67.89,0.132,17.833,0.499,18.556,0.119,28.669,0.499,24.881,0.119,28.133,0.4,25.544,0.076,28.962,0.4,25.275,0.076,18.289,0.014,29.366,0.012,15.209,0.023,51.967,0.017,22.596,0.023,58.751,0.017,18.336,0.023,49.365,0.017,19.039,0.215,40.254,0.058,35.048,0.215,68.084,0.058,28.99,0.215,59.529,0.058,53.441,0.02,57.683,0.008,45.867,0.02,46.976,0.008,38.218,0.244,44.906,0.206,11.17,0.023,53.98,0.008,11.21,0.07,19.898,0.03,13.624,0.028,44.266,0.02,29.924,0.111,60.792,0.076,59.811,0.018,63.796,0.009,49.39,0.018,82.381,0.009
20.605,2.083,39.633,0.708,18.767,2.083,46.727,0.708,21.68,0.303,61.318,0.12,46.115,0.303,68.449,0.12,17.778,0.487,18.317,0.093,28.884,0.487,24.978,0.093,28.216,0.398,25.708,0.09,29.01,0.398,25.168,0.09,18.451,0.018,29.386,0.019,15.414,0.015,52.084,0.013,22.919,0.015,58.613,0.013,18.649,0.015,49.134,0.013,19.061,0.211,40.067,0.061,35.965,0.211,68.402,0.061,29.5,0.211,59.338,0.061,53.431,0.018,57.504,0.007,45.752,0.018,46.752,0.007,37.924,0.233,44.488,0.204,10.959,0.021,53.654,0.013,11.256,0.075,20.003,0.028,13.59,0.038,44.303,0.008,29.888,0.099,60.31,0.067,54.367,0.012,57.45,0.009,48.132,0.012,78.426,0.009
20.72,2.132,39.739,0.733,18.954,2.132,46.488,0.733,21.677,0.272,61.2,0.119,44.95,0.272,67.973,0.119,17.642,0.498,18.114,0.097,28.7,0.498,24.787,0.097,28.401,0.393,25.445,0.086,28.955,0.393,24.995,0.086,18.203,0.026,29.032,0.013,15.618,0.017,51.681,0.006,23.037,0.017,58.725,0.006,18.966,0.017,49.155,0.006,18.725,0.165,39.45,0.067,36.643,0.165,68.809,0.067,29.527,0.165,58.764,0.067,53.294,0.03,57.265,0.013,45.565,0.03,46.716,0.013,37.793,0.224,44.144,0.205,10.838,0.016,53.644,0.003,11.37,0.055,19.934,0.02,13.625,0.032,44.195,0.01,30.02,0.086,60.147,0.066,57.901,0.012,60.965,0.015,50.507,0.012,80.71,0.015
21.103,2.047,39.916,0.659,19.549,2.047,47.374,0.659,22.396,0.294,61.587,0.121,44.251,0.294,67.541,0.121,17.886,0.505,18.099,0.105,28.971,0.505,25.033,0.105,28.466,0.361,25.587,0.07,28.766,0.361,24.679,0.07,18.409,0.018,29.321,0.018,15.788,0.013,51.324,0.008,23.353,0.013,58.451,0.008,19.209,0.013,48.772,0.008,19.025,0.206,39.411,0.062,37.421,0.206,69.036,0.062,30.05,0.206,59.108,0.062,53.343,0.024,57.176,0.009,45.567,0.024,46.434,0.009,37.476,0.248,43.403,0.207,10.699,0.017,53.342,0.008,11.329,0.063,19.842,0.012,13.575,0.029,44.026,0.012,29.842,0.098,59.16,0.084,55.816,0.014,58.479,0.016,50.506,0.014,79.316,0.016
21.578,1.989,40.202,0.709,20.075,1.989,48.115,0.709,22.745,0.38,61.558,0.116,43.166,0.38,67.297,0.116,17.679,0.484,17.783,0.112,28.686,0.484,24.592,0.112,28.679,0.358,25.715,0.071,28.879,0.358,24.673,0.071,18.356,0.015,29.176,0.012,16.003,0.017,51.519,0.025,23.674,0.017,58.234,0.025,19.518,0.017,48.915,0.025,19.04,0.24,39.128,0.065,38.066,0.24,69.199,0.065,30.41,0.24,59.04,0.065,52.724,0.012,56.601,0.013,45.383,0.012,46.188,0.013,36.892,0.283,42.765,0.183,10.619,0.02,53.455,0.009,11.449,0.063,19.992,0.03,13.536,0.032,43.701,0.018,29.94,0.089,59.158,0.075,53.183,0.015,55.465,0.016,50.262,0.015,77.35,0.016
21.344,2.12,39.863,0.686,19.874,2.12,47.105,0.686,22.981,0.304,61.44,0.125,42.202,0.304,67.057,0.125,17.619,0.476,17.656,0.101,28.66,0.476,24.552,0.101,28.771,0.368,25.65,0.078,28.798,0.368,24.543,0.078,18.452,0.018,29.206,0.009,16.163,0.021,51.26,0.017,23.941,0.021,58.168,0.017,19.706,0.021,48.657,0.017,19.204,0.228,38.994,0.053,38.591,0.228,69.374,0.053,30.63,0.228,59.087,0.053,52.397,0.023,55.905,0.012,45.087,0.023,45.731,0.012,36.527,0.266,42.084,0.206,10.572,0.03,53.352,0.007,11.439,0.076,19.962,0.039,13.53,0.028,43.563,0.012,30.141,0.121,58.829,0.068,53.883,0.01,55.82,0.013,51.457,0.01,77.369,0.013
21.343,2.066,39.704,0.72,19.691,2.066,46.686,0.72,23.318,0.314,61.166,0.129,41.805,0.314,67.006,0.129,18.475,0.462,18.491,0.11,28.718,0.462,24.292,0.11,29.235,0.39,25.988,0.068,29.364,0.39,24.942,0.068,18.407,0.013,28.962,0.017,16.251,0.013,50.918,0.017,23.872,0.013,57.929,0.017,19.872,0.013,48.447,0.017,19.196,0.204,38.799,0.063,39.349,0.204,69.607,0.063,31.009,0.204,58.983,0.063,52.552,0.018,55.794,0.01,45.026,0.018,45.611,0.01,36.423,0.25,41.488,0.218,10.243,0.028,52.904,0.021,11.523,0.062,19.979,0.026,13.507,0.032,43.239,0.008,30.063,0.094,58.248,0.069,52.055,0.012,53.493,0.012,51.599,0.012,76.016,0.012
22.259,2.073,40.714,0.707,21.292,2.073,49.349,0.707,24.035,0.318,62.291,0.121,40.971,0.318,66.14,0.121,18.102,0.455,17.984,0.104,29.061,0.455,24.713,0.104,29.046,0.358,25.634,0.06,28.962,0.358,24.43,0.06,18.196,0.017,28.679,0.015,16.517,0.017,50.634,0.008,24.075,0.017,57.708,0.008,20.114,0.017,48.068,0.008,19.339,0.212,38.763,0.065,40.047,0.212,69.642,0.065,31.315,0.212,59.243,0.065,51.905,0.021,55.056,0.013,44.739,0.021,45.186,0.013,35.913,0.24,40.814,0.198,10.133,0.021,52.648,0.007,11.66,0.06,19.918,0.025,13.46,0.023,42.973,0.022,30.194,0.089,58.331,0.052,53.094,0.013,54.448,0.007,52.798,0.013,76.709,0.007
21.906,2.054,39.874,0.704,20.67,2.054,47.486,0.704,24.045,0.336,61.693,0.119,40.177,0.336,66.17,0.119,17.724,0.469,17.38,0.114,29.123,0.469,24.789,0.114,29.153,0.403,25.671,0.08,28.975,0.403,24.383,0.08,18.365,0.019,28.926,0.017,16.64,0.011,50.181,0.025,24.353,0.011,57.339,0.025,20.211,0.011,47.949,0.025,19.24,0.232,38.357,0.046,40.648,0.232,69.919,0.046,31.627,0.232,58.954,0.046,51.095,0.021,54.256,0.015,44.08,0.021,44.433,0.015,35.245,0.25,39.741,0.222,10.076,0.018,52.651,0.016,11.755,0.056,19.884,0.017,13.412,0.025,42.634,0.01,30.566,0.113,58.479,0.091,57.182,0.017,58.296,0.008,55.466,0.017,78.855,0.008
21.805,2.016,39.53,0.691,20.327,2.016,46.502,0.691,24.045,0.304,61.394,0.117,39.393,0.304,66.736,0.117,17.602,0.495,17.109,0.115,29.732,0.495,25.012,0.115,29.639,0.391,25.709,0.078,28.888,0.391,24.245,0.078,18.323,0.024,28.65,0.016,16.756,0.011,50.243,0.006,24.352,0.011,57.025,0.006,20.505,0.011,47.823,0.006,19.329,0.217,38.383,0.066,40.993,0.217,69.938,0.066,32.002,0.217,59.195,0.066,50.491,0.017,53.504,0.018,43.634,0.017,44.058,0.018,34.546,0.226,38.661,0.187,10.008,0.032,52.688,0.015,11.716,0.074,19.926,0.015,13.362,0.03,42.393,0.021,30.45,0.091,57.631,0.069,52.877,0.013,53.797,0.017,54.452,0.013,76.04,0.017
21.738,2.018,39.004,0.688,20.082,2.018,45.704,0.688,24.388,0.257,60.947,0.107,38.574,0.257,67.158,0.107,17.896,0.477,17.449,0.095,28.632,0.477,24.154,0.095,29.963,0.413,26.277,0.065,28.989,0.413,24.272,0.065,17.965,0.016,28.316,0.017,17.052,0.011,50.308,0.011,24.738,0.011,57.255,0.011,20.711,0.011,47.926,0.011,19.472,0.203,38.006,0.066,41.604,0.203,69.949,0.066,32.262,0.203,59.2,0.066,51.356,0.02,54.07,0.014,44.353,0.02,44.289,0.014,35.727,0.262,39.644,0.205,9.993,0.017,52.339,0.013,11.757,0.063,19.849,0.029,13.519,0.03,42.672,0.012,30.528,0.091,57.809,0.066,53.3,0.015,54.207,0.007,55.481,0.015,76.37,0.007
22.278,2.025,39.542,0.692,20.757,2.025,46.764,0.692,25.025,0.297,61.663,0.132,38.139,0.297,66.321,0.132,17.823,0.469,17.301,0.117,28.795,0.469,24.136,0.117,30.2,0.405,26.179,0.077,28.904,0.405,24.109,0.077,17.993,0.023,28.081,0.021,17.141,0.015,49.855,0.013,24.628,0.015,56.692,0.013,20.847,0.015,47.484,0.013,19.772,0.215,38.364,0.061,42.085,0.215,70,0.061,32.697,0.215,59.633,0.061,51.537,0.028,54.011,0.017,44.282,0.028,44.284,0.017,35.401,0.257,39.438,0.203,9.823,0.026,52.434,0.01,11.786,0.071,19.876,0.016,13.447,0.03,42.085,0.013,30.626,0.081,57.412,0.065,53.158,0.009,53.817,0.014,56.51,0.009,76.434,0.014
22.249,2.04,39.293,0.698,20.66,2.04,45.918,0.698,25.266,0.28,61.327,0.102,37.43,0.28,66.915,0.102,18.301,0.464,17.687,0.108,27.161,0.464,22.514,0.108,29.122,0.419,25.168,0.071,29.4,0.419,24.363,0.071,17.871,0.014,28.01,0.021,17.298,0.019,49.53,0.015,24.644,0.019,56.463,0.015,20.987,0.019,47.489,0.015,19.769,0.224,38.151,0.053,42.743,0.224,70.231,0.053,32.869,0.224,59.647,0.053,51.94,0.025,54.36,0.017,44.575,0.025,44.573,0.017,35.562,0.245,39.491,0.214,9.93,0.022,52.756,0.015,11.931,0.047,20.061,0.016,13.213,0.029,41.372,0.015,30.559,0.116,57.241,0.062,55.26,0.009,55.841,0.014,58.161,0.009,77.496,0.014
22.196,1.95,38.93,0.702,20.717,1.95,45.425,0.702,25.729,0.277,61.194,0.097,36.739,0.277,66.644,0.097,18.491,0.453,17.974,0.102,27.879,0.453,23.314,0.102,29.246,0.405,24.982,0.074,29.65,0.405,24.425,0.074,17.658,0.023,27.732,0.016,17.437,0.013,48.996,0.013,24.543,0.013,56.066,0.013,21.008,0.013,47.342,0.013,19.971,0.222,38.101,0.063,43.379,0.222,70.167,0.063,33.288,0.222,59.835,0.063,52.508,0.025,54.886,0.016,44.731,0.025,44.84,0.016,35.805,0.204,39.563,0.199,9.869,0.018,52.557,0.017,11.946,0.062,20.045,0.015,13.382,0.025,41.364,0.02,30.624,0.079,57.147,0.073,57.955,0.014,58.348,0.005,60.59,0.014,79.009,0.005
22.441,1.953,38.924,0.698,20.776,1.953,45.071,0.698,26.193,0.274,61.029,0.1,35.972,0.274,66.542,0.1,18.678,0.423,17.884,0.091,28.422,0.423,23.544,0.091,29.587,0.414,25.229,0.078,29.357,0.414,24.005,0.078,17.531,0.016,27.626,0.019,17.528,0.017,48.963,0.021,24.645,0.017,55.703,0.021,21.114,0.017,47.18,0.021,20.232,0.212,38.457,0.077,43.621,0.212,69.928,0.077,33.845,0.212,60.114,0.077,52.875,0.017,54.969,0.009,44.794,0.017,44.961,0.009,35.748,0.25,39.783,0.179,9.673,0.02,52.138,0.012,12.075,0.056,20.091,0.018,13.32,0.021,40.855,0.017,30.686,0.097,56.736,0.065,56.888,0.008,56.858,0.021,61.024,0.008,78.014,0.021
22.513,2.011,38.536,0.716,20.68,2.011,44.638,0.716,26.564,0.25,61.086,0.092,35.238,0.25,66.666,0.092,17.973,0.469,17.116,0.105,29.907,0.469,24.662,0.105,29.419,0.37,25.189,0.059,28.847,0.37,23.561,0.059,17.671,0.019,27.732,0.016,17.572,0.008,48.38,0.008,24.475,0.008,55.381,0.008,21.346,0.008,46.752,0.008,20.165,0.222,38.102,0.044,44.165,0.222,70.127,0.044,33.904,0.222,59.907,0.044,53.087,0.017,55.4,0.012,44.884,0.017,45.289,0.012,35.947,0.229,39.804,0.212,9.572,0.03,52.01,0.009,12.186,0.067,20.013,0.024,13.409,0.03,40.842,0.014,30.845,0.094,57.039,0.066,57.827,0.02,57.614,0.006,62.315,0.02,78.244,0.006
22.586,2.053,38.607,0.725,21.006,2.053,44.444,0.725,27.104,0.274,60.932,0.085,35.078,0.274,66.315,0.085,17.194,0.482,16.042,0.099,30.215,0.482,25.038,0.099,29.632,0.34,25.103,0.064,28.481,0.34,22.973,0.064,17.55,0.014,27.551,0.011,17.593,0.015,47.677,0.006,24.53,0.015,54.585,0.006,21.239,0.015,46.405,0.006,20.125,0.234,37.842,0.044,44.628,0.234,70.611,0.044,34.161,0.234,59.75,0.044,52.984,0.029,55.426,0.014,44.605,0.029,45.266,0.014,35.813,0.229,39.644,0.217,9.443,0.028,51.348,0.015,12.191,0.062,19.938,0.018,13.526,0.017,40.897,0.017,30.804,0.091,56.711,0.068,54.094,0.01,54.089,0.009,61.191,0.01,76.064,0.009
23.173,1.984,38.825,0.698,21.257,1.984,44.778,0.698,27.622,0.279,61.161,0.105,34.344,0.279,66.01,0.105,17.216,0.464,16.077,0.117,30.377,0.464,24.991,0.117,29.351,0.343,24.849,0.07,28.664,0.343,23.128,0.07,17.632,0.017,27.405,0.021,17.696,0.027,47.54,0.008,24.437,0.027,54.528,0.008,21.4,0.027,46.234,0.008,20.212,0.219,37.746,0.047,45.061,0.219,70.525,0.047,34.237,0.219,59.815,0.047,53.616,0.02,55.896,0.012,45.088,0.02,45.598,0.012,36.363,0.234,40.245,0.22,9.486,0.028,51.262,0.009,12.243,0.061,19.998,0.024,13.613,0.016,40.91,0.015,30.755,0.101,56.324,0.078,52.288,0.009,52.142,0.008,60.897,0.009,74.812,0.008
22.854,2.016,38.067,0.701,20.937,2.016,43.752,0.701,28.036,0.228,60.382,0.107,33.678,0.228,66.107,0.107,17.17,0.447,15.852,0.102,30.395,0.447,24.931,0.102,29.399,0.321,25.058,0.073,28.55,0.321,23.006,0.073,17.795,0.018,27.553,0.013,17.864,0.013,47.323,0.013,24.377,0.013,54.059,0.013,21.401,0.013,46.131,0.013,20.259,0.203,37.818,0.068,45.407,0.203,70.581,0.068,34.617,0.203,60.056,0.068,53.44,0.028,56.008,0.012,44.723,0.028,45.589,0.012,35.941,0.263,39.946,0.2,9.512,0.023,51.784,0.013,12.401,0.074,19.944,0.028,13.642,0.009,40.564,0.017,30.991,0.083,56.328,0.075,47.799,0.015,47.669,0.015,58.824,0.015,71.731,0.015
23.348,1.946,38.568,0.703,21.549,1.946,44.382,0.703,28.803,0.265,60.869,0.107,33.607,0.265,65.934,0.107,17.197,0.489,15.843,0.095,27.848,0.489,22.848,0.095,29.005,0.361,24.415,0.073,28.575,0.361,22.841,0.073,17.637,0.016,27.352,0.015,17.941,0.025,46.666,0.004,24.235,0.025,53.54,0.004,21.502,0.025,46.054,0.004,20.12,0.213,37.269,0.07,46.04,0.213,71.18,0.07,34.461,0.213,59.703,0.07,53.793,0.02,56.034,0.006,44.712,0.02,45.661,0.006,36.097,0.247,39.822,0.24,9.303,0.012,51.003,0.014,12.415,0.05,19.897,0.029,13.664,0.036,40.285,0.021,30.832,0.099,55.861,0.063,45.604,0.014,45.337,0.006,58.167,0.014,70.501,0.006
23.659,1.969,38.619,0.73,21.661,1.969,44.354,0.73,29.326,0.294,60.834,0.108,33.01,0.294,65.82,0.108,17.162,0.459,15.838,0.095,30.737,0.459,25.042,0.095,30.195,0.389,25.172,0.073,28.702,0.389,22.754,0.073,17.757,0.014,27.339,0.011,17.965,0.015,46.356,0.011,24.202,0.015,53.077,0.011,21.279,0.015,45.414,0.011,20.107,0.236,37.126,0.055,46.4,0.236,71.161,0.055,34.598,0.236,59.633,0.055,53.946,0.018,55.954,0.014,44.559,0.018,45.658,0.014,36.032,0.225,39.589,0.213,9.186,0.025,50.742,0.009,12.579,0.047,20.036,0.014,13.646,0.014,40.106,0.023,30.872,0.073,55.842,0.055,46.967,0.015,46.75,0.009,59.916,0.015,71.14,0.009
23.668,2.057,38.381,0.674,21.676,2.057,43.763,0.674,29.776,0.23,60.577,0.1,32.29,0.23,65.61,0.1,17.282,0.472,16.006,0.114,30.161,0.472,24.399,0.114,29.758,0.371,24.725,0.057,28.635,0.371,22.703,0.057,17.971,0.018,27.548,0.014,18.112,0.013,46.25,0.008,24.239,0.013,52.81,0.008,21.663,0.013,45.789,0.008,20.336,0.199,37.399,0.047,46.712,0.199,71.198,0.047,35.216,0.199,60.006,0.047,54.368,0.03,56.467,0.015,44.832,0.03,45.78,0.015,36.113,0.26,39.543,0.202,9.241,0.022,50.444,0.013,12.555,0.052,20.037,0.03,13.676,0.025,39.745,0.01,30.876,0.1,55.576,0.065,48.502,0.01,48.303,0.014,61.218,0.01,72.369,0.014
23.807,2.023,38.288,0.681,21.85,2.023,43.596,0.681,30.283,0.251,60.441,0.119,32.07,0.251,65.832,0.119,17.349,0.435,16.077,0.082,31.507,0.435,25.347,0.082,29.453,0.372,24.348,0.06,28.531,0.372,22.496,0.06,17.903,0.016,27.509,0.014,18.218,0.017,45.971,0.008,24.218,0.017,52.436,0.008,21.773,0.017,45.61,0.008,20.29,0.206,37.147,0.06,47.324,0.206,71.413,0.06,35.11,0.206,59.445,0.06,55.05,0.018,56.658,0.016,45.209,0.018,46.085,0.016,36.602,0.251,40.172,0.185,8.955,0.025,49.829,0.01,12.655,0.058,20.061,0.033,13.737,0.033,39.496,0.01,30.53,0.094,54.927,0.071,47.834,0.012,47.471,0.02,61.481,0.012,71.994,0.02
23.737,1.946,37.856,0.664,21.83,1.946,43.11,0.664,30.845,0.229,60.232,0.096,31.632,0.229,65.612,0.096,17.402,0.459,16.054,0.102,30.836,0.459,25.106,0.102,29.479,0.372,24.51,0.072,28.844,0.372,22.708,0.072,17.733,0.016,27.255,0.016,18.288,0.013,45.452,0.013,23.981,0.013,51.929,0.013,21.802,0.013,45.422,0.013,20.34,0.233,36.96,0.063,47.686,0.233,71.594,0.063,35.29,0.233,59.645,0.063,55.757,0.021,57.288,0.012,45.664,0.021,46.478,0.012,36.995,0.227,40.507,0.242,9.004,0.021,49.628,0.009,12.788,0.075,19.92,0.02,13.912,0.038,39.689,0.014,30.922,0.097,55.572,0.081,47.129,0.01,46.644,0.013,61.47,0.01,71.492,0.013
