6-Pgd_KK_1-405,6-Pgd_KK_1-BG,6-Pgd_KK_1-568,6-Pgd_KK_1-BG,6-Pgd_KK_2-405,6-Pgd_KK_2-BG,6-Pgd_KK_2-568,6-Pgd_KK_2-BG,6-Pgd_KK_3-405,6-Pgd_KK_3-BG,6-Pgd_KK_3-568,6-Pgd_KK_3-BG,6-Pgd_KK_4-405,6-Pgd_KK_4-BG,6-Pgd_KK_4-568,6-Pgd_KK_4-BG,6-Pgd_KK_5-405,6-Pgd_KK_5-BG,6-Pgd_KK_5-568,6-Pgd_KK_5-BG,6-Pgd_KK_6-405,6-Pgd_KK_6-BG,6-Pgd_KK_6-568,6-Pgd_KK_6-BG,6-Pgd_KK_7-405,6-Pgd_KK_7-BG,6-Pgd_KK_7-568,6-Pgd_KK_7-BG,6-Pgd_KK_8-405,6-Pgd_KK_8-BG,6-Pgd_KK_8-568,6-Pgd_KK_8-BG,6-Pgd_KK_9-405,6-Pgd_KK_9-BG,6-Pgd_KK_9-568,6-Pgd_KK_9-BG,6-Pgd_KK_10-405,6-Pgd_KK_10-BG,6-Pgd_KK_10-568,6-Pgd_KK_10-BG,6-Pgd_KK_11-405,6-Pgd_KK_11-BG,6-Pgd_KK_11-568,6-Pgd_KK_11-BG,6-Pgd_KK_12-405,6-Pgd_KK_12-BG,6-Pgd_KK_12-568,6-Pgd_KK_12-BG,6-Pgd_KK_13-405,6-Pgd_KK_13-BG,6-Pgd_KK_13-568,6-Pgd_KK_13-BG,6-Pgd_KK_14-405,6-Pgd_KK_14-BG,6-Pgd_KK_14-568,6-Pgd_KK_14-BG,6-Pgd_KK_15-405,6-Pgd_KK_15-BG,6-Pgd_KK_15-568,6-Pgd_KK_15-BG,6-Pgd_KK_16-405,6-Pgd_KK_16-BG,6-Pgd_KK_16-568,6-Pgd_KK_16-BG,6-Pgd_KK_17-405,6-Pgd_KK_17-BG,6-Pgd_KK_17-568,6-Pgd_KK_17-BG,6-Pgd_KK_18-405,6-Pgd_KK_18-BG,6-Pgd_KK_18-568,6-Pgd_KK_18-BG
32.675,0.143,53.791,0,18.542,0.057,30.228,0,18.063,0.143,67.859,0,12.039,0.143,50.036,0,18.184,0,68.295,0,17.953,0.086,42.506,0,19.361,0.13,48.944,0,31.992,1.071,72.769,0.071,18.593,1.071,48.141,0.167,20.253,0,55.376,0,20.748,0,56.013,0,19.282,0,59.611,0,16.502,0,49.631,0,27.184,0,71.931,0,40.317,0,93.804,0,38.361,0,79.869,0.042,48.832,0,129.349,0.042,39.774,0,102.62,0.042
32.364,0.171,53.446,0,18.769,0.086,30.594,0,18.047,0.057,67.994,0,12.161,0.057,50.504,0,18.144,0.086,68.175,0,18.183,0.171,42.493,0,19.391,0.143,48.975,0.006,32.025,1,72.424,0.167,18.55,1,47.967,0.19,20.072,0,55.351,0,20.908,0,55.848,0,19.213,0,58.945,0,16.743,0,49.856,0,27.658,0,72.255,0,38.938,0,92.013,0.014,37.932,0,79.531,0.014,49.975,0,131.979,0.014,39.921,0,103.234,0.014
32.675,0.2,53.91,0,18.674,0.086,30.59,0,17.776,0.2,68.953,0.029,12.05,0.2,50.436,0.029,18.325,0.029,68.704,0,17.945,0.171,43.008,0,19.59,0.084,48.68,0,31.723,1,72.283,0.19,18.792,1,47.718,0.071,20.236,0,55.214,0,21.003,0,56.23,0,19.308,0,58.777,0.042,16.651,0,49.864,0.042,27.513,0,72.018,0.014,38.877,0,91.75,0,37.923,0,79.872,0.028,48.873,0,131.183,0.028,39.698,0,102.946,0.028
32.316,0.2,53.62,0,18.506,0.2,30.208,0,18.101,0.086,68.414,0,12.002,0.086,50.408,0,18.579,0.086,68.769,0,18.174,0.057,42.59,0,19.55,0.175,48.487,0,31.914,1,72.751,0.071,18.719,1,48.089,0.095,19.633,0,54.707,0,20.553,0,55.748,0,18.623,0,58.191,0,15.936,0,48.309,0,27.411,0,71.917,0,40.453,0,94.471,0,38.515,0,80.408,0.083,49.692,0,132.314,0.083,39.924,0,103.475,0.083
32.321,0.171,53.344,0,18.263,0.143,30.154,0.029,17.967,0.143,67.112,0,12.099,0.143,50.599,0,18.462,0.143,68.802,0,18.351,0.171,43.068,0,19.9,0.071,48.442,0.013,31.773,1,72.021,0.095,18.498,1,47.912,0.048,19.998,0,54.622,0,20.972,0,55.806,0,18.576,0,57.543,0.014,16.704,0,50.308,0.014,27.217,0,71.254,0,40.89,0,95.599,0,38.207,0,80.543,0.014,50.01,0,132.491,0.014,39.803,0,103.187,0.014
32.437,0.171,53.786,0,18.321,0.114,30.286,0,18.099,0.086,68.301,0.057,11.984,0.086,50.172,0.057,18.429,0.057,69.026,0.029,18.566,0.086,42.778,0,19.808,0.11,48.935,0,31.741,1,72.508,0.048,18.388,1,47.701,0.024,20.062,0,54.377,0,20.699,0,55.546,0,18.402,0,57.192,0.042,15.954,0,48.826,0.042,27.372,0,71.376,0,41.106,0,96.547,0,38.702,0,81.186,0.014,49.166,0,131.226,0.014,39.691,0,103.17,0.014
32.072,0.171,53.573,0.057,18.318,0.171,30.189,0.029,18.086,0.229,67.469,0,12.07,0.229,50.017,0,18.228,0.143,68.617,0,18.812,0.229,42.875,0,20.037,0.123,48.809,0.006,31.571,1,72.649,0.024,18.45,1,47.657,0.048,19.891,0,54.198,0,20.772,0,55.399,0,18.526,0,56.389,0.028,16.646,0,50.284,0.028,27.38,0,71.55,0.028,40.944,0,94.667,0,38.804,0,81.24,0.069,49.378,0,131.712,0.069,39.526,0,103.048,0.069
32.017,0.114,53.779,0,18.268,0.114,30.514,0,17.943,0.086,67.953,0.029,12.165,0.086,50.192,0.029,18.455,0.086,69.182,0,18.803,0.086,42.872,0,20.201,0.084,48.872,0.013,31.4,1.095,72.168,0.048,18.375,1.095,47.585,0.071,19.905,0,54.32,0,20.829,0,55.04,0,18.273,0,56.288,0.014,15.981,0,48.832,0.014,27.694,0,71.502,0,40.7,0,94.712,0,39.301,0,81.811,0.028,49.008,0,131.244,0.028,39.369,0,102.953,0.028
32.125,0.143,53.514,0,18.154,0.286,29.711,0,18.233,0.114,67.743,0,12.095,0.114,50.802,0,17.027,0.229,61.415,0,18.787,0.029,42.483,0.029,20.474,0.162,48.625,0.006,31.389,1.238,71.949,0.071,18.573,1.238,47.46,0.119,19.968,0,54.562,0,20.957,0,55.072,0,18.247,0,56.277,0.014,16.309,0,48.863,0.014,27.465,0,71.612,0.042,39.997,0,94.694,0,39.825,0,82.69,0,49.327,0,131.018,0,39.251,0,102.5,0
31.961,0.257,53.858,0,18.019,0.086,29.891,0,18.095,0.086,67.824,0,11.948,0.086,49.999,0,18.543,0.114,68.93,0,18.743,0.143,42.83,0,20.451,0.104,48.372,0,31.484,1.095,72.071,0.119,18.337,1.095,47.809,0.071,19.569,0,53.904,0,20.549,0,54.917,0,18.155,0,56.216,0.014,15.779,0,48.138,0.014,27.671,0,71.57,0.028,40.695,0,95.682,0,39.786,0,82.611,0.056,49.366,0,131.222,0.056,39.696,0,103.368,0.056
31.637,0.257,54.006,0.029,18.164,0.057,29.589,0,17.914,0.086,67.444,0.029,11.652,0.086,49.423,0.029,18.554,0.057,68.528,0,19.054,0.057,42.683,0.029,20.49,0.078,48.45,0.006,31.358,1,72.23,0.071,18.496,1,47.979,0.167,19.694,0,53.691,0,20.553,0,54.719,0,17.491,0,55.053,0.028,16.488,0,48.865,0.028,27.32,0,70.828,0.056,40.887,0,95.538,0.028,39.483,0,83.021,0.014,49.248,0,131.018,0.014,39.389,0,103.245,0.014
31.476,0.229,53.315,0,18.083,0.114,29.459,0,17.97,0.086,67.6,0,12.083,0.086,50.522,0,18.779,0.057,69.691,0,18.935,0.143,43.14,0,20.785,0.078,48.584,0.006,30.944,1.048,72.202,0.167,18.441,1.048,47.776,0.095,19.542,0,53.37,0,20.451,0,54.531,0,17.184,0,54.738,0,16.05,0,48.179,0,27.164,0,70.525,0,40.654,0,95.637,0,39.198,0,82.895,0.042,49.417,0,131.267,0.042,39.772,0,103.638,0.042
31.606,0.257,53.636,0.029,18.116,0.057,30.022,0.029,18.254,0.143,67.789,0,12.16,0.143,50.733,0,18.653,0.086,70.277,0,19.235,0.171,42.621,0,20.742,0.13,48.83,0.019,31.117,1,71.513,0.095,18.414,1,47.708,0.048,19.605,0,53.277,0,20.421,0,54.253,0,17.114,0,54.041,0,16.217,0,48.311,0,26.537,0,69.996,0,40.623,0,95.622,0.028,39.478,0,82.385,0.069,49.361,0,132.345,0.069,39.903,0,104.509,0.069
31.415,0.229,53.786,0.029,18.156,0.143,29.622,0,18.213,0.057,67.896,0.029,12.059,0.057,50.605,0.029,18.824,0.086,69.704,0.029,19.278,0.086,42.77,0,20.857,0.201,48.605,0.013,31.025,1,71.905,0.048,18.216,1,47.732,0.048,19.425,0,53.78,0,20.451,0,54.329,0,17.309,0,54.313,0,15.668,0,48.676,0,27.157,0,71.248,0.028,41.079,0,96.416,0.028,38.972,0,81.853,0.097,50.097,0,132.337,0.097,40.114,0,104.782,0.097
31.665,0.114,53.823,0.057,18.242,0.171,29.728,0,18.106,0.029,67.449,0,12.027,0.029,50.022,0,18.644,0.057,69.596,0,19.167,0.314,42.571,0.029,20.725,0.097,48.42,0.006,30.763,1,72.037,0.048,18.387,1,47.437,0.19,19.636,0,53.694,0,20.715,0,54.592,0,17.507,0,54.546,0.042,16.257,0,48.58,0.042,27.136,0,71.14,0.014,40.964,0,96.41,0.014,39.422,0,82.431,0,50.337,0,131.78,0,40.099,0,104.774,0
31.476,0.229,53.827,0.029,17.957,0,29.797,0,13.575,0.029,54.928,0,11.899,0.029,50.577,0,18.589,0.086,69.5,0,19.304,0.143,42.592,0,20.763,0.117,48.211,0,30.842,1,72.362,0.19,18.449,1,47.575,0.048,19.727,0,53.566,0,20.645,0,54.418,0,17.196,0,54.285,0,15.787,0,47.81,0,27.012,0,70.535,0.014,41.082,0,95.38,0,38.807,0,82.179,0.028,49.595,0,132.864,0.028,40.41,0,105.316,0.028
31.397,0.143,53.76,0,17.847,0.029,29.592,0,18.131,0.029,67.305,0,11.885,0.029,50.42,0,18.316,0.057,69.51,0.029,19.506,0.057,42.535,0,20.848,0.091,48.001,0,30.746,1,71.41,0.048,18.323,1,47.899,0.095,19.541,0,53.741,0,20.717,0,54.622,0,17.098,0,54.3,0.014,15.483,0,48.024,0.014,26.95,0,70.807,0,40.57,0,96.327,0.042,39.256,0,81.949,0.056,49.376,0,132.288,0.056,40.876,0,106.337,0.056
31.402,0.2,53.957,0,18.115,0.171,29.374,0,17.945,0.086,67.508,0.029,11.845,0.086,50.451,0.029,18.474,0.086,68.941,0.057,19.759,0.114,42.562,0,21.034,0.117,48.498,0,30.551,1,71.478,0.095,18.198,1,47.359,0.024,19.759,0,53.696,0,20.517,0,54.361,0,16.507,0,52.787,0,16.529,0,49.795,0,26.802,0,70.309,0,41.407,0,95.864,0.014,39.837,0,82.189,0.028,49.669,0,133.614,0.028,40.986,0,106.916,0.028
31.419,0.229,53.89,0,18.018,0.057,29.793,0,17.88,0.057,66.705,0,12.029,0.057,50.53,0,18.266,0.086,69.104,0.029,19.95,0.057,42.648,0,21.389,0.117,48.542,0.013,30.794,1,71.877,0.024,18.261,1,47.609,0.095,19.706,0,52.719,0,20.116,0,53.769,0,16.484,0,52.772,0,15.02,0,46.231,0,26.783,0,70.169,0,41.108,0,96.187,0.014,38.865,0,82.8,0.069,50.589,0,134.218,0.069,41.157,0,107.028,0.069
31.493,0.114,53.658,0,18.106,0.057,29.836,0,18.016,0.114,67.201,0.029,11.885,0.114,50.501,0.029,18.345,0.057,68.903,0,19.887,0.057,42.373,0,21.644,0.11,48.695,0.006,30.741,1.238,71.886,0.095,18.346,1.238,47.156,0.095,19.346,0,52.451,0,20.191,0,53.539,0,16.284,0,52.385,0,15.966,0,48.111,0,27.052,0,70.433,0.014,41.123,0,96.389,0.014,39.193,0,83.161,0.028,50.957,0,134.041,0.028,41.095,0,106.828,0.028
31.878,0.2,54.299,0,18.06,0.086,29.721,0,17.994,0.114,66.92,0,11.779,0.114,49.99,0,18.031,0.029,68.265,0,20.044,0.229,42.577,0,21.648,0.162,48.934,0,30.786,1.048,71.819,0.095,18.271,1.048,47.701,0.071,19.516,0,53.238,0,20.461,0,54.08,0,16.614,0,52.602,0.014,15.883,0,47.807,0.014,26.809,0,70.188,0,40.936,0,96.737,0,38.832,0,83.681,0.028,50.914,0,133.723,0.028,41.066,0,106.958,0.028
32.39,0.371,54.805,0,18.751,0.057,30.238,0,17.673,0.057,66.952,0.029,11.839,0.057,50.21,0.029,17.959,0.143,68.603,0,20.304,0.114,42.647,0,21.669,0.143,48.778,0,30.455,1,72.148,0.071,18.368,1,47.362,0.024,19.513,0,52.805,0,20.433,0,54.416,0,16.557,0,53.395,0,15.147,0,47.131,0,26.85,0,70.629,0,41.182,0,96.556,0.014,39.524,0,83.436,0.014,50.653,0,134.912,0.014,41.051,0,106.872,0.014
33.421,0.2,55.65,0,20.475,0.143,32.114,0,18.088,0.029,66.655,0,11.707,0.029,50.734,0,18.111,0.171,68.855,0,20.268,0.114,42.72,0.029,21.67,0.091,48.666,0,30.674,1,71.732,0.024,18.218,1,47.345,0,19.464,0,53.251,0,20.391,0,54.285,0,16.487,0,52.617,0.014,15.614,0,48.563,0.014,26.967,0,70.383,0.028,41.246,0,96.72,0.014,38.967,0,82.308,0.028,50.932,0,135.912,0.028,41.454,0,107.944,0.028
33.778,0.143,55.352,0.029,21.405,0.229,31.741,0,17.887,0.2,67.013,0,11.687,0.2,50.32,0,18.03,0.114,69.045,0,20.296,0.086,43.104,0,21.715,0.104,48.546,0.006,30.562,1,71.695,0,18.004,1,47.825,0.071,19.584,0,53.061,0,20.374,0,54.1,0,16.546,0,52.386,0,15.774,0,47.801,0,27.043,0,71.111,0.014,40.964,0,96.751,0.014,39.578,0,82.876,0.042,51.107,0,134.901,0.042,41.564,0,108.104,0.042
34.79,0.314,56.374,0,21.772,0.2,31.419,0,18.163,0.057,66.606,0,11.949,0.057,50.577,0,18.244,0.057,69.331,0.029,20.19,0.086,42.468,0,21.716,0.136,48.425,0,30.732,1.095,72.067,0.071,18.28,1.095,47.719,0.024,20.016,0,52.803,0,20.224,0,54.249,0,16.337,0,52.552,0,15.491,0,47.377,0,26.848,0,70.245,0.014,41.467,0,97.002,0,39.59,0,83.622,0.069,50.513,0,134.893,0.069,41.778,0,108.435,0.069
35.337,0.229,56.949,0.029,22.237,0.229,31.516,0.029,18.254,0.171,67.485,0,11.806,0.171,50.783,0,18.281,0.057,69.518,0.029,20.537,0.171,42.859,0.029,21.774,0.071,48.308,0.019,30.543,1,72.08,0.024,18.22,1,47.63,0.071,19.441,0,52.395,0,20.044,0,53.627,0,15.912,0,51.415,0.014,15.594,0,47.986,0.014,26.899,0,70.084,0,41.523,0,97.146,0,39.765,0,83.347,0.028,50.534,0,135.376,0.028,42.001,0,108.618,0.028
36.212,0.143,58.261,0,7.74,0.057,12.08,0.029,18.129,0.086,67.646,0.029,12.059,0.086,50.83,0.029,17.655,0.086,67.045,0,20.674,0.086,43.067,0,21.793,0.156,48.399,0,30.356,1,72.024,0.071,18.46,1,47.635,0.024,19.677,0,52.514,0,20.175,0,53.294,0,16.116,0,51.546,0,15.683,0,48.349,0,26.584,0,70.004,0.014,41.78,0,97.838,0.028,39.026,0,83.928,0.028,51.17,0,135.819,0.028,42.091,0,108.913,0.028
34.474,0.229,56.406,0,9.131,0.114,14.291,0.057,17.744,0.086,65.526,0,11.964,0.086,50.968,0,18.246,0.114,69.354,0,20.537,0.2,42.81,0.029,21.59,0.143,48.302,0,30.538,1,71.961,0.024,18.271,1,47.904,0.048,19.442,0,52.347,0,20.251,0,53.64,0,15.78,0,51.405,0,15.704,0,48.116,0,26.637,0,70.202,0.028,41.845,0,97.753,0,39.741,0,84.268,0.014,51.078,0,135.515,0.014,41.995,0,108.891,0.014
34.583,0.257,56.786,0,9.062,0.086,14.574,0.029,18.454,0.057,67.218,0.029,11.853,0.057,51.051,0.029,18.147,0.086,69.616,0.029,20.499,0.2,42.399,0.029,21.787,0.149,48.328,0.013,30.164,1,72.371,0.048,18.174,1,47.498,0.095,19.673,0,52.509,0,20.007,0,53.631,0,16.182,0,51.207,0,15.41,0,47.966,0,26.606,0,69.752,0,41.792,0,98.475,0.014,40.608,0,85.914,0.042,51.14,0,134.727,0.042,41.591,0,107.294,0.042
34.492,0.286,56.279,0,9.382,0.286,15.05,0,18.368,0.086,67.446,0.029,11.961,0.086,50.985,0.029,18.108,0.143,69.373,0,20.568,0.086,42.55,0,21.587,0.084,48.609,0,29.973,1,71.911,0.095,18.282,1,48.01,0.119,19.468,0,52.376,0,19.732,0,53.338,0,16.131,0,51.309,0.014,15.036,0,47.801,0.014,26.226,0,69.863,0.028,42.154,0,98.535,0,41.524,0,86.879,0.028,51.327,0,135.817,0.028,42.205,0,108.418,0.028
34.356,0.257,56.357,0,9.347,0.143,14.827,0,16.314,0.171,67.598,0,9.848,0.171,51.186,0,15.205,0.143,69.84,0,21.29,0.143,44.045,0,21.973,0.117,48.795,0,30.741,1,73.255,0.119,15.194,1,39.99,0.119,18.012,0,52.725,0,18.847,0,53.537,0,14.844,0,51.201,0,13.853,0,47.393,0,25.007,0,69.968,0,42.665,0,99.455,0.014,41.741,0,87.995,0.042,52.419,0,136.265,0.042,42.506,0,108.955,0.042
34.597,0.371,55.949,0,9.161,0.057,14.923,0.029,14.066,0.057,69.088,0,8.413,0.057,52.445,0,11.927,0.143,70.546,0,18.244,0.143,44.38,0.029,18.935,0.11,48.344,0,26.055,1.071,72.917,0.119,14.592,1.071,44.188,0.167,13.906,0,52.66,0,15.359,0,53.296,0,12.848,0,50.631,0.014,12.296,0,48.443,0.014,17.652,0,69.296,0,41.902,0,98.196,0.014,41.406,0,87.221,0.042,49.786,0,137.396,0.042,41.651,0,110.492,0.042
31.048,0.286,54.951,0,8.64,0.057,15.007,0,13.575,0.029,69.098,0,8.015,0.029,52.394,0,11.265,0.143,71.453,0,14.455,0.114,44.25,0.029,15.209,0.123,48.421,0.006,21.818,1,72.867,0.167,13.465,1,45.656,0.143,13.034,0,52.447,0,14.09,0,53.028,0,12.294,0,50.611,0,12.105,0,46.995,0,15.894,0,69.472,0,38.449,0,99.032,0,38.256,0,87.026,0.056,34.745,0,138.472,0.056,34.969,0,111.13,0.056
23.674,0.257,54.206,0,7.381,0.171,15.024,0.029,12.882,0.114,67.842,0,7.918,0.114,52.254,0,11.087,0.257,71.68,0.057,13.512,0.029,44.312,0,14.014,0.078,48.53,0.006,20.69,1.095,72.902,0.143,13.085,1.095,46.181,0.143,12.174,0,51.794,0,13.383,0,52.705,0,11.839,0,49.722,0,11.894,0,47.52,0,15.24,0,69.191,0.042,36.434,0,99.989,0.014,33.837,0,87.517,0.042,30.409,0,138.663,0.042,29.523,0,111.092,0.042
20.933,0.143,53.419,0.029,7.019,0.114,15.006,0,12.811,0.2,69.028,0,7.699,0.2,52.152,0,10.929,0.057,71.121,0,12.866,0.086,43.801,0.029,13.36,0.091,47.875,0,20.021,1,72.787,0.143,13.234,1,46.377,0.095,12.325,0,51.427,0,13.143,0,52.872,0,11.719,0,50.318,0.028,11.62,0,47.481,0.028,15,0,69.802,0.014,35.34,0,100.273,0,32.774,0,87.951,0.042,28.493,0,138.476,0.042,27.703,0,110.522,0.042
19.897,0.257,52.76,0,6.664,0.114,15.106,0,12.243,0.114,68.625,0,7.651,0.114,52.039,0,10.893,0.086,71.764,0,12.89,0.143,44.005,0,13.157,0.11,47.653,0.006,19.592,1,72.644,0.095,13.086,1,47.375,0.071,11.73,0,51.434,0,12.742,0,52.476,0,11.466,0,49.74,0,11.274,0,46.98,0,14.617,0,68.893,0,34.893,0,99.747,0.028,31.329,0,87.294,0,27.429,0,137.671,0,26.845,0,109.39,0
19.486,0.171,52.181,0.029,6.6,0.086,15.071,0,12.03,0.171,67.899,0,7.54,0.171,51.629,0,10.801,0.2,72.094,0,13.022,0.086,44.056,0,12.859,0.084,48.181,0.006,19.587,1,72.792,0.071,12.99,1,47.962,0.119,11.629,0,51.698,0,12.454,0,52.592,0,11.502,0,50.113,0,11.358,0,47.831,0,14.411,0,69.372,0.028,34.212,0,99.272,0,30.429,0,86.923,0.028,26.803,0,135.335,0.028,26.499,0,109.206,0.028
19.181,0.286,52.218,0,6.623,0.114,15.262,0,11.659,0.114,69.108,0,7.583,0.114,51.388,0,10.605,0.171,70.889,0,12.838,0.057,43.669,0,12.748,0.097,47.633,0,19.462,1.024,72.386,0.119,13.059,1.024,47.368,0.048,11.108,0,51.531,0,12.05,0,52.282,0,11.251,0,48.335,0.014,11.437,0,47.748,0.014,14.186,0,68.681,0,33.601,0,98.985,0,29.984,0,87.515,0.042,25.491,0,134.934,0.042,26.278,0,109.234,0.042
19.104,0.086,51.534,0,6.325,0.114,15.193,0,11.504,0.314,68.147,0,7.276,0.314,50.945,0,10.485,0.114,70.014,0.029,12.745,0.057,43.576,0,12.479,0.123,47.905,0.006,19.204,1,72.168,0.048,12.994,1,47.2,0.048,11.632,0,51.291,0,12.173,0,51.97,0,11.187,0,49.371,0.028,10.803,0,46.725,0.028,14.331,0,69.155,0.028,32.624,0,97.953,0,28.322,0,87.287,0.097,25.602,0,135.212,0.097,25.808,0,109.311,0.097
19.259,0.286,51.655,0,6.272,0.057,14.93,0,11.396,0.086,68.622,0,7.218,0.086,51.115,0,10.583,0.143,71.584,0.029,13.096,0.143,44.234,0,12.513,0.084,47.871,0.006,19.19,1.095,72.781,0.048,12.971,1.095,47.347,0.143,11.637,0,51.118,0,12.024,0,51.903,0,10.789,0,48.933,0,10.998,0,47.324,0,14.024,0,68.7,0.028,32.79,0,98.554,0.028,27.424,0,86.786,0.056,25.244,0,136.828,0.056,25.765,0,109.299,0.056
19.325,0.257,51.638,0,6.131,0.086,15.343,0,11.662,0.143,68.719,0.029,7.349,0.143,51.245,0.029,10.632,0.086,71.664,0,12.776,0.029,43.425,0,12.403,0.071,48.286,0.006,19.272,1.048,72.286,0.143,12.927,1.048,47.646,0.095,10.486,0,50.678,0,11.434,0,51.565,0,10.424,0,48.324,0,10.846,0,47.422,0,13.936,0,67.981,0.028,32.625,0,99.997,0.028,26.923,0,84.566,0.083,25.6,0,138.127,0.083,25.785,0,110.866,0.083
19.107,0.229,51.217,0.029,6.138,0.2,15.327,0,11.089,0.086,68.503,0.029,7.295,0.086,51.119,0.029,10.659,0.143,71.755,0,12.684,0.171,43.992,0,12.353,0.117,48.13,0,19.027,1.119,72.214,0.095,13.026,1.119,48.043,0,10.539,0,50.283,0,11.29,0,51.54,0,10.423,0,47.157,0.028,10.599,0,46.668,0.028,13.688,0,67.663,0,31.658,0,99.105,0.014,26.599,0,85.27,0.028,25.351,0,137.647,0.028,25.555,0,110.08,0.028
19.173,0.314,51.312,0,6.273,0.086,15.478,0,11.127,0.086,67.692,0,7.25,0.086,50.779,0,10.602,0.371,70.631,0,12.736,0.286,44.086,0,12.254,0.175,48.381,0.006,19.26,1.286,72.254,0,13.057,1.286,47.831,0.024,10.585,0,49.696,0,11.219,0,50.934,0,10.455,0,46.652,0,10.593,0,47.509,0,13.57,0,67.713,0.028,31.021,0,99.947,0,26.413,0,85.529,0.056,24.661,0,137.721,0.056,25.466,0,110.263,0.056
19.473,0.314,51.475,0,6.12,0.171,15.347,0,10.669,0.229,66.706,0,7.1,0.229,49.975,0,10.143,0.2,69.203,0,12.649,0.2,43.536,0,12.157,0.266,47.935,0.026,19.563,1.452,72.266,0.024,13.216,1.452,47.962,0.143,10.5,0,50.029,0,11.368,0,50.44,0,10.312,0,46.957,0,10.559,0,46.971,0,13.692,0,67.569,0.014,30.657,0,99.501,0,25.308,0,87.145,0.069,25.092,0,136.659,0.069,24.863,0,110.429,0.069
19.501,0.257,51.867,0,6.089,0.171,15.605,0,10.686,0.429,66.435,0,7.02,0.429,49.691,0,10.415,0.2,69.208,0.029,12.94,0.171,44.184,0,12.119,0.429,47.632,0,19.674,1.214,72.468,0.143,13.458,1.214,48.122,0.024,10.612,0,49.811,0,11.309,0,50.579,0,10.306,0,46.695,0,10.922,0,47.488,0,13.704,1,67.396,0,30.284,0,99.489,0.014,24.655,0,87.063,0.042,25.312,0,136.83,0.042,24.614,0,109.871,0.042
19.636,0.257,52.013,0.029,6.028,0.2,15.141,0.029,9.849,0.086,58.741,0,6.976,0.086,49.599,0,10.317,0.171,69.246,0,12.627,0.314,43.571,0,12.225,0.286,47.558,0.006,19.853,1.143,71.726,0.024,13.354,1.143,47.716,0.071,10.68,0,49.714,0,11.235,0,50.513,0,10.349,0,46.503,0,11.202,0,47.244,0,13.72,0,67.598,0.014,29.892,0,99.359,0,24.604,0,86.576,0.028,24.852,0,135.858,0.028,24.715,0,110.304,0.028
19.937,0.2,52.613,0,6.013,0.2,15.332,0,10.726,0.2,65.737,0,6.742,0.2,45.882,0,10.235,0.371,68.106,0,12.824,0.2,43.495,0,12.353,0.39,47.951,0.019,19.834,1.143,71.861,0.071,13.322,1.143,47.646,0.071,10.611,0,48.268,0,11.297,0,50.405,0,10.446,0,46.373,0,10.813,0,45.993,0,13.72,1,66.862,0.056,29.845,0,99.632,0.014,24.028,1,87.401,0.042,25.078,1,136.049,0.042,24.29,1,109.454,0.042
19.902,0.457,52.835,0.057,5.883,0.314,15.443,0,11.103,0.2,66.667,0,6.955,0.2,49.406,0,10.348,0.286,68.251,0,12.784,0.429,43.801,0,12.364,0.37,48.128,0,19.843,1.143,71.759,0.071,13.609,1.143,48.123,0.071,10.503,0,48.973,0,11.178,0,49.622,0,10.356,0,45.263,0,10.563,0,45.47,0,13.541,1,66.697,0.014,29.182,0,98.548,0,24.305,0,87.669,0.069,24.25,0,135.388,0.069,24.075,0,108.889,0.069
20.106,0.343,52.729,0,5.939,0.2,15.02,0.029,11.491,0.2,66.346,0,7.147,0.2,49.141,0,10.263,0.257,67.925,0,12.721,0.343,43.709,0.029,12.354,0.273,47.851,0,19.817,1,71.11,0.071,13.937,1,47.755,0.095,11.029,0,48.581,0,11.214,0,49.558,0,9.948,0,43.739,0.014,10.802,0,46.039,0.014,13.538,0,66.453,0,29.222,0,98.624,0,23.807,0,88.042,0.069,24.365,0,133.959,0.069,24.03,0,108.4,0.069
19.914,0.314,52.971,0.029,5.976,0.2,15.216,0,11.769,0.2,66.017,0.029,7.158,0.2,49.108,0.029,10.165,0.257,66.32,0,12.729,0.286,43.215,0.029,12.193,0.364,47.464,0.013,20.261,1.214,71.14,0.095,13.724,1.214,47.902,0.024,10.614,0,48.408,0,10.912,0,48.976,0,10.112,1,44.303,0.014,10.52,1,44.849,0.014,13.527,0,66.094,0.056,30.347,0,97.984,0.028,24.291,1,88.883,0.069,24.096,1,132.733,0.069,24.222,1,107.915,0.069
19.895,0.429,52.91,0,5.85,0.171,14.949,0,12.025,0.229,66.324,0,7.258,0.229,49.236,0,10.28,0.143,66.23,0,12.813,0.4,42.984,0,12.075,0.286,47.597,0,20.084,1.333,71.028,0.024,13.923,1.333,47.571,0.048,11.019,0,48.522,0,11.114,0,48.707,0,10.051,0,43.28,0,10.347,0,45.023,0,13.445,0,66.158,0,31.701,0,98.141,0.014,25.977,0,88.921,0.028,23.749,0,130.836,0.028,25.807,0,108.594,0.028
19.952,0.286,52.822,0,5.814,0.314,14.859,0.029,12.586,0.286,65.759,0,7.245,0.286,48.981,0,10.456,0.286,66.61,0,12.7,0.229,43.106,0.057,12.095,0.344,47.592,0.013,20.084,1.262,71.255,0.048,13.729,1.262,47.691,0.024,11.486,0,48.737,0,11.156,0,48.862,0,10.34,0,43.539,0.028,10.717,0,45.511,0.028,13.925,0,66.868,0,32.248,0,98.996,0.028,28.273,0,89.084,0.042,23.776,0,132.778,0.042,26.875,0,108.636,0.042
