kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-488,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-488,kl-3_13-BG,kl-3_13-568,kl-3_13-BG,kl-3_14-488,kl-3_14-BG,kl-3_14-568,kl-3_14-BG,kl-3_15-488,kl-3_15-BG,kl-3_15-568,kl-3_15-BG,kl-3_16-488,kl-3_16-BG,kl-3_16-568,kl-3_16-BG,kl-3_17-488,kl-3_17-BG,kl-3_17-568,kl-3_17-BG
56.919,0.243,61.509,0.05,15.362,0.036,49.972,0.036,12.651,0.036,72.009,0.036,65.957,0.032,56.228,0.032,19.226,0.043,24.041,0.029,12.374,0.319,58.624,0.08,8.853,0.319,65.283,0.08,63.788,0.014,61.833,0,44.246,0.014,45.004,0,35.399,0,36.292,0.029,50.861,0,52.479,0,3.578,0,3.627,0,12.343,0.388,53.171,0.077,16.857,0.297,25.274,0.204,18.61,0.297,44.565,0.204,30.325,0.297,65.578,0.204,16.35,0.012,20.491,0.012
56.951,0.257,61.46,0.071,15.618,0.014,49.316,0.014,12.732,0.014,72.197,0.014,65.71,0.056,55.663,0.015,18.898,0.036,23.573,0.014,12.483,0.29,58.457,0.092,8.995,0.29,65.266,0.092,62.88,0.014,60.892,0,44.005,0.014,44.426,0,35.148,0.014,35.824,0.014,50.756,0.014,52.097,0.042,3.564,0.014,3.588,0.042,12.169,0.404,52.852,0.071,16.87,0.323,25.249,0.21,18.85,0.323,44.362,0.21,30.705,0.323,65.222,0.21,16.107,0.012,20.374,0.016
56.761,0.207,61.26,0.036,15.72,0.079,49.381,0,12.689,0.079,72.159,0,65.723,0.071,55.732,0.021,18.917,0.05,23.669,0.036,12.73,0.324,58.446,0.118,8.987,0.324,65.175,0.118,64.099,0.042,61.7,0.014,44.755,0.042,44.964,0.014,35.633,0,36.261,0.036,51.378,0,52.325,0,3.608,0,3.617,0,12.311,0.343,53.314,0.075,16.846,0.259,25.2,0.174,19.088,0.259,44.312,0.174,31.202,0.259,65.253,0.174,15.922,0.01,20.032,0.008
57.321,0.157,61.621,0.057,15.774,0.05,49.652,0.014,12.794,0.05,72.316,0.014,65.932,0.044,55.456,0.012,18.927,0.007,23.619,0.029,12.668,0.319,58.131,0.097,9.096,0.319,64.404,0.097,63.963,0.014,61.724,0.042,44.834,0.014,44.929,0.042,35.714,0.014,36.141,0.029,51.648,0.014,52.644,0.014,3.624,0.014,3.625,0.014,12.254,0.315,52.923,0.071,16.81,0.273,25.046,0.17,19.245,0.273,44.061,0.17,31.545,0.273,65.042,0.17,15.69,0.01,19.724,0.012
57.052,0.243,61.2,0.043,15.686,0.043,48.124,0.036,12.741,0.043,72.676,0.036,66.816,0.035,56.141,0.018,18.685,0.021,23.228,0.029,12.76,0.294,58.121,0.105,9.077,0.294,64.484,0.105,64.165,0.014,61.794,0,44.854,0.014,45.187,0,35.969,0,36.422,0.029,52.021,0,53.024,0.014,3.65,0,3.656,0.014,12.334,0.36,53.435,0.048,16.92,0.321,25.01,0.17,19.53,0.321,44.102,0.17,31.982,0.321,65.118,0.17,15.582,0.012,19.697,0.012
56.847,0.193,60.733,0.086,15.798,0.036,47.174,0.014,12.742,0.036,72.683,0.014,66.815,0.062,56.15,0.026,18.601,0.014,23.213,0.043,12.938,0.298,57.674,0.122,9.203,0.298,63.929,0.122,64.2,0.014,61.782,0,44.942,0.014,45.326,0,35.912,0.014,36.505,0.043,52.028,0.014,53.166,0,3.656,0.014,3.665,0,12.157,0.36,52.962,0.055,16.875,0.287,25.025,0.164,19.729,0.287,43.999,0.164,32.299,0.287,64.865,0.164,15.752,0.012,19.759,0.02
56.66,0.229,60.591,0.057,15.736,0.057,46.204,0.021,12.807,0.057,72.781,0.021,66.159,0.071,54.957,0.035,18.754,0.043,23.12,0.029,13.036,0.286,57.392,0.113,9.269,0.286,63.861,0.113,64.445,0.014,62.194,0.014,45.284,0.014,45.55,0.014,36.163,0,36.822,0.029,52.226,0,53.497,0,3.673,0,3.693,0,12.2,0.388,52.733,0.067,16.896,0.291,24.88,0.198,20.051,0.291,44.019,0.198,32.836,0.291,64.956,0.198,16.047,0.014,20.143,0.01
56.938,0.186,60.529,0.093,15.955,0.057,46.835,0.036,12.866,0.057,72.744,0.036,64.881,0.059,54.079,0.041,18.785,0.021,23.333,0.021,13.035,0.307,56.85,0.084,9.242,0.307,62.949,0.084,64.372,0.042,61.941,0,45.075,0.042,45.461,0,35.834,0,36.408,0.021,51.966,0,53.379,0.014,3.646,0,3.668,0.014,11.703,0.341,50.767,0.089,16.862,0.259,25.077,0.182,20.246,0.259,43.967,0.182,33.171,0.259,64.908,0.182,16.09,0.012,20.137,0.012
57.326,0.229,60.838,0.064,16.367,0.071,47.917,0.036,13,0.071,72.672,0.036,64.527,0.076,53.487,0.021,18.475,0.014,22.966,0.021,13.271,0.324,56.819,0.084,9.34,0.324,62.689,0.084,64.462,0.042,61.925,0.014,45.425,0.042,45.552,0.014,36.393,0,36.887,0.021,52.597,0,53.793,0.014,3.695,0,3.711,0.014,11.762,0.335,51.084,0.067,16.791,0.287,24.842,0.178,20.435,0.287,43.816,0.178,33.437,0.287,64.669,0.178,16.083,0.016,19.911,0.01
57.105,0.2,60.273,0.043,16.087,0.036,46.002,0.007,12.912,0.036,72.788,0.007,64.008,0.038,53.101,0.012,18.471,0.029,22.913,0.05,13.285,0.349,56.559,0.092,9.379,0.349,62.099,0.092,64.616,0.014,62.184,0,45.506,0.014,45.81,0,36.263,0.014,36.878,0.05,52.397,0.014,53.767,0,3.681,0.014,3.713,0,11.687,0.384,50.83,0.044,16.866,0.271,24.825,0.208,20.69,0.271,43.894,0.208,33.806,0.271,64.809,0.208,15.667,0.022,19.493,0.01
57.115,0.2,60.223,0.05,16.669,0.057,46.504,0.05,13.033,0.057,72.916,0.05,64.226,0.074,52.878,0.015,18.781,0.014,23.161,0.029,13.526,0.311,56.572,0.109,9.478,0.311,61.84,0.109,64.299,0.042,62.038,0,45.395,0.042,45.679,0,36.117,0,37.05,0.029,52.279,0,54.005,0,3.673,0,3.724,0,11.784,0.374,51.137,0.063,16.784,0.273,24.707,0.212,20.721,0.273,43.626,0.212,34.049,0.273,64.542,0.212,15.877,0.016,19.781,0.006
57.385,0.164,60.374,0.05,16.803,0.057,46.881,0.021,13.038,0.057,72.835,0.021,64.216,0.05,52.726,0.018,18.207,0.057,22.406,0.064,13.502,0.265,56.208,0.071,9.495,0.265,61.63,0.071,63.837,0.028,61.729,0.014,45.03,0.028,45.499,0.014,36.061,0.014,36.677,0.064,51.955,0.014,53.7,0.014,3.657,0.014,3.696,0.014,11.43,0.384,49.995,0.061,16.904,0.289,24.67,0.21,20.951,0.289,43.459,0.21,34.505,0.289,64.519,0.21,15.47,0.004,19.33,0.008
57.639,0.186,60.161,0.05,16.88,0.029,46.379,0.014,13.123,0.029,72.99,0.014,64.228,0.044,52.259,0.015,18.266,0.007,22.768,0.029,13.731,0.269,56.036,0.097,9.687,0.269,61.463,0.097,64.506,0,62.08,0.014,45.592,0,45.947,0.014,36.338,0.014,37.014,0.029,52.359,0.014,54.342,0.014,3.686,0.014,3.738,0.014,11.35,0.329,49.55,0.053,16.753,0.275,24.555,0.212,21.047,0.275,43.397,0.212,34.769,0.275,64.39,0.212,15.823,0.008,19.674,0.008
57.733,0.164,59.944,0.05,17.12,0.021,46.001,0.036,13.293,0.021,73.104,0.036,63.924,0.021,52.059,0.032,18.613,0.05,23.15,0.021,13.831,0.248,56.117,0.101,9.654,0.248,61.125,0.101,64.337,0,61.739,0.014,45.335,0,45.739,0.014,36.135,0,36.879,0.021,52.264,0,53.954,0.014,3.674,0,3.717,0.014,11.438,0.37,49.687,0.075,16.77,0.293,24.413,0.156,21.101,0.293,43.061,0.156,34.795,0.293,64.145,0.156,15.727,0.01,19.508,0.016
57.702,0.107,59.759,0.1,17.153,0.057,45.315,0.021,13.326,0.057,73.326,0.021,63.186,0.035,51.363,0.015,18.39,0.014,22.843,0.043,13.835,0.328,55.807,0.097,9.799,0.328,60.445,0.097,65.295,0.028,62.465,0.014,46.248,0.028,46.385,0.014,36.977,0.014,37.511,0.043,53.098,0.014,54.753,0,3.74,0.014,3.773,0,11.273,0.362,49.033,0.069,16.812,0.265,24.662,0.198,21.579,0.265,43.449,0.198,35.323,0.265,64.419,0.198,15.226,0.018,19.067,0.012
57.556,0.15,59.46,0.05,17.183,0.057,44.526,0.021,13.335,0.057,73.272,0.021,64.694,0.053,52.648,0.012,17.903,0.021,22.336,0.043,14.087,0.319,55.637,0.097,9.885,0.319,60.555,0.097,66.034,0.042,62.749,0.014,46.936,0.042,46.773,0.014,37.314,0.014,37.717,0.043,53.338,0.014,54.903,0,3.764,0.014,3.789,0,11.197,0.37,48.545,0.067,16.857,0.269,24.467,0.158,21.57,0.269,43.448,0.158,35.486,0.269,64.382,0.158,15.6,0.024,19.477,0.004
57.199,0.129,58.992,0.021,17.068,0.064,43.185,0.05,13.285,0.064,73.43,0.05,62.803,0.044,51.049,0.026,17.918,0.05,22.367,0.043,14.218,0.277,55.511,0.088,9.981,0.277,60.096,0.088,65.676,0.014,62.394,0.014,46.704,0.014,46.528,0.014,37.212,0,37.675,0.043,53.365,0,54.967,0.014,3.762,0,3.788,0.014,11.112,0.36,48.21,0.069,16.916,0.277,24.444,0.19,21.705,0.277,43.11,0.19,35.786,0.277,64.134,0.19,15.35,0.014,19.239,0.016
57.178,0.136,59.135,0.064,17.309,0.043,43.648,0.014,13.389,0.043,73.474,0.014,61.429,0.071,49.937,0.018,17.742,0.043,22.123,0.057,14.331,0.282,55.232,0.076,10.086,0.282,59.986,0.076,65.737,0,62.341,0.028,46.814,0,46.607,0.028,37.292,0.014,37.516,0.057,53.326,0.014,54.979,0.014,3.759,0.014,3.783,0.014,11.033,0.368,48.115,0.067,16.638,0.267,24.33,0.168,21.919,0.267,42.995,0.168,35.886,0.267,64.024,0.168,15.465,0.026,19.269,0.012
56.947,0.114,58.672,0.029,17.322,0.071,42.398,0.021,13.371,0.071,73.442,0.021,60.913,0.038,49.622,0.032,18.24,0.057,22.537,0.021,14.552,0.382,55.401,0.147,10.224,0.382,59.915,0.147,65.994,0.014,62.603,0,47.035,0.014,46.921,0,37.522,0.028,37.79,0.021,53.969,0.028,55.36,0,3.791,0.028,3.804,0,11.283,0.374,48.603,0.046,16.628,0.293,24.275,0.21,21.924,0.293,42.888,0.21,36.033,0.293,63.765,0.21,15.266,0.032,18.998,0.014
56.914,0.15,58.574,0.036,17.445,0.071,42.624,0.05,13.558,0.071,73.632,0.05,61.732,0.05,50.057,0.026,18.182,0.014,22.424,0.036,14.829,0.286,55.12,0.126,10.367,0.286,59.362,0.126,65.809,0,62.158,0.014,47.05,0,46.742,0.014,37.278,0.014,37.564,0.036,53.737,0.014,55.147,0,3.772,0.014,3.792,0,11.373,0.36,48.914,0.073,16.623,0.24,24.097,0.206,21.952,0.24,42.524,0.206,36.222,0.24,63.526,0.206,15.151,0.018,19.068,0.012
56.877,0.214,58.504,0.057,17.817,0.043,42.88,0.029,13.644,0.043,73.608,0.029,62.236,0.044,50.371,0.021,18.213,0.029,22.351,0.021,14.972,0.282,55.316,0.101,10.391,0.282,59.508,0.101,65.298,0,61.742,0.014,46.663,0,46.294,0.014,37.188,0,37.46,0.021,53.931,0,54.869,0.028,3.772,0,3.776,0.028,11.419,0.287,49.551,0.075,16.711,0.271,24.244,0.196,22.18,0.271,42.706,0.196,36.605,0.271,63.547,0.196,15,0.03,18.794,0.008
56.972,0.136,58.494,0.05,17.971,0.036,42.418,0.021,13.669,0.036,73.694,0.021,62.346,0.05,50.417,0.029,18.259,0.021,22.582,0.029,15.101,0.311,54.524,0.092,10.436,0.311,58.465,0.092,62.209,0,59.054,0.028,44.422,0,44.276,0.028,35.044,0.056,35.159,0.029,51.059,0.056,52.424,0,3.581,0.056,3.584,0,11.494,0.352,49.734,0.073,16.578,0.234,23.919,0.152,22.114,0.234,42.234,0.152,36.49,0.234,63.145,0.152,15.155,0.018,18.981,0.016
56.736,0.086,58.087,0.043,17.979,0.05,42.083,0.036,13.734,0.05,73.967,0.036,61.928,0.026,49.977,0.009,18.064,0.014,21.916,0.029,15,0.239,54.599,0.088,10.665,0.239,58.616,0.088,59.982,0.042,56.598,0,43.126,0.042,42.627,0,34.121,0.028,34.081,0.029,50.365,0.028,51.074,0.014,3.495,0.028,3.477,0.014,11.095,0.354,47.965,0.069,16.437,0.269,24.071,0.178,22.244,0.269,42.242,0.178,36.728,0.269,63.162,0.178,15.233,0.024,18.994,0.01
56.841,0.136,58.112,0.057,18.124,0.043,41.533,0.014,13.778,0.043,73.737,0.014,62.204,0.065,50.069,0.029,18.266,0.021,22.391,0.05,15.354,0.29,54.742,0.13,10.833,0.29,58.846,0.13,58.792,0.014,55.15,0,42.254,0.014,41.413,0,33.363,0,33.116,0.05,49.921,0,50.054,0.028,3.444,0,3.4,0.028,11.029,0.352,47.834,0.053,16.366,0.287,23.821,0.174,22.164,0.287,41.875,0.174,36.743,0.287,62.833,0.174,15.201,0.014,18.909,0.004
57.514,0.143,58.475,0.079,18.585,0.05,41.718,0.043,13.95,0.05,73.939,0.043,63.182,0.059,50.761,0.021,17.996,0.029,22.092,0.043,15.728,0.214,55.036,0.067,10.948,0.214,59.351,0.067,59.384,0,55.261,0,42.775,0,41.743,0,33.755,0.028,33.251,0.043,50.977,0.028,50.172,0.014,3.501,0.028,3.406,0.014,11.194,0.358,48.053,0.051,16.324,0.251,23.835,0.192,22.4,0.251,41.959,0.192,37.041,0.251,62.858,0.192,15.161,0.01,18.809,0.014
60.988,0.1,59.344,0.1,19.379,0.043,43.215,0.021,14.354,0.043,74.131,0.021,62.1,0.015,49.877,0.021,17.686,0.05,21.831,0.021,15.896,0.248,54.78,0.084,11.034,0.248,58.673,0.084,60.358,0,55.79,0,43.657,0,42.04,0,34.536,0,33.659,0.021,52.199,0,50.757,0.014,3.569,0,3.439,0.014,11.584,0.386,49.313,0.069,16.502,0.285,23.748,0.192,22.451,0.285,41.718,0.192,37.26,0.285,62.748,0.192,15.096,0.016,18.901,0.02
71.132,0.107,59.055,0.05,21.447,0.029,42.115,0.029,15.584,0.029,74.333,0.029,61.603,0.053,49.255,0.015,17.662,0.036,21.967,0.029,16.059,0.29,54.355,0.118,11.147,0.29,58.126,0.118,62.355,0.083,57.014,0,45.21,0.083,43.177,0,35.667,0,34.727,0.029,54.043,0,51.723,0.028,3.684,0,3.519,0.028,11.471,0.378,48.526,0.069,16.388,0.287,23.635,0.182,22.539,0.287,41.689,0.182,37.345,0.287,62.703,0.182,15.102,0.02,18.954,0.014
80.445,0.221,58.402,0.043,23.909,0.057,40.921,0.036,17.454,0.057,74.489,0.036,62.273,0.035,49.697,0.026,17.837,0.021,21.807,0.021,16.279,0.239,54.679,0.097,11.34,0.239,58.43,0.097,59.964,0.014,54.911,0,43.42,0.014,41.598,0,34.355,0.028,33.081,0.021,52.815,0.028,50.25,0,3.585,0.028,3.395,0,11.441,0.356,48.723,0.089,16.477,0.269,23.748,0.186,22.757,0.269,41.777,0.186,37.616,0.269,62.861,0.186,15.178,0.02,18.941,0.008
88.486,0.157,58.751,0.036,28.06,0.057,41.687,0.029,19.917,0.057,74.7,0.029,63.699,0.044,50.455,0.018,17.946,0.029,21.776,0.021,16.707,0.269,54.582,0.105,11.463,0.269,58.389,0.105,61.14,0.028,54.675,0.028,44.692,0.028,41.379,0.028,35.275,0.042,32.949,0.021,54.362,0.042,50.035,0.014,3.683,0.042,3.38,0.014,11.104,0.37,47.576,0.057,16.566,0.257,23.968,0.194,23.119,0.257,42.218,0.194,37.839,0.257,63.152,0.194,15.239,0.022,18.683,0.006
93.652,0.179,58.887,0.064,31.468,0.071,41.438,0.029,22.499,0.071,75.161,0.029,65.635,0.076,49.896,0.024,20.219,0.036,21.796,0.007,19.882,0.315,54.715,0.101,12.636,0.315,58.274,0.101,60.916,0.014,54.386,0.014,45.624,0.014,41.155,0.014,35.905,0.014,32.73,0.007,55.242,0.014,49.595,0,3.733,0.014,3.356,0,10.902,0.333,46.636,0.061,17.153,0.263,23.854,0.194,23.47,0.263,42.095,0.194,38.241,0.263,63.112,0.194,17.538,0.006,18.9,0.014
95.752,0.171,58.503,0.057,34.982,0.064,41.272,0.007,25.359,0.064,75.371,0.007,76.864,0.062,50.919,0.018,21.243,0.021,21.984,0.05,24.3,0.277,54.844,0.08,14.835,0.277,57.976,0.08,59.239,0.014,53.439,0,44.997,0.014,40.534,0,35.35,0.014,32.102,0.05,54.625,0.014,49.122,0.014,3.679,0.014,3.309,0.014,11.847,0.358,47.465,0.069,19.891,0.327,24.244,0.172,25.392,0.327,42.386,0.172,40.326,0.327,63.39,0.172,19.799,0.028,19.297,0.008
97.629,0.157,58.741,0.064,38.565,0.043,41.684,0.043,28.309,0.043,75.56,0.043,81.691,0.035,49.927,0.021,21.425,0.007,21.749,0.029,28.918,0.193,54.831,0.097,17.625,0.193,57.777,0.097,57.817,0,53.003,0,44.619,0,40.333,0,35.031,0.028,31.989,0.029,54.168,0.028,49.116,0,3.642,0.028,3.301,0,12.787,0.319,47.882,0.077,21.873,0.289,24.205,0.176,28.094,0.289,42.418,0.176,43.597,0.289,63.099,0.176,21.4,0.008,19.341,0.008
99.026,0.129,59.468,0.05,42.348,0.043,42.551,0.021,31.482,0.043,76.132,0.021,84.806,0.035,49.565,0.015,21.696,0.036,21.751,0.036,33.167,0.294,55.486,0.063,20.701,0.294,57.96,0.063,56.004,0,52.223,0,43.373,0,39.706,0,33.733,0.028,31.285,0.036,52.492,0.028,48.209,0,3.526,0.028,3.238,0,13.877,0.349,48.567,0.063,23.86,0.297,24.144,0.192,31.604,0.297,42.305,0.192,47.876,0.297,63.079,0.192,22.048,0.014,19.234,0.006
97.658,0.193,58.279,0.071,43.223,0.021,40.702,0.029,34.737,0.021,76.13,0.029,87.002,0.053,49.596,0.024,22.082,0.021,21.865,0.029,36.557,0.298,55.454,0.08,23.552,0.298,58.315,0.08,54.981,0,51.935,0.014,42.57,0,39.355,0.014,33.25,0.014,31.052,0.029,51.707,0.014,48.257,0,3.477,0.014,3.229,0,14.698,0.333,47.731,0.055,25.232,0.297,24.001,0.17,34.816,0.297,42.253,0.17,52.562,0.297,63.28,0.17,22.465,0.028,19.111,0.014
97.381,0.143,58.271,0.036,45.376,0.05,40.708,0.029,38.257,0.05,76.267,0.029,86.727,0.056,48.982,0.035,22.062,0.043,21.714,0.036,38.977,0.307,55.42,0.109,26.051,0.307,58.184,0.109,55.016,0.028,52.314,0,42.673,0.028,39.82,0,33.15,0.014,31.421,0.036,51.737,0.014,48.638,0.014,3.468,0.014,3.255,0.014,16.241,0.378,48.719,0.055,25.899,0.311,24.071,0.2,37,0.311,42.225,0.2,56.694,0.311,63.119,0.2,22.326,0.018,18.908,0.008
97.396,0.164,58.221,0.043,47.243,0.064,41.07,0.021,41.85,0.064,76.5,0.021,86.656,0.056,48.375,0.018,22.198,0.057,21.591,0.007,40.668,0.357,55.175,0.088,28.411,0.357,57.908,0.088,54.006,0,51.737,0.028,41.803,0,39.425,0.028,32.471,0,31.077,0.007,50.553,0,48.061,0.014,3.399,0,3.219,0.014,17.552,0.341,48.507,0.059,26.214,0.303,24.088,0.174,38.795,0.303,42.228,0.174,59.937,0.303,63.226,0.174,22.272,0.018,19.024,0.01
97.56,0.107,58.339,0.05,48.77,0.079,40.772,0.036,45.303,0.079,76.423,0.036,86.555,0.041,48.136,0.038,22.267,0.043,21.87,0.021,42.475,0.307,55.896,0.071,31.116,0.307,59.008,0.071,52.588,0.014,50.471,0.028,40.441,0.014,38.658,0.028,31.568,0.014,30.389,0.021,49.347,0.014,47.347,0.042,3.317,0.014,3.163,0.042,18.985,0.366,48.589,0.083,26.359,0.291,24.02,0.204,39.8,0.291,41.925,0.204,62.226,0.291,63.212,0.204,22.012,0.008,18.731,0.012
97.827,0.143,58.777,0.079,50.466,0.086,41.45,0.007,49.037,0.086,76.755,0.007,88.218,0.041,48.977,0.015,22.296,0.05,21.643,0.029,43.04,0.248,56.055,0.105,33.098,0.248,59.089,0.105,51.25,0.028,49.423,0.014,39.444,0.028,37.992,0.014,30.68,0.014,29.817,0.029,48.508,0.014,46.812,0,3.249,0.014,3.122,0,20.741,0.366,48.572,0.073,26.222,0.297,23.812,0.178,40.565,0.297,41.948,0.178,63.854,0.297,63.222,0.178,21.985,0.018,18.773,0.016
96.114,0.164,57.496,0.036,50.164,0.079,40.073,0.036,52.481,0.079,76.701,0.036,89.099,0.041,49.183,0.035,22.583,0.043,21.684,0.036,43.563,0.294,56.01,0.122,35.081,0.294,59.878,0.122,50.702,0,49.246,0,39.135,0,37.722,0,30.553,0,29.957,0.036,48.675,0,46.76,0,3.245,0,3.126,0,21.994,0.362,47.715,0.065,26.213,0.329,23.978,0.18,41.398,0.329,42.122,0.18,65.296,0.329,63.611,0.18,22.472,0.01,19.322,0.016
96.882,0.129,57.899,0.043,51.356,0.043,40.074,0.014,55.712,0.043,76.753,0.014,88.4,0.035,48.579,0.044,22.579,0.029,21.727,0.036,43.649,0.29,56.335,0.126,36.799,0.29,59.977,0.126,50.871,0.014,49.303,0.028,39.26,0.014,38.018,0.028,30.568,0.014,30.04,0.036,48.612,0.014,46.962,0,3.251,0.014,3.135,0,23.73,0.366,47.815,0.079,26.039,0.279,23.77,0.186,41.659,0.279,41.994,0.186,66.049,0.279,63.402,0.186,22.883,0.01,19.553,0.014
96.569,0.093,57.806,0.036,52.444,0.064,40.282,0.043,59.108,0.064,76.951,0.043,86.222,0.038,47.472,0.024,22.55,0.057,21.691,0.021,44.162,0.282,56.678,0.097,38.026,0.282,60.115,0.097,50.607,0.014,49.071,0,38.932,0.014,37.88,0,30.611,0.028,30.008,0.021,48.585,0.028,46.941,0,3.25,0.028,3.13,0,26.092,0.36,49.023,0.069,25.847,0.329,23.667,0.162,41.486,0.329,41.412,0.162,65.926,0.329,63.151,0.162,22.4,0.01,19.104,0.008
97.277,0.114,58.152,0.036,53.677,0.043,40.897,0.036,62.306,0.043,77.084,0.036,87.409,0.071,47.939,0.018,22.696,0.014,21.916,0.057,43.983,0.282,56.495,0.113,39.045,0.282,60.044,0.113,50.144,0,48.504,0,38.732,0,37.526,0,30.2,0.028,29.773,0.057,48.13,0.028,46.405,0,3.214,0.028,3.106,0,27.826,0.315,48.507,0.073,25.8,0.329,23.552,0.149,41.603,0.329,41.571,0.149,66.134,0.329,62.941,0.149,21.854,0.006,18.735,0.004
96.936,0.093,57.898,0.021,53.694,0.086,40.073,0.007,65.147,0.086,77.132,0.007,88.597,0.065,48.455,0.026,22.679,0.021,21.804,0.029,44.103,0.252,56.357,0.126,39.996,0.252,59.876,0.126,50.077,0.014,48.45,0,38.675,0.014,37.516,0,30.23,0.014,29.533,0.029,48.365,0.014,46.664,0.014,3.224,0.014,3.105,0.014,30.001,0.331,48.829,0.042,25.696,0.319,23.477,0.145,41.835,0.319,41.52,0.145,66.326,0.319,62.981,0.145,22.136,0.02,18.937,0.01
96.637,0.121,57.514,0.086,54.198,0.057,40.027,0.021,67.854,0.057,77.143,0.021,88.989,0.047,48.549,0.032,22.42,0.029,21.772,0.007,43.909,0.319,56.452,0.088,40.662,0.319,59.795,0.088,50.272,0.028,48.707,0.014,39.054,0.028,37.924,0.014,30.455,0.014,29.897,0.007,48.636,0.014,46.816,0.028,3.24,0.014,3.124,0.028,31.699,0.331,48.776,0.053,25.538,0.317,23.461,0.21,41.568,0.317,41.337,0.21,66.086,0.317,62.956,0.21,21.97,0.018,18.717,0.012
98.546,0.136,58.666,0.064,56.481,0.036,41.369,0.021,70.676,0.036,77.727,0.021,88.585,0.035,48.12,0.041,22.564,0.05,21.734,0.043,43.786,0.248,55.868,0.067,40.777,0.248,58.526,0.067,49.737,0.028,48.064,0.028,38.701,0.028,37.46,0.028,30.275,0.014,29.611,0.043,48.426,0.014,46.645,0,3.226,0.014,3.103,0,33.395,0.307,48.782,0.091,25.411,0.285,23.388,0.176,41.418,0.285,41.257,0.176,65.731,0.285,62.585,0.176,22.09,0.016,18.844,0.014
97.148,0.121,57.654,0.05,55.275,0.064,40.119,0.043,72.742,0.064,77.28,0.043,88.048,0.062,47.781,0.015,22.59,0.071,21.476,0.036,43.703,0.29,55.216,0.105,41.795,0.29,57.868,0.105,49.79,0.014,48.324,0,38.773,0.014,37.617,0,30.297,0,29.734,0.036,48.646,0,46.71,0.028,3.231,0,3.107,0.028,35.208,0.362,49.048,0.059,25.155,0.307,23.27,0.172,41.261,0.307,41.004,0.172,65.598,0.307,62.517,0.172,21.849,0.018,18.678,0.01
97.846,0.143,58.217,0.05,56.312,0.079,40.42,0.036,75.272,0.079,77.499,0.036,89.126,0.044,48.369,0.032,22.502,0.057,21.603,0.029,44.281,0.261,55.426,0.126,43.006,0.261,58.265,0.126,49.138,0.042,47.531,0.042,38.301,0.042,37.039,0.042,29.888,0,29.356,0.029,48.196,0,46.286,0,3.199,0,3.076,0,36.874,0.325,48.915,0.055,25.028,0.299,23.098,0.168,41.217,0.299,40.847,0.168,65.438,0.299,62.37,0.168,21.657,0.006,18.654,0.006
95.332,0.057,56.366,0.057,54.405,0.057,38.579,0.029,76.594,0.057,76.807,0.029,88.202,0.044,47.72,0.021,22.506,0.014,21.566,0.036,44.159,0.269,55.264,0.08,43.591,0.269,57.699,0.08,48.279,0.014,46.56,0,37.616,0.014,36.366,0,29.318,0,28.747,0.036,47.552,0,45.468,0,3.156,0,3.027,0,38.019,0.313,48.68,0.038,25.156,0.343,23.024,0.17,41.075,0.343,40.588,0.17,65.12,0.343,62.193,0.17,21.954,0.018,18.876,0.02
97.345,0.157,57.776,0.057,57.093,0.043,40.234,0.021,79.055,0.043,77.719,0.021,87.514,0.044,47.211,0.018,22.438,0.079,21.64,0.021,44.474,0.239,55.56,0.088,44.697,0.239,58.314,0.088,48.608,0,46.957,0.014,37.975,0,36.725,0.014,29.621,0,29.046,0.021,48.039,0,45.79,0,3.181,0,3.051,0,38.987,0.333,48.172,0.053,25.023,0.283,22.797,0.16,40.985,0.283,40.437,0.16,64.967,0.283,62.004,0.16,21.812,0.01,18.733,0.016
97.563,0.143,57.453,0.071,56.692,0.036,40.005,0.014,80.836,0.036,77.447,0.014,87.609,0.026,47.187,0.024,22.22,0.029,21.538,0.036,44.184,0.16,54.659,0.08,44.578,0.16,57.045,0.08,48.344,0.028,46.803,0.014,38.026,0.028,36.726,0.014,29.721,0,29.122,0.036,48.15,0,46.071,0.028,3.187,0,3.06,0.028,39.99,0.323,47.856,0.085,24.808,0.295,22.751,0.208,40.756,0.295,40.331,0.208,64.499,0.295,61.764,0.208,21.791,0.008,18.601,0.01
